SET,SHRINE,ITEM,CLASS,SOURCE NAMED IN ARTICLE,P612 STAGED,STATUS,EVIDENCE (the sentence),FIX,NOTE
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/竈門神社"",""竈門神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11597744"",""Q11597744"")",AUTOCHTHONOUS,山中での神顕現（玉依姫命の示現）・宝満山の神体山信仰,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,天武天皇2年、心蓮上人が山中で修行していると玉依姫命が現れたため、山頂に上宮が建てられたという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/筑波山神社"",""筑波山神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11602876"",""Q11602876"")",AUTOCHTHONOUS,神体山（筑波山そのものが神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,筑波山を神体山として祀る神社であり,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/箱根神社"",""箱根神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q705310"",""Q705310"")",AUTOCHTHONOUS,神体山（神山）への山岳信仰・駒ケ岳の磐境祭祀,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,聖占が駒ケ岳において神仙宮を開き開山したのが最初といわれ、神山を神体山として祀った,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/籠神社"",""籠神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q705126"",""Q705126"")",AUTOCHTHONOUS,元伊勢の元鎮座地（豊受大神の原座）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,現在伊勢神宮外宮に祀られている豊受大神は、元々は「真名井原」の地に鎮座したという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/結城神社"",""結城神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11606619"",""Q11606619"")",AUTOCHTHONOUS,墓所・死没地に祀られた人物神（結城宗広）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,その墓と伝えられる場所には、塚の上に六体地蔵が置かれ、結城塚と呼ばれていた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/美保神社"",""美保神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3313076"",""Q3313076"")",AUTOCHTHONOUS,土地神（美保郷に坐す御穂須須美命）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,『出雲国風土記』には、「御穂須須美命」が美保郷に坐すとの記述がある。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/群馬縣護國神社"",""群馬縣護國神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11609908"",""Q11609908"")",AUTOCHTHONOUS,護国神社の招魂,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,明治42年に群馬県招魂会が結成され、高崎公園内の英霊殿で毎年招魂祭を行っていた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/若松恵比須神社"",""若松恵比須神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11616405"",""Q11616405"")",AUTOCHTHONOUS,海中から現れた霊石をこの地に祀った,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,この石こそ海神が皇后の聖旅を守るみしるしの霊石であるとして、祀った祠が当社の始まりであるとする。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/若狭彦神社"",""若狭彦神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11616630"",""Q11616630"")",AUTOCHTHONOUS,神の示現（下根来村白石の里に示現した二神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,社伝では、二神は遠敷郡下根来村白石の里に示現したという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/英彦山神宮"",""英彦山神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11616915"",""Q11616915"")",AUTOCHTHONOUS,神体山・祭神の降臨地,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神忍骨命の降臨した地とされて山上に一祠が建てられたのが起源とも云う。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/茨城県護国神社"",""茨城県護国神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11617516"",""Q11617516"")",AUTOCHTHONOUS,護国神社の招魂（鎮霊社が起源）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,常磐神社の境内の現在の東湖神社の場所に立てられた鎮霊社を起源とする。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/菊池神社_(菊池市)"",""菊池神社 (菊池市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q94317"",""Q94317"")",AUTOCHTHONOUS,人物神を新たに祀る創建（菊池城址に創建）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,菊池氏のために菊池城址に菊池神社を建てた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/藤島神社"",""藤島神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11623940"",""Q11623940"")",AUTOCHTHONOUS,戦死地（新田義貞の戦没地・新田塚）に祠を建てた創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,明治3年、福井知藩事・松平茂昭は新田塚に祠を建てる,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/西宮神社"",""西宮神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q705297"",""Q705297"")",AUTOCHTHONOUS,漂着した神像＋神託による鎮座（えびす宮総本社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,和田岬の沖に出現した蛭児命の神像を鳴尾の漁師が引き上げて自宅で祀っていたところ神託が降り、西の方に神像を遷して改めて祀ったのが当社の起源だという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/西寒多神社"",""西寒多神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q195714"",""Q195714"")",AUTOCHTHONOUS,神体山（本宮山）に祠を建てた創祀,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,応神天皇9年4月、武内宿禰が本宮山上に祠を建てたのが創祀であるという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/談山神社"",""談山神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q488618"",""Q488618"")",AUTOCHTHONOUS,藤原鎌足の墓の上に建てられた（改葬墓所）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,定恵が唐から帰朝すると多武峯に改葬して墓の上に十三重塔を造立した。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/諏訪大社"",""諏訪大社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q218813"",""Q218813"")",AUTOCHTHONOUS,建御名方神が逃れ着いた地・総本社（神体山／磐座信仰）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,建御名方神が国譲りに反対し、建御雷神に戦いを挑んだが負けてしまい、諏訪まで逃れた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/護王神社"",""護王神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11632526"",""Q11632526"")",AUTOCHTHONOUS,人物神を新たに祀る創建（護王善神社に始まる）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,護王神社は和気氏の創建による高雄山神護寺境内に作られた、和気清麻呂を祀った護王善神社に始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/豊国神社_(京都市)"",""豊国神社 (京都市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q709822"",""Q709822"")",AUTOCHTHONOUS,墓所・廟所（秀吉の埋葬地に建てられた廟が起源）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,その麓に高野山の木食応其によって廟所が建立された。これがそもそもの当社の始まりである。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/豊榮神社・野田神社"",""豊榮神社・野田神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11633774"",""Q11633774"")",AUTOCHTHONOUS,藩祖の霊を新たに祀った神社（毛利元就・敬親の神格化）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,毛利輝元が、萩江向村の春日神社境内に祖父元就の霊を祀ったのが前身で,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/貴船神社"",""貴船神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q276779"",""Q276779"")",AUTOCHTHONOUS,当地上陸・当地の水神を祭る／全国二千社の総本宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,玉依姫命が、黄色い船に乗って淀川・鴨川・貴船川を遡って当地に上陸し、水神を祭ったのに始まると伝えている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/賀茂別雷神社"",""賀茂別雷神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q700448"",""Q700448"")",AUTOCHTHONOUS,神山（神体山）への降臨,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,社伝では、神武天皇の代に神山の麓の御阿礼所に賀茂別雷命が降臨したと伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/賀茂御祖神社"",""賀茂御祖神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q701620"",""Q701620"")",AUTOCHTHONOUS,御蔭山への降臨,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,社伝では、神武天皇の御代に御蔭山に祭神が降臨したという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/赤間神宮"",""赤間神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q712617"",""Q712617"")",AUTOCHTHONOUS,死没地・陵墓（壇ノ浦で入水した安徳天皇の御影堂）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,赤間関に1191年、勅命により御影堂が建立され、建礼門院ゆかりの尼を奉仕させた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/近江神宮"",""近江神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q385407"",""Q385407"")",AUTOCHTHONOUS,天智天皇を縁の地（大津宮跡）に新たに祀った創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,天智天皇をゆかりの地である大津宮跡に祀ろうという運動が起こり、1938年に官幣大社「近江神宮」の創建が決定された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/速谷神社"",""速谷神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11639721"",""Q11639721"")",AUTOCHTHONOUS,当地（安芸国）建国の祖神・阿岐国造の祖を祀る総鎮守,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,安芸国建国の祖神を祀る安芸国総鎮守の神社。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/都農神社"",""都農神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3541675"",""Q3541675"")",AUTOCHTHONOUS,当地の土地神を神武天皇が鎮祭したのが起源,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,神武天皇即位の6年前、天皇が東征に向かう際に鎮祭したことに始まるという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/酒列磯前神社"",""酒列磯前神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11644289"",""Q11644289"")",AUTOCHTHONOUS,海岸への神の出現（斉衡3年の神現）による創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,大己貴命が大洗に、少彦名命が酒列に祀られ、両社の創建となったと伝えられている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/金崎宮"",""金崎宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11647043"",""Q11647043"")",AUTOCHTHONOUS,死没地（金ヶ崎城で敗死した両親王を城址に祀る）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,明治23年、尊良親王を祀る官幣中社金崎宮が金ヶ崎城址に創立された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/金鑚神社"",""金鑚神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11647974"",""Q11647974"")",AUTOCHTHONOUS,神体山（御室山を直接拝し本殿を設けない山岳祭祀）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,社殿後背の御室山を神体山として祀る。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/長崎縣護國神社"",""長崎縣護國神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11652880"",""Q11652880"")",AUTOCHTHONOUS,招魂社（戦没者の霊をこの地で祀る）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,明治2年12月、長崎市梅ヶ崎に、戊辰戦争で戦死した藩士43柱を祀る梅ヶ崎招魂社が創建され,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/長田神社"",""長田神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q661395"",""Q661395"")",AUTOCHTHONOUS,神託（事代主神がこの地に祀れと託宣）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,事代主の神より「吾を長田国に祀れ」と神託を受け、創祀されたという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/長野縣護國神社"",""長野縣護國神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11654831"",""Q11654831"")",AUTOCHTHONOUS,招魂社（県内招魂社を統合した戦没者招魂）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,昭和13年11月、明治天皇の命により、長野県招魂社として仮社殿で創建された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/防府天満宮"",""防府天満宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704898"",""Q704898"")",AUTOCHTHONOUS,道真ゆかりの地に創建された最初の天満宮（親社なし）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,道真が亡くなった翌年である延喜2年に創建され、「日本最初に創建された天神様」を名乗る。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/阿蘇神社"",""阿蘇神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q715639"",""Q715639"")",AUTOCHTHONOUS,総本社（子神・速瓶玉命が当地で両親を祀ったのが起源）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,孝霊天皇9年6月、速瓶玉命が、両親を祀ったのに始まると伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/阿賀神社"",""阿賀神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11657692"",""Q11657692"")",AUTOCHTHONOUS,磐座・神体山信仰（夫婦岩など巨岩を磐座として祭祀）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,夫婦岩を始めとする巨岩を磐座として欽明天皇の時代には祭祀が行われ、崇拝されていたようである。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/阿部野神社"",""阿部野神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11657965"",""Q11657965"")",AUTOCHTHONOUS,祭神の戦死地に創建（北畠顕家の没伝承地）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,北畠顕家が石津の戦いで敗れて亡くなったと伝承される地に、1875年、地元の有志が顕家を祀る祠を建立したのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/雄山神社"",""雄山神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11659204"",""Q11659204"")",AUTOCHTHONOUS,立山を神体とする山岳神・当地での神勅による開山,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,雄山大神の神勅を奉じて開山造営された霊山であると言われている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/霊山神社"",""霊山神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11660718"",""Q11660718"")",AUTOCHTHONOUS,祭神ゆかりの地（北畠氏の本拠地・陸奥国府跡）に創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鎮座地の霊山は親房以降の北畠氏の本拠地で、顕家が陸奥国府を置いた地である。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/霧島神宮"",""霧島神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704622"",""Q704622"")",AUTOCHTHONOUS,山岳信仰（高千穂峰そのものが信仰対象）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,元々は高千穂峰そのものを信仰の対象とする山岳信仰から始まった神社であると考えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/青島神社"",""青島神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q2857985"",""Q2857985"")",AUTOCHTHONOUS,島そのものが霊域（海洋信仰）／祭神が自ら宮を営んだ地,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,元来は海洋に対する信仰によって創祀されたと考えられ、古くから青島自体が霊域として崇められており,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/靜岡縣護國神社"",""靜岡縣護國神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11663686"",""Q11663686"")",AUTOCHTHONOUS,護国神社の招魂,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,1899年11月13日 - 官民一体で共に祭る「共祭招魂社」として静岡市北番町に創建,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/須佐神社_(出雲市)"",""須佐神社 (出雲市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11664502"",""Q11664502"")",AUTOCHTHONOUS,祭神が当地で自らの御魂を鎮めた地（須佐之男命の本宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,「須佐」と命名し、自らの御魂を鎮めたとの記述がある。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/風浪宮"",""風浪宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11282543"",""Q11282543"")",AUTOCHTHONOUS,当地での新規奉斎（阿曇氏が少童命を祀った創祀）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,神功皇后が三韓征伐からの帰途、192年に筑後国葦原ノ津に寄った時、阿曇連磯良丸に少童命を祀ったのがはじまり,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/飛騨一宮水無神社"",""飛騨一宮水無神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704865"",""Q704865"")",AUTOCHTHONOUS,神体山（位山そのものを祀る）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,西南方の位山を神体山として祀る神社で、飛騨国の鎮守・祖神として古くは斐陀国造によって崇敬された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/香取神宮"",""香取神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q372380"",""Q372380"")",AUTOCHTHONOUS,全国香取神社の総本社（親社なし・フツヌシの本座）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,関東地方を中心として全国にある香取神社の総本社。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/香椎宮"",""香椎宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q631373"",""Q631373"")",AUTOCHTHONOUS,崩御地・行宮跡に営まれた霊廟（神託による創建）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,養老7年2月6日に神功皇后の神託があったため造営を始め、神亀元年12月20日に廟として創建されたとする。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/馬場都々古別神社"",""馬場都々古別神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q114593121"",""Q114593121"")",AUTOCHTHONOUS,地主神を建鉾山の磐座に祀った創祀,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,日本武尊が奥羽に至り、都々古山に鉾を立てて味耜高彦根命を地主神として祀ったのが創祀とする。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/駒形神社"",""駒形神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11668370"",""Q11668370"")",AUTOCHTHONOUS,神体山（駒ヶ岳）の神霊,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,当社は駒ヶ岳の神霊を祀ったものとされる,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高千穂神社"",""高千穂神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3514126"",""Q3514126"")",AUTOCHTHONOUS,当地に留まった三毛入野命が祖神を祀り、自身も当地に祀られた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,三毛入野命が神籬を建てて、祖神の日向三代とその配偶神を祀ったのに創まり,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高津宮"",""高津宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11671792"",""Q11671792"")",AUTOCHTHONOUS,祭神自身の宮（難波高津宮）の遺跡上に創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,貞観8年、清和天皇の勅命により難波高津宮の遺跡が探索され、石山の地に社殿を築いて仁徳天皇を祀ったのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高瀬神社"",""高瀬神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3791906"",""Q3791906"")",AUTOCHTHONOUS,神が自身の御魂を当地に鎮め置いた（国魂神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,大己貴命が北陸平定を終えて出雲へ戻る時に、国魂神として自身の御魂をこの地に鎮め置いたのに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高知縣護國神社"",""高知縣護國神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11672548"",""Q11672548"")",AUTOCHTHONOUS,護国神社の招魂,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,明治元年、土佐藩主山内豊範が陣歿した藩士105柱を招魂し、その御霊を鎮祭するため大島岬の地に社域を定め,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高良大社"",""高良大社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q715647"",""Q715647"")",AUTOCHTHONOUS,高良玉垂命が高良山に自ら鎮座した（地主神から山を譲り受けた）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,高良玉垂命が一夜の宿として山を借りたいと申し出て、高木神が譲ったところ、玉垂命は結界を張って鎮座したとの伝説がある。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高麗神社"",""高麗神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q10855289"",""Q10855289"")",AUTOCHTHONOUS,当地に移住した渡来氏族の祖（高麗若光）を祀る祖霊神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,高麗神社は、この高麗若光を祭っている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鳥海山大物忌神社"",""鳥海山大物忌神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11173679"",""Q11173679"")",AUTOCHTHONOUS,神体山（鳥海山そのものが大物忌神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,当初、「鳥海山」という山名は無く、山そのものが大物忌神と称されていた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鵜戸神宮"",""鵜戸神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704430"",""Q704430"")",AUTOCHTHONOUS,主祭神の降誕地（海食洞の産屋跡）に創祀,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,本殿の鎮座する岩窟は豊玉姫が主祭神を産むための産屋を建てた場所で、その縁により崇神天皇の御代に創祀され,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鷲宮神社"",""鷲宮神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q611108"",""Q611108"")",AUTOCHTHONOUS,神自身が当地に到来し鎮守として祀られた総本社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,天穂日命と御子神の武夷鳥命が東国を経営するため当地に到着し、地元の部族と共に当地の鎮守として大己貴命を祀ったのに始まると伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鹽竈神社"",""鹽竈神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q133753"",""Q133753"")",AUTOCHTHONOUS,塩土老翁神がこの地に留まった全国鹽竈神社の総本社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,両神を先導した塩土老翁神がこの地に留まり、現地の人々に製塩を教えたことに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鹿児島県護国神社"",""鹿児島県護国神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11676849"",""Q11676849"")",AUTOCHTHONOUS,護国神社・招魂社（靖献霊社に始まる）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,明治元年、鳥羽・伏見の戦いの戦死者を祀るための金500両により創建された靖献霊社に始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鹿児島神宮"",""鹿児島神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704695"",""Q704695"")",AUTOCHTHONOUS,祭神自身の宮殿（高千穂宮）跡を神社としたもの,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,神武天皇の御代に天津日高彦穗穗出見尊の宮殿であった高千穂宮を神社としたもの,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鹿島神宮"",""鹿島神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q706499"",""Q706499"")",AUTOCHTHONOUS,高天原からの直接降臨地、全国鹿島神社の総本社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,「香島の天の大神」が高天原より香島の宮に降臨したとしている。,,
