Logged in

Found 5277 pages in category

1. [[Abito Shrine]] - HAS template, keeping
4044. [[Shitorino Shrine (Q135040552)]] - HAS template, keeping
4045. [[Shitorino Shrine (Q135040610)]] - HAS template, keeping
4046. [[Shitsumino Shrine (Q135040712)]] - HAS template, keeping
4047. [[Shiwahime Shrine]] - HAS template, keeping
4048. [[Shiwahime Shrine (Kurihara district)]] - HAS template, keeping
4049. [[Shiwahime Shrine (Mutsu Province)]] - HAS template, keeping
4050. [[Shiwono Shrine]] - HAS template, keeping
4051. [[Shizu Shrine (Izu Province)]] - NO template, DELETING
4052. [[Shizu Shrine (Q135192929)]] - HAS template, keeping
4053. [[Shizuhara Shrine (Otagi district)]] - HAS template, keeping
4054. [[Shizuhi Shrine]] - HAS template, keeping
4055. [[Shizuki Shrine]] - HAS template, keeping
4056. [[Shizuma Shrine]] - HAS template, keeping
4057. [[Shizushino Shrine]] - HAS template, keeping
4058. [[Sho Hachiman Shrine]] - HAS template, keeping
4059. [[Shokuwa Shrine]] - HAS template, keeping
4060. [[Shonai Shrine]] - HAS template, keeping
4061. [[Shouhachihatamiya]] - HAS template, keeping
4062. [[Shoutanjou Shrine]] - HAS template, keeping
4063. [[Shuichi Shrine]] - HAS template, keeping
4064. [[Shuku Shrine (in Susukimizu Shrine precinct)]] - HAS template, keeping
4065. [[Shuuhou Shrine]] - HAS template, keeping
4066. [[Soegawa Shrine]] - HAS template, keeping
4067. [[Soegawa Shrine (Dewa Province)]] - NO template, DELETING
4068. [[Soenomi Agata Imasu Shrine]] - HAS template, keeping
4069. [[Soeokenza Shrine]] - HAS template, keeping
4070. [[Sogahime Shrine]] - HAS template, keeping
4071. [[Soganimasu Sogatsuhiko Shrine]] - HAS template, keeping
4072. [[Sohano Shrine]] - HAS template, keeping
4073. [[Sohikahano Shrine]] - HAS template, keeping
4074. [[Sohikahano Shrine former site]] - HAS template, keeping
4075. [[Sohino Shrine]] - HAS template, keeping
4076. [[Soja Shrine Keidai-sha]] - HAS template, keeping
4077. [[Sokawa Shrine]] - HAS template, keeping
4078. [[Sokinoyano Shrine]] - HAS template, keeping
4079. [[Sokonomitachino Shrine]] - HAS template, keeping
4080. [[Sokubi Shrine]] - HAS template, keeping
4081. [[Sokukawa Shrine]] - HAS template, keeping
4082. [[Sokukawa Shrine (Etchū Province)]] - HAS template, keeping
4083. [[Soneno Shrine]] - HAS template, keeping
4084. [[Sono Shrine]] - HAS template, keeping
4085. [[Sorahiko Shrine]] - HAS template, keeping
4086. [[Sorahiko Shrine (Bingo Province)]] - HAS template, keeping
4087. [[Sorahikono Shrine]] - HAS template, keeping
4088. [[Soto Shrine]] - HAS template, keeping
4089. [[Sube Shrine]] - HAS template, keeping
4090. [[Subeno Shrine]] - HAS template, keeping
4091. [[Suchiarakino Shrine]] - HAS template, keeping
4092. [[Suchino Shrine]] - HAS template, keeping
4093. [[Suearata Shrine]] - HAS template, keeping
4094. [[Sufuno Shrine]] - HAS template, keeping
4095. [[Suga Shrine (Q135040709)]] - HAS template, keeping
4096. [[Sugaoshihime Shrine]] - HAS template, keeping
4097. [[Sugata Shrine (Harima Province)]] - NO template, DELETING
4098. [[Sugata Shrine (Q135070188)]] - HAS template, keeping
4099. [[Sugata Shrine (Q135193525)]] - HAS template, keeping
4100. [[Sugatahime Shrine]] - HAS template, keeping
4101. [[Sugawara Shrine (Q135040428)]] - HAS template, keeping
4102. [[Sugawara Tenmangū]] - HAS template, keeping
4103. [[Sugihara Shrine (Q11521781)]] - HAS template, keeping
4104. [[Sugihokowake no Mikoto Shrine]] - HAS template, keeping
4105. [[Sugio Shrine]] - HAS template, keeping
4106. [[Sugio Shrine (Awa Province (Tokushima) 2)]] - NO template, DELETING
4107. [[Sugio Shrine (Awa Province (Tokushima))]] - NO template, DELETING
4108. [[Sugio Shrine (Dewa Province)]] - NO template, DELETING
4109. [[Sugio Shrine (Q135069890)]] - HAS template, keeping
4110. [[Sugio Shrine (Q135070298)]] - HAS template, keeping
4111. [[Sugiyama Shrine (Chigasaki)]] - HAS template, keeping
4112. [[Sugiyama Shrine (Q17994294)]] - HAS template, keeping
4113. [[Sugiyama Shrine (Ōtō Nakagawa)]] - HAS template, keeping
4114. [[Sugo Amatsu Shrine]] - HAS template, keeping
4115. [[Sugo Shrine]] - HAS template, keeping
4116. [[Sugō Shrine]] - HAS template, keeping
4117. [[Sugōisobe Shrine]] - HAS template, keeping
4118. [[Suhaasuki Shrine]] - HAS template, keeping
4119. [[Suhaasuki Shrine (Echizen Province)]] - NO template, DELETING
4120. [[Suhakiheno Shrine]] - HAS template, keeping
4121. [[Suhama Shrine (Daito, Osaka)]] - HAS template, keeping
4122. [[Suhano Shrine]] - HAS template, keeping
4123. [[Suhara Tai Shrine]] - HAS template, keeping
4124. [[Suharano Shrine]] - HAS template, keeping
4125. [[Suijin Shrine]] - HAS template, keeping
4126. [[Suijin Shrine (Q135070125)]] - HAS template, keeping
4127. [[Sukafuno Shrine]] - HAS template, keeping
4128. [[Sukamano Shrine]] - HAS template, keeping
4129. [[Sukano Shrine]] - HAS template, keeping
4130. [[Sukanonoamenotakarawakakono- Shrine]] - HAS template, keeping
4131. [[Sukaoshihimeno Shrine]] - HAS template, keeping
4132. [[Sukatano Shrine]] - HAS template, keeping
4133. [[Sukatano Shrine (Q135039807)]] - HAS template, keeping
4134. [[Suki Shrine]] - HAS template, keeping
4135. [[Sukihoko- Shrine]] - HAS template, keeping
4136. [[Sukihoko- Shrine (Izu Province)]] - NO template, DELETING
4137. [[Sukihoko- Shrine (Q135270280)]] - HAS template, keeping
4138. [[Sukimorino- Shrine]] - HAS template, keeping
4139. [[Sukino Shrine]] - HAS template, keeping
4140. [[Sukino Shrine (Q135039986)]] - HAS template, keeping
4141. [[Sukino Shrine (Q135040295)]] - HAS template, keeping
4142. [[Sukino Shrine (Q135040640)]] - HAS template, keeping
4143. [[Sukisuweno Shrine]] - HAS template, keeping
4144. [[Sukiyamano Shrine]] - HAS template, keeping
4145. [[Sukuku Shrine]] - HAS template, keeping
4146. [[Sukuku Shrine (Q135206805)]] - HAS template, keeping
4147. [[Sukunahiko Statue Stone Shrine (Kashima District)]] - HAS template, keeping
4148. [[Sukunahiko Statue Stone Shrine (Nanao City)]] - HAS template, keeping
4149. [[Sukunahikona Shrine]] - HAS template, keeping
4150. [[Sukunahikonokamikata- Shrine]] - HAS template, keeping
4151. [[Sukunakawata Shrine]] - HAS template, keeping
4152. [[Sumaromeno Shrine]] - HAS template, keeping
4153. [[Sumaromeno Shrine Co-Enshrinement]] - HAS template, keeping
4154. [[Sumaromeno Shrine former site]] - HAS template, keeping
4155. [[Sumaromeno Shrine former site (Q135186168)]] - HAS template, keeping
4156. [[Sumetariho-no-Mikoto & Suwa Shrine]] - HAS template, keeping
4157. [[Sumetarihonomikoto Shrine]] - HAS template, keeping
4158. [[Sumetaruho Yoshida-ōkamigū]] - HAS template, keeping
4159. [[Sumine Shrine]] - HAS template, keeping
4160. [[Sumineno Shrine]] - HAS template, keeping
4161. [[Sumisaka Shrine]] - HAS template, keeping
4162. [[Sumisaka Shrine (Sumisaka, Suzaka City)]] - HAS template, keeping
4163. [[Sumisaka Shrine (Suzaka, Suzaka City)]] - HAS template, keeping
4164. [[Sumisakano Shrine]] - HAS template, keeping
4165. [[Sumiyoshi Shrine (Fukuoka)]] - HAS template, keeping
4166. [[Sumiyoshi Shrine (Harima Province)]] - HAS template, keeping
4167. [[Sumiyoshi Shrine (Iki City)]] - HAS template, keeping
4168. [[Sumiyoshi Shrine (Q135041176)]] - HAS template, keeping
4169. [[Sumiyoshi Shrine (Q135041550)]] - HAS template, keeping
4170. [[Sumiyoshi Shrine (Q135070026)]] - HAS template, keeping
4171. [[Sumiyoshi Shrine (Q135070186)]] - HAS template, keeping
4172. [[Sumiyoshi Shrine (Q135070189)]] - HAS template, keeping
4173. [[Sumiyoshi Shrine (Q135194907)]] - HAS template, keeping
4174. [[Sumiyoshi Shrine (Q135195248)]] - HAS template, keeping
4175. [[Sumiyoshi Shrine (Q135197821)]] - HAS template, keeping
4176. [[Sumuchisoneno Shrine (Q135039200)]] - HAS template, keeping
4177. [[Sunami Shrine (Kamigamo Setsumatsusha)]] - HAS template, keeping
4178. [[Sunami Wakamiko Shrine]] - HAS template, keeping
4179. [[Sunomata Hachiman Shrine]] - HAS template, keeping
4180. [[Sunomata Shrine]] - HAS template, keeping
4181. [[Sunomiya Shrine]] - HAS template, keeping
4182. [[Suruno Shrine]] - HAS template, keeping
4183. [[Susa Shrine]] - HAS template, keeping
4184. [[Susa Shrine (Q11664501)]] - HAS template, keeping
4185. [[Susaki Shrine]] - HAS template, keeping
4186. [[Susanoo Shrine (Fukuyama)]] - HAS template, keeping
4187. [[Susanoo Shrine (Q135070215)]] - HAS template, keeping
4188. [[Susanowono Shrine]] - HAS template, keeping
4189. [[Susanowonono Shrine]] - HAS template, keeping
4190. [[Sushirono Shrine]] - HAS template, keeping
4191. [[Sutanino Shrine]] - HAS template, keeping
4192. [[Sutano Shrine]] - HAS template, keeping
4193. [[Sutou Shrine]] - HAS template, keeping
4194. [[Sutsuhiko Shrine]] - HAS template, keeping
4195. [[Sutsuhiko Shrine (Q135070033)]] - HAS template, keeping
4196. [[Sutsuhiko Shrine (Q135195256)]] - HAS template, keeping
4197. [[Sutsuhiko Shrine (Q135195281)]] - HAS template, keeping
4198. [[Suwa Atsugi Shrine]] - HAS template, keeping
4199. [[Suwa Atsugi Shrine (Q135194646)]] - HAS template, keeping
4200. [[Suwa Myōjin (Zama City)]] - HAS template, keeping
4201. [[Suwa Myōjin (Ōshima, Sagamihara)]] - HAS template, keeping
4202. [[Suwa Shrine (Otagi district)]] - HAS template, keeping
4203. [[Suwa Shrine (Q11631934)]] - HAS template, keeping
4204. [[Suwa Shrine (Q135069378)]] - HAS template, keeping
4205. [[Suwa Shrine (Q135069400)]] - HAS template, keeping
4206. [[Suwa Shrine (Q135069402)]] - HAS template, keeping
4207. [[Suwa Shrine (Q135069451)]] - HAS template, keeping
4208. [[Suwa Shrine (Q135070129)]] - HAS template, keeping
4209. [[Suwa Shrine (Q135192639)]] - HAS template, keeping
4210. [[Suwa Shrine (Q135193979)]] - HAS template, keeping
4211. [[Suwa Shrine (Q135194650)]] - HAS template, keeping
4212. [[Suwa Shrine (Yamato)]] - HAS template, keeping
4213. [[Suzu Shrine]] - HAS template, keeping
4214. [[Sōja Mikumari Shrine]] - HAS template, keeping
4215. [[Tabe Shrine]] - HAS template, keeping
4216. [[Tabe Shrine (Q135193735)]] - HAS template, keeping
4217. [[Tabekoten Shrine]] - HAS template, keeping
4218. [[Tabu Shrine]] - HAS template, keeping
4219. [[Tabu Shrine former site]] - HAS template, keeping
4220. [[Tachi Shrine]] - HAS template, keeping
4221. [[Tachibana Shrine]] - HAS template, keeping
4222. [[Tachibino Shrine (Q135039152)]] - HAS template, keeping
4223. [[Tachimushino Shrine]] - HAS template, keeping
4224. [[Tachinono Shrine]] - HAS template, keeping
4225. [[Tachinono Shrine (Q135039314)]] - HAS template, keeping
4226. [[Tachinono Shrine (Q135039512)]] - HAS template, keeping
4227. [[Tada Shrine (Tabuto Shrine) (Q48757073)]] - HAS template, keeping
4228. [[Tadaki Shinmeigu]] - HAS template, keeping
4229. [[Tadouraza Shrine]] - HAS template, keeping
4230. [[Taga Shrine]] - HAS template, keeping
4231. [[Taga Shrine (Atami)]] - HAS template, keeping
4232. [[Taga Shrine (Natori)]] - HAS template, keeping
4233. [[Taga Shrine (Q11431090)]] - HAS template, keeping
4234. [[Taga Shrine (Sendai City)]] - HAS template, keeping
4235. [[Tagata Shrine]] - HAS template, keeping
4236. [[Tagi Shrine]] - HAS template, keeping
4237. [[Tagimitonotoya Shrine]] - HAS template, keeping
4238. [[Tago Shrine]] - HAS template, keeping
4239. [[Tahatono Shrine]] - HAS template, keeping
4240. [[Taheno Shrine]] - HAS template, keeping
4241. [[Taheno Shrine (Q135039873)]] - HAS template, keeping
4242. [[Taheno Shrine former site]] - HAS template, keeping
4243. [[Tahikano Shrine]] - HAS template, keeping
4244. [[Tahirano Shrine]] - HAS template, keeping
4245. [[Tai Shrine]] - HAS template, keeping
4246. [[Taian Shrine]] - HAS template, keeping
4247. [[Taigaseishin Shrine]] - HAS template, keeping
4248. [[Taimasan Shrine]] - HAS template, keeping
4249. [[Taimayamaguchi Shrine]] - HAS template, keeping
4250. [[Taimayamaguchi Shrine (Q135038958)]] - HAS template, keeping
4251. [[Taimayamakuchino Shrine]] - HAS template, keeping
4252. [[Tairyō Shrine]] - HAS template, keeping
4253. [[Taisha Mioya Shrine]] - HAS template, keeping
4254. [[Taji Shrine]] - HAS template, keeping
4255. [[Tajihayahime Shrine]] - HAS template, keeping
4256. [[Tajikarao Shrine (Q135193938)]] - HAS template, keeping
4257. [[Taka Shrine]] - HAS template, keeping
4258. [[Taka Shrine (Q135069876)]] - HAS template, keeping
4259. [[Taka Shrine (Q135194404)]] - HAS template, keeping
4260. [[Taka- Shrine (Q135038838)]] - HAS template, keeping
4261. [[Taka- Shrine (Q135270109)]] - HAS template, keeping
4262. [[Takabe Shrine]] - HAS template, keeping
4263. [[Takabeno Shrine]] - HAS template, keeping
4264. [[Takabeya Shrine]] - HAS template, keeping
4265. [[Takabuku Taisha]] - HAS template, keeping
4266. [[Takachiniimasu Shrine]] - HAS template, keeping
4267. [[Takadahasagi Shrine]] - HAS template, keeping
4268. [[Takafuno Shrine]] - HAS template, keeping
4269. [[Takagawara Shrine]] - HAS template, keeping
4270. [[Takagi Shrine]] - HAS template, keeping
4271. [[Takahano Shrine]] - HAS template, keeping
4272. [[Takahashi Shrine]] - HAS template, keeping
4273. [[Takahashi Shrine (Q11670742)]] - HAS template, keeping
4274. [[Takahashi Shrine (Q24899217)]] - HAS template, keeping
4275. [[Takaheyano Shrine]] - HAS template, keeping
4276. [[Takaheyano Shrine (Q135270288)]] - HAS template, keeping
4277. [[Takahikone Shrine]] - HAS template, keeping
4278. [[Takahino Shrine]] - HAS template, keeping
4279. [[Takahokono Shrine (Q135038973)]] - HAS template, keeping
4280. [[Takaichino Shrine]] - HAS template, keeping
4281. [[Takakamo Shrine]] - HAS template, keeping
4282. [[Takakoshi Shrine]] - HAS template, keeping
4283. [[Takakura Shrine]] - HAS template, keeping
4284. [[Takakura Shrine (Aogaki, Tamba)]] - HAS template, keeping
4285. [[Takakura Shrine (Q135194255)]] - HAS template, keeping
4286. [[Takakura Shrine (Sannan, Tamba)]] - HAS template, keeping
4287. [[Takakurano Shrine]] - HAS template, keeping
4288. [[Takakurano Shrine (Q135040545)]] - HAS template, keeping
4289. [[Takama Shrine]] - HAS template, keeping
4290. [[Takamahiko Shrine (Q650253)]] - HAS template, keeping
4291. [[Takamakishino Shrine (Q135038967)]] - HAS template, keeping
4292. [[Takamanoyamasatawono Shrine (Q135038969)]] - HAS template, keeping
4293. [[Takamefu Shrine (Q11669105)]] - HAS template, keeping
4294. [[Takami-Oya Shrine]] - HAS template, keeping
4295. [[Takamikura Shrine]] - HAS template, keeping
4296. [[Takamioyano Shrine]] - HAS template, keeping
4297. [[Takamitamano Shrine]] - HAS template, keeping
4298. [[Takamiyano Shrine (Q135039125)]] - HAS template, keeping
4299. [[Takamiyaohomorino Shrine (Q135039126)]] - HAS template, keeping
4300. [[Takamiyaohomorino shrine Former Site]] - HAS template, keeping
4301. [[Takamori Shrine]] - HAS template, keeping
4302. [[Takamori Shrine (central shrine)]] - HAS template, keeping
4303. [[Takamori Shrine (Q135039938)]] - HAS template, keeping
4304. [[Takamori Shrine (satellite shrine)]] - HAS template, keeping
4305. [[Takamori Shrine Oku‑sha]] - HAS template, keeping
4306. [[Takamorono Shrine]] - HAS template, keeping
4307. [[Takamu Shrine]] - HAS template, keeping
4308. [[Takamu Shrine (Q135069356)]] - HAS template, keeping
4309. [[Takamu Shrine (Q135187229)]] - HAS template, keeping
4310. [[Takamu Shrine (Q135190116)]] - HAS template, keeping
4311. [[Takamu Shrine (Q18233534)]] - HAS template, keeping
4312. [[Takamukuno Shrine]] - HAS template, keeping
4313. [[Takamukuno Shrine (Q135040738)]] - HAS template, keeping
4314. [[Takamuno Shrine]] - HAS template, keeping
4315. [[Takamuno Shrine (Q135039552)]] - HAS template, keeping
4316. [[Takamuno Shrine (Q135270313)]] - HAS template, keeping
4317. [[Takanamino Shrine]] - HAS template, keeping
4318. [[Takane Shrine]] - HAS template, keeping
4319. [[Takane Shrine (Q135190250)]] - HAS template, keeping
4320. [[Takano Shrine (Q135038803)]] - HAS template, keeping
4321. [[Takano Shrine (Q135039984)]] - HAS template, keeping
4322. [[Takano Shrine (Q135040020)]] - HAS template, keeping
4323. [[Takanono Shrine]] - HAS template, keeping
4324. [[Takanono Shrine (Q135039794)]] - HAS template, keeping
4325. [[Takanono Shrine (Q135039859)]] - HAS template, keeping
4326. [[Takanono Shrine (Q135040588)]] - HAS template, keeping
4327. [[Takanono Shrine (Q135040695)]] - HAS template, keeping
4328. [[Takanukino Shrine]] - HAS template, keeping
4329. [[Takao Iwakura Shrine]] - HAS template, keeping
4330. [[Takao- Shrine]] - HAS template, keeping
4331. [[Takaoihakurano Shrine]] - HAS template, keeping
4332. [[Takaoka Sekino Shrine]] - HAS template, keeping
4333. [[Takaoka Sekino Shrine (Q135194967)]] - HAS template, keeping
4334. [[Takaoka Sekino Shrine (Q135195006)]] - HAS template, keeping
4335. [[Takaoka Shrine]] - HAS template, keeping
4336. [[Takaoka Shrine (Q135194514)]] - HAS template, keeping
4337. [[Takaoka Shrine (subsidiary of Oshio Hachimangū)]] - HAS template, keeping
4338. [[Takaokami Shrine]] - HAS template, keeping
4339. [[Takaoshihime Shrine]] - HAS template, keeping
4340. [[Takasaka Shrine]] - HAS template, keeping
4341. [[Takase Shrine (Q3791906)]] - HAS template, keeping
4342. [[Takaseno Shrine]] - HAS template, keeping
4343. [[Takashifune Shrine]] - HAS template, keeping
4344. [[Takashima Shrine]] - HAS template, keeping
4345. [[Takashina Shrine]] - HAS template, keeping
4346. [[Takashino Shrine (Q11672588)]] - HAS template, keeping
4347. [[Takasumi Shrine]] - HAS template, keeping
4348. [[Takata Shrine (Hida)]] - HAS template, keeping
4349. [[Takata Shrine (Q135194027)]] - HAS template, keeping
4350. [[Takatakeno Shrine]] - HAS template, keeping
4351. [[Takatano Shrine]] - HAS template, keeping
4352. [[Takatano Shrine (Q135040553)]] - HAS template, keeping
4353. [[Takatsumi Shrine]] - HAS template, keeping
4354. [[Takatsumihimeno Shrine]] - HAS template, keeping
4355. [[Takatsunono Shrine (Q135038981)]] - HAS template, keeping
4356. [[Takatsunono Shrine (Q135069101)]] - HAS template, keeping
4357. [[Takawokano Shrine]] - HAS template, keeping
4358. [[Takawokano Shrine (Q135039385)]] - HAS template, keeping
4359. [[Takaya Shrine]] - HAS template, keeping
4360. [[Takayaaheno Shrine (Q135039001)]] - HAS template, keeping
4361. [[Takayano Shrine (Co-enShrinement)]] - HAS template, keeping
4362. [[Takayano Shrine (Q135039109)]] - HAS template, keeping
4363. [[Takayano Shrine (Q135041394)]] - HAS template, keeping
4364. [[Take Mikumari Shrine]] - HAS template, keeping
4365. [[Dake Rokusho Shrine]] - HAS template, keeping
4366. [[Take Shrine (Q135039274)]] - HAS template, keeping
4367. [[Take Shrine (Q135041448)]] - HAS template, keeping
4368. [[Take Shrine (Q135200387)]] - HAS template, keeping
4369. [[Take- Shrine]] - HAS template, keeping
4370. [[Takeasa Shrine]] - HAS template, keeping
4371. [[Takebuyama Shrine]] - HAS template, keeping
4372. [[Takechino Miagata Shrine (Q43594646)]] - HAS template, keeping
4373. [[Takeda Shrine (Q135193526)]] - HAS template, keeping
4374. [[Takefuhikono Shrine]] - HAS template, keeping
4375. [[Takefutsu Nishinomiya Shrine]] - HAS template, keeping
4376. [[Takefutsu Shrine]] - HAS template, keeping
4377. [[Takefutsu Shrine (Q135198084)]] - HAS template, keeping
4378. [[Takefutsu Shrine (Q135198086)]] - HAS template, keeping
4379. [[Takefutsuno Shrine]] - HAS template, keeping
4380. [[Takehime Shrine]] - HAS template, keeping
4381. [[Takehime Shrine (Q65734340)]] - HAS template, keeping
4382. [[Takehimeno Shrine]] - HAS template, keeping
4383. [[Takehimeno Shrine (Q135270291)]] - HAS template, keeping
4384. [[Takehira Shrine]] - HAS template, keeping
4385. [[Takehiro Shrine]] - HAS template, keeping
4386. [[Takehiro Shrine (Q135070285)]] - HAS template, keeping
4387. [[Takehono Shrine]] - HAS template, keeping
4388. [[Takeihakatsuno Shrine]] - HAS template, keeping
4389. [[Takeinatakisayafutsuno Shrine]] - HAS template, keeping
4390. [[Takeinatashisayafutsu Shrine]] - HAS template, keeping
4391. [[Takeishitsukino- Shrine]] - HAS template, keeping
4392. [[Takeishitsukino- Shrine (Q135270279)]] - HAS template, keeping
4393. [[Takekami Shrine]] - HAS template, keeping
4394. [[Takemikakano- Shrine]] - HAS template, keeping
4395. [[Takemitsu- Shrine]] - HAS template, keeping
4396. [[Takeno Shrine (Q135039526)]] - HAS template, keeping
4397. [[Takeno Shrine (Q135040919)]] - HAS template, keeping
4398. [[Takeno Shrine (Q135041309)]] - HAS template, keeping
4399. [[Takeo Shimokorihiko Shrine]] - HAS template, keeping
4400. [[Takeo Shimokorihiko Shrine Shimogu]] - HAS template, keeping
4401. [[Takeohoyotono Shrine]] - HAS template, keeping
4402. [[Takeokami Shrine (Q11438318)]] - NO template, DELETING
4403. [[Takesasafueno Shrine]] - HAS template, keeping
4404. [[Takeshigyomeihoutomiinochihikoshinbetsu Shrine]] - HAS template, keeping
4405. [[Takeshigyomeihoutomiinochihikoshinbetsu Shrine (Shinano Province)]] - HAS template, keeping
4406. [[Takeshima Shrine]] - HAS template, keeping
4407. [[Taketano Shrine (Q135039030)]] - HAS template, keeping
4408. [[Takeuchi Shrine]] - HAS template, keeping
4409. [[Takewoshimokorihikono Shrine]] - HAS template, keeping
4410. [[Taki Shrine]] - HAS template, keeping
4411. [[Taki Shrine (Iwagasaki, Murakami)]] - HAS template, keeping
4412. [[Taki Shrine (Q11430618)]] - HAS template, keeping
4413. [[Taki Shrine (Q135040476)]] - HAS template, keeping
4414. [[Taki Shrine (Takane, Murakami)]] - HAS template, keeping
4415. [[Takihara Shrine]] - HAS template, keeping
4416. [[Takihara-no-Miya]] - HAS template, keeping
4417. [[Takihira Shrine, Takehira Shrine]] - HAS template, keeping
4418. [[Takikino Shrine]] - HAS template, keeping
4419. [[Takinami Hachiman Shrine]] - HAS template, keeping
4420. [[Takinami Shrine (Komatsu City)]] - HAS template, keeping
4421. [[Takinami Shrine (Nomi City)]] - HAS template, keeping
4422. [[Takinamino Shrine]] - HAS template, keeping
4423. [[Takino Shrine]] - HAS template, keeping
4424. [[Takino Shrine (Q135040500)]] - HAS template, keeping
4425. [[Takinomotono Shrine (Q135039022)]] - HAS template, keeping
4426. [[Takisakamoto Shrine]] - HAS template, keeping
4427. [[Takonouheno Shrine]] - HAS template, keeping
4428. [[Taku Shrine]] - HAS template, keeping
4429. [[Takuhi Reshi Shrine]] - HAS template, keeping
4430. [[Takumino Shrine]] - HAS template, keeping
4431. [[Takumino Shrine (Q135039508)]] - HAS template, keeping
4432. [[Takumiya Shrine]] - HAS template, keeping
4433. [[Takuno Shrine]] - HAS template, keeping
4434. [[Takuzudama Shrine]] - HAS template, keeping
4435. [[Takyonoue Shrine]] - HAS template, keeping
4436. [[Tamamorono Shrine]] - HAS template, keeping
4437. [[Tamamorono Shrine (Q135270423)]] - HAS template, keeping
4438. [[Tamanooya Shrine (Q11572730)]] - NO template, DELETING
4439. [[Tamanooya Shrine (Q11572731)]] - HAS template, keeping
4440. [[Tamarakino Shrine]] - HAS template, keeping
4441. [[Tamasasarahikono Shrine]] - HAS template, keeping
4442. [[Tamashiki Shrine]] - HAS template, keeping
4443. [[Tamatsukuri Shrine]] - HAS template, keeping
4444. [[Tamatsukuri Shrine (Q134930396)]] - HAS template, keeping
4445. [[Tamatsukurino Shrine]] - HAS template, keeping
4446. [[Tamatsukuritenmanguu]] - HAS template, keeping
4447. [[Tamatsukuriyu Shrine]] - HAS template, keeping
4448. [[Tamatsurano Shrine (Q135098832)]] - HAS template, keeping
4449. [[Tamayorihimeno- Shrine]] - HAS template, keeping
4450. [[Tameno Shrine (Q135098897)]] - HAS template, keeping
4451. [[Tamorino Shrine]] - HAS template, keeping
4452. [[Tanabata Shrine (Q11430658)]] - HAS template, keeping
4453. [[Tanahatano Shrine]] - HAS template, keeping
4454. [[Tanaheno Shrine]] - HAS template, keeping
4455. [[Tanahi Shrine]] - HAS template, keeping
4456. [[Tanahi Shrine (Q135186785)]] - HAS template, keeping
4457. [[Tanaka Shrine]] - HAS template, keeping
4458. [[Tanaka Shrine (Fushimi)]] - HAS template, keeping
4459. [[Tanaka Shrine (Q135068818)]] - HAS template, keeping
4460. [[Tanakano Shrine]] - HAS template, keeping
4461. [[Tanakano Shrine (Q135039608)]] - HAS template, keeping
4462. [[Tanakano Shrine (Q135039744)]] - HAS template, keeping
4463. [[Tanakurahiko Shrine (Q135068876)]] - HAS template, keeping
4464. [[Tanakurahiko Shrine (Q54153264)]] - HAS template, keeping
4465. [[Taneno Shrine]] - HAS template, keeping
4466. [[Tanino Shrine]] - HAS template, keeping
4467. [[Tanino Shrine (Agano)]] - HAS template, keeping
4468. [[Tanino Shrine (Niigata)]] - HAS template, keeping
4469. [[Tanishinano Shrine]] - HAS template, keeping
4470. [[Taniya Shrine]] - HAS template, keeping
4471. [[Tanoe and Tanoe-Mimae Shrines]] - HAS template, keeping
4472. [[Tanoe-Ōmizu Shrine]] - HAS template, keeping
4473. [[Tarihirino Shrine]] - HAS template, keeping
4474. [[Tarihirino shrine former site]] - HAS template, keeping
4475. [[Tarumi Shrine (Q135070120)]] - HAS template, keeping
4476. [[Tarumi Shrine (Q135070128)]] - HAS template, keeping
4477. [[Tarumino Shrine]] - HAS template, keeping
4478. [[Tasun Shrine]] - HAS template, keeping
4479. [[Tata Shrine]] - HAS template, keeping
4480. [[Tatano Shrine (Q135040056)]] - HAS template, keeping
4481. [[Tatano Shrine (Q135040272)]] - HAS template, keeping
4482. [[Tatano Shrine (Q135040452)]] - HAS template, keeping
4483. [[Tatano Shrine (Q135040710)]] - HAS template, keeping
4484. [[Tatatakehorineno- Shrine]] - HAS template, keeping
4485. [[Tatehou Shrine]] - HAS template, keeping
4486. [[Tatehou Shrine (Tajima Province)]] - HAS template, keeping
4487. [[Tateiwa Shrine]] - HAS template, keeping
4488. [[Tateno Shrine]] - HAS template, keeping
4489. [[Tateno Shrine (Hitachi Province)]] - HAS template, keeping
4490. [[Tateno Shrine (Kuji district)]] - HAS template, keeping
4491. [[Tateno Shrine (Q135069336)]] - HAS template, keeping
4492. [[Tateno Shrine (Q135187172)]] - HAS template, keeping
4493. [[Tateno Tenjin]] - HAS template, keeping
4494. [[Tateno Tenjin Shrine]] - HAS template, keeping
4495. [[Tatenuhino Shrine]] - HAS template, keeping
4496. [[Tatenuhino Shrine (Q135040520)]] - HAS template, keeping
4497. [[Tatenuhino Shrine (Q135040657)]] - HAS template, keeping
4498. [[Tatenui Shrine]] - HAS template, keeping
4499. [[Tatenui Shrine (Gochu, Miura Village, Ibaraki Prefecture)]] - HAS template, keeping
4500. [[Tatenui Shrine (subsidiary shrine of Sai Shrine)]] - HAS template, keeping
4501. [[Tatewino Shrine]] - HAS template, keeping
4502. [[Tatsuchiurano- Shrine]] - HAS template, keeping
4503. [[Tatsumi Shrine Osaka]] - HAS template, keeping
4504. [[Tatsusaka Shrine]] - HAS template, keeping
4505. [[Tatsushima Meoyanomikoto Shrine]] - HAS template, keeping
