Page,Template
Shinobugaoka Shrine,{{ill|UNKNOWN|lt=Tsuhoko clan|1=UNKNOWN}}
Shinobugaoka Shrine,{{ill|UNKNOWN|lt=En no Gyōja|1=UNKNOWN}}
Shinobugaoka Shrine,{{ill|UNKNOWN|lt=Kumano worship|1=UNKNOWN}}
Shinokura Shrine,{{ill|lt=Ōnamuchi-no-Mikoto|UNKNOWN|lt=Ōnamuchi Ōkami}}
Shinokura Shrine,solved
Shinokura Shrine,solved
Shinokura Shrine,{{ill|lt=Yōrō (era)|UNKNOWN|lt=Yōrō}}
Shinokura Shrine,{{ill|lt=Ōnamuchi-no-Mikoto|UNKNOWN|lt=Ōnamuchi Ōkami}}
Shinokura Shrine,solved
Shinokura Shrine,{{ill|UNKNOWN|lt=Ichikishimahime-no-Mikoto|1=UNKNOWN}}
Shinokura Shrine,{{ill|UNKNOWN|lt=Konohanasakuyahime-no-Mikoto|1=UNKNOWN}}
Shinokura Shrine,{{ill|lt=Yōrō (era)|UNKNOWN|lt=Yōrō}}
Shioyuhiko Shrine,solved
Shioyuhiko Shrine,{{ill|UNKNOWN|lt=En no Gyōja|1=UNKNOWN}}
Shioyuhiko Shrine,solved
Shioyuhiko Shrine,{{ill|UNKNOWN|lt=Shinbutsu Bunri Edict|1=UNKNOWN}}
Shirahige Shrine (Kakamigahara),solved
Shirahige Shrine (Q11580504),solved
Shiratori Shrine (Toyama),solved
Shiratori Shrine (Toyama),"{{ill|lt=Shiratori Shrine (Teramachi, Toyama City)|UNKNOWN|lt=Shiratori Shrine}}"
Shiratori Shrine (Toyama),{{ill|UNKNOWN|lt=Prince Yamato Takeru|1=UNKNOWN}}
Shiratori Shrine (Toyama),{{ill|UNKNOWN|lt=Prince Yamato Takeru|1=UNKNOWN}}
Shiratori Shrine (Toyama),{{ill|UNKNOWN|lt=Urabe Kanemune|1=UNKNOWN}}
Shiratori Shrine (Toyama),{{ill|lt=Keta Shrine (Himi City)|UNKNOWN|lt=Keta}}
Shiratori Shrine (Toyama),{{ill|UNKNOWN|lt=Urabe Kaneyoshi|1=UNKNOWN}}
Shiratori Shrine (Toyama),{{ill|lt=Hayashi Shrine (Tonami City)|UNKNOWN|lt=Hayashi}}
Shiritaogi Shrine,{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Shiritaogi Shrine,solved
Shiritaogi Shrine,solved
Shiritaogi Shrine,{{ill|UNKNOWN|lt=Mishima Daimyōjin|1=UNKNOWN}}
Shiritaogi Shrine,{{ill|UNKNOWN|lt=Kotoshironushi-no-Kami|1=UNKNOWN}}
Shiritaogi Shrine,{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Shiritaogi Shrine,{{ill|UNKNOWN|lt=Kawazu Kinomiya Shrine|1=UNKNOWN}}
Shiritaogi Shrine,{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Shizuhi Shrine,solved
Shizuhi Shrine,solved
Shizuma Shrine,solved
Shizuma Shrine,solved
Shizuma Shrine,solved
Soegawa Shrine,{{ill|UNKNOWN|lt=Shiga Riwake Shrine|1=UNKNOWN}}
Soegawa Shrine,{{ill|UNKNOWN|lt=Shinbutsu bunri edict|1=UNKNOWN}}
Soga-ni-masu Sogatsuhiko Shrine,solved
Soga-ni-masu Sogatsuhiko Shrine,solved
Soga-ni-masu Sogatsuhiko Shrine,{{ill|UNKNOWN|lt=Ebisu Shrine|1=UNKNOWN}}
Sogahime Shrine,{{ill|lt=Soga (Chiba City)|UNKNOWN|lt=Soga}}
Sogahime Shrine,solved
Sogahime Shrine,solved
Sogahime Shrine,{{ill|lt=Futsunushi|UNKNOWN|lt=Futsunushi no Kami}}
Sogahime Shrine,{{ill|UNKNOWN|lt=Oto Tachibana-hime|1=UNKNOWN}}
Sube Shrine,{{ill|UNKNOWN|lt=Amaterasu-Ōmikami|1=UNKNOWN}}
Sube Shrine,solved
Sube Shrine,{{ill|UNKNOWN|lt=annual grand festival|1=UNKNOWN}}
Suearata Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Suearata Shrine,solved
Suearata Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Suearata Shrine,{{ill|UNKNOWN|lt=Ōtataneko|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Ōtataneko|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Sue Village|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Chinu Agata|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Sue Village|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Areta no Atai|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Sue Village|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Ueno|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Tōki-Kita|1=UNKNOWN}}
Suearata Shrine,{{ill|UNKNOWN|lt=Tsujino|1=UNKNOWN}}
Suearata Shrine,{{ill|lt=Tazono (Sakai)|UNKNOWN|lt=Tazono}}
Sugata Shrine (Yamatokōriyama),solved
Sugata Shrine (Yamatokōriyama),solved
Sugata Shrine (Yamatokōriyama),{{ill|UNKNOWN|lt=Meiji Jinja Shiryō|1=UNKNOWN}}
Sugata Shrine (Yamatokōriyama),solved
Sugata Shrine (Yamatokōriyama),{{ill|lt=Kōriyama Town (Nara Prefecture)|UNKNOWN|lt=Kōriyama Town}}
Sugata Shrine (Yamatokōriyama),{{ill|lt=Sugata Shrine (Ono City)|UNKNOWN|lt=Sugata Shrine}}
Sugata Shrine (Yamatokōriyama),{{ill|lt=Sugata Shrine (Ōmihachiman City)|UNKNOWN|lt=Sugata Shrine}}
Sugata Shrine (Yamatokōriyama),{{ill|UNKNOWN|lt=Ichikishimahime-no-Mikoto|1=UNKNOWN}}
Sugata Shrine (Yamatokōriyama),solved
Sugatahime Shrine,solved
Sugatahime Shrine,solved
Sugatahime Shrine,{{ill|lt=Izunome-no-kami|UNKNOWN|lt=Izunome-no-Kami}}
Sugawara Tenmangū,solved
Sugawara Tenmangū,{{ill|UNKNOWN|lt=Sports Day|1=UNKNOWN}}
Sugawara Tenmangū,solved
Sugawara Tenmangū,{{ill|UNKNOWN|lt=Engishiki|1=UNKNOWN}}
Sugawara Tenmangū,{{ill|UNKNOWN|lt=Ichijoin|1=UNKNOWN}}
Sugihara Shrine (Q11521781),solved
Sugihara Shrine (Q11521781),solved
Sugihokowake no Mikoto Shrine,solved
Sugihokowake no Mikoto Shrine,solved
Sugihokowake no Mikoto Shrine,{{ill|lt=#Himemiya Shrine|UNKNOWN|lt=Himemiya Shrine}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=Isotake no Mikoto|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=Sukuhikona no Mikoto|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=sharyo|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=1544|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=copper plate roof|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,solved
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=Kawazu Town Minami Elementary School|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=Himemiya Kindergarten|1=UNKNOWN}}
Sugihokowake no Mikoto Shrine,{{ill|UNKNOWN|lt=Himemiya Ruins|1=UNKNOWN}}
Sugiyama Shrine (Q17994294),{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Sugiyama Shrine (Q17994294),{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Sugiyama Shrine (Q17994294),{{ill|UNKNOWN|lt=Hino Seibyō|1=UNKNOWN}}
Sugiyama Shrine (Q17994294),solved
Sugo Shrine,solved
Sugo Shrine,solved
Sugo Shrine,solved
Sugō Shrine,{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
Sugō Shrine,solved
Sugō Shrine,solved
Sugō Shrine,{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
Sugō Shrine,{{ill|lt=Amatsu Shrine (Kurashiki City)|UNKNOWN|lt=Amatsu Shrine}}
Sugō Shrine,{{ill|UNKNOWN|lt=Sugō Amatsu Shrine|1=UNKNOWN}}
Sugō Shrine,{{ill|UNKNOWN|lt=Shikinaisha Research Report|1=UNKNOWN}}
Sugō Shrine,{{ill|UNKNOWN|lt=Kōgakkan University|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",solved
"Suhama Shrine (Daito, Osaka)",solved
"Suhama Shrine (Daito, Osaka)",solved
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=protected tree|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",solved
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Ōtani Shrine|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Ryūma Shrine|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Zama Shrine|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Kawachi Bay|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Kawachi Lagoon|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Fukakai Pond|1=UNKNOWN}}
"Suhama Shrine (Daito, Osaka)",solved
"Suhama Shrine (Daito, Osaka)",{{ill|UNKNOWN|lt=Gakkentoshi Line|1=UNKNOWN}}
Sukuku Shrine,solved
Sukuku Shrine,{{ill|UNKNOWN|lt=Inadahime-no-Mikoto|1=UNKNOWN}}
Sukuku Shrine,solved
Sukuku Shrine,solved
Sukuku Shrine,{{ill|UNKNOWN|lt=Amenokoyane-no-Mikoto|1=UNKNOWN}}
Sukunakawata Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Sukunakawata Shrine,solved
Sukunakawata Shrine,solved
Sukunakawata Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Sukunakawata Shrine,{{ill|UNKNOWN|lt=Sukuna-hikone-no-Mikoto|1=UNKNOWN}}
Sukunakawata Shrine,{{ill|UNKNOWN|lt=official shrine|1=UNKNOWN}}
Sukunakawata Shrine,{{ill|lt=Ninomiya Shrine (Kashiwara)|UNKNOWN|lt=Ninomiya Shrine}}
Sumetaruho Yoshida-ōkamigū,solved
Sumetaruho Yoshida-ōkamigū,{{ill|UNKNOWN|lt=Toyouke Ōmikami|1=UNKNOWN}}
Sumetaruho Yoshida-ōkamigū,{{ill|UNKNOWN|lt=goshinboku|1=UNKNOWN}}
Sumisaka Shrine,solved
Sumisaka Shrine,solved
Sumisaka Shrine,solved
Sumisaka Shrine,{{ill|lt=Sumisaka Shrine (Uda)|UNKNOWN|lt=Sumisaka Shrine}}
Sumisaka Shrine,solved
Sumisaka Shrine,solved
Sumiyoshi Shrine (Fukuoka),solved
Sumiyoshi Shrine (Fukuoka),solved
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Budate|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Anamo Nao|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Aratama|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Watama|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=evening star|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Japanese Namesho|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),solved
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Harima Province|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Tsushima Province|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Ise Shrine|1=UNKNOWN}}
Sumiyoshi Shrine (Fukuoka),{{ill|UNKNOWN|lt=Sumiyoshi God|1=UNKNOWN}}
Sumiyoshi Shrine (Iki City),{{ill|UNKNOWN|lt=Sokotsutsu-no-o-no-Mikoto|1=UNKNOWN}}
Sumiyoshi Shrine (Iki City),{{ill|UNKNOWN|lt=Nakatsutsu-no-o-no-Mikoto|1=UNKNOWN}}
Sumiyoshi Shrine (Iki City),{{ill|UNKNOWN|lt=Uwatsutsu-no-o-no-Mikoto|1=UNKNOWN}}
Sumiyoshi Shrine (Iki City),solved
Sumiyoshi Shrine (Iki City),{{ill|UNKNOWN|lt=kokuhei chūsha|1=UNKNOWN}}
Sumiyoshi Shrine (Iki City),solved
Sumiyoshi Shrine (Iki City),{{ill|UNKNOWN|lt=kokuhei chūsha|1=UNKNOWN}}
Sunomata Hachiman Shrine,solved
Sunomata Shrine,solved
Sunomata Shrine,solved
Sunomiya Shrine,solved
Sunomiya Shrine,solved
Susa Shrine,{{ill|UNKNOWN|lt=Shikiuchi-sha|1=UNKNOWN}}
Susa Shrine,{{ill|UNKNOWN|lt=Ōkuninushi|1=UNKNOWN}}
Susa Shrine,{{ill|UNKNOWN|lt=Yukarikan|1=UNKNOWN}}
Susa Shrine (Q11664501),solved
Susa Shrine (Q11664501),solved
Susa Shrine (Q11664501),solved
Susa Shrine (Q11664501),solved
Susa Shrine (Q11664501),{{ill|lt=Kennokenshukuni|UNKNOWN|lt=Kennokenshukuni}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=eternal country|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|lt=#<Appendix>|UNKNOWN|lt=Appendix}}
Susa Shrine (Q11664501),{{ill|lt=#History|UNKNOWN|lt=History}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=transferred|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Okukaedesha|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Ninamesai|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Japanese name Ruijusho|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=company territory|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Shinji|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|lt=Kii clan|UNKNOWN|lt=Kii}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=lord of the domain|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Kii clan|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=prefectural shrines|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Mukakusha|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Karamon|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=tiled roof|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|lt=Amateur Rikiojin|UNKNOWN|lt=Terikiojin}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=haload|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Otabisho|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Inshu|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=Old National Treasure|1=UNKNOWN}}
Susa Shrine (Q11664501),{{ill|UNKNOWN|lt=god name|1=UNKNOWN}}
Susaki Shrine,solved
Susaki Shrine,solved
Susaki Shrine,solved
Susaki Shrine,solved
Sutou Shrine,solved
Sutou Shrine,solved
Suwa Shrine (Izumo),solved
Suwa Shrine (Izumo),{{ill|lt=Izumo Shrine (Engishiki)|UNKNOWN|lt=Izumo Shrine}}
Suwa Shrine (Izumo),{{ill|UNKNOWN|lt=Takeminakata-no-Kami|1=UNKNOWN}}
Suwa Shrine (Izumo),{{ill|UNKNOWN|lt=Unyōshi|1=UNKNOWN}}
Suwa Shrine (Izumo),{{ill|UNKNOWN|lt=Yatsukamizuomitsuno-no-Mikoto|1=UNKNOWN}}
Suwa Shrine (Izumo),{{ill|UNKNOWN|lt=Unyōshi|1=UNKNOWN}}
Suwa Shrine (Q11631934),{{ill|UNKNOWN|lt=Takeminakata-no-Kami|1=UNKNOWN}}
Suwa Shrine (Q11631934),solved
Suwa Shrine (Q11631934),solved
Suwa Shrine (Q11631934),{{ill|UNKNOWN|lt=Yoneda Castle|1=UNKNOWN}}
Suwa Shrine (Q11631934),{{ill|UNKNOWN|lt=Takeminakata-no-Kami|1=UNKNOWN}}
Suwa Shrine (Yamato),solved
Suwa Shrine (Yamato),solved
Suwa Shrine (Yamato),{{ill|UNKNOWN|lt=Den-en-toshi Line|1=UNKNOWN}}
Suzu Shrine,{{ill|UNKNOWN|lt=Suzu Bus|1=UNKNOWN}}
Tabe Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Kami}}
Tabe Shrine,{{ill|lt=Kamimusubi|UNKNOWN|lt=Kamimusubi-no-Kami}}
Tabe Shrine,solved
Tabe Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Kami}}
Tabe Shrine,{{ill|lt=Kamimusubi|UNKNOWN|lt=Kamimusubi-no-Kami}}
Tabekoten Shrine,{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu-Ōmikami}}
Tabekoten Shrine,solved
Tabekoten Shrine,{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu-Ōmikami}}
Tachi Shrine,solved
Tachi Shrine,solved
Tachibana Shrine,solved
Tachibana Shrine,solved
Tachibana Shrine,{{ill|UNKNOWN|lt=Health and Sports Day|1=UNKNOWN}}
Tachibana Shrine,solved
Tachibana Shrine,solved
Tachibana Shrine,solved
Tachibana Shrine,solved
Tachibana Shrine,{{ill|UNKNOWN|lt=Health and Sports Day|1=UNKNOWN}}
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),{{ill|UNKNOWN|lt=Tadain|1=UNKNOWN}}
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),{{ill|UNKNOWN|lt=Miwa clan|1=UNKNOWN}}
Tada Shrine (Tabuto Shrine),solved
Tada Shrine (Tabuto Shrine),{{ill|UNKNOWN|lt=Tadain|1=UNKNOWN}}
Tada Shrine (Tabuto Shrine),{{ill|UNKNOWN|lt=Myōken Line|1=UNKNOWN}}
Taga Shrine,{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Taga Shrine,{{ill|lt=Tomizawa (Sendai City)|UNKNOWN|lt=Tomizawa}}
Taga Shrine,solved
Taga Shrine,{{ill|lt=Amenokoyane|UNKNOWN|lt=Amagiya-no-Mikoto}}
Taga Shrine,{{ill|UNKNOWN|lt=Takarayu Shrine|1=UNKNOWN}}
Taga Shrine,{{ill|UNKNOWN|lt=Nihon Takeru|1=UNKNOWN}}
Taga Shrine,{{ill|UNKNOWN|lt=Yasunaga|1=UNKNOWN}}
Taga Shrine,{{ill|lt=Takayanagi (Natori City)|UNKNOWN|lt=Takayanagi}}
Taga Shrine,{{ill|lt=Takayanagi Shimonishi|UNKNOWN|lt=Shimonishi}}
Taga Shrine,solved
Taga Shrine,{{ill|lt=Susanowo|UNKNOWN|lt=Hasusao no Mikoto}}
Taga Shrine (Atami),solved
Taga Shrine (Atami),solved
Taga Shrine (Atami),solved
Taga Shrine (Atami),solved
Taga Shrine (Atami),{{ill|UNKNOWN|lt=ritual site|1=UNKNOWN}}
Taga Shrine (Atami),{{ill|UNKNOWN|lt=Kashima Odori|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|lt=Takasaki (Tagajō City)|UNKNOWN|lt=Takasaki}}
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Takemikazuchi-no-Mikoto|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Futsunushi-no-Mikoto|1=UNKNOWN}}
Taga Shrine (Tagajō),solved
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Rokugatsuzaka|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|lt=Takasaki (Tagajō City)|UNKNOWN|lt=Takasaki}}
Taga Shrine (Tagajō),solved
Taga Shrine (Tagajō),"{{ill|UNKNOWN|lt=Junior Fifth Rank, Lower Grade|1=UNKNOWN}}"
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=An’ei|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Tagajō ruins|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Takemikazuchi-no-Mikoto|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Futsunushi-no-Mikoto|1=UNKNOWN}}
Taga Shrine (Tagajō),solved
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Izanagi|1=UNKNOWN}}
Taga Shrine (Tagajō),{{ill|UNKNOWN|lt=Izanami|1=UNKNOWN}}
Taga Shrine (Tagajō),solved
Tagata Shrine,{{ill|UNKNOWN|lt=Mitoshi-no-Kami|1=UNKNOWN}}
Tagata Shrine,solved
Tagata Shrine,{{ill|UNKNOWN|lt=Mitoshi-no-Kami|1=UNKNOWN}}
Tagata Shrine,{{ill|UNKNOWN|lt=Oarata-no-Mikoto|1=UNKNOWN}}
Tagata Shrine,{{ill|UNKNOWN|lt=phallic symbols|1=UNKNOWN}}
Tagata Shrine,{{ill|UNKNOWN|lt=fertility|1=UNKNOWN}}
Tagata Shrine,{{ill|UNKNOWN|lt=vulva|1=UNKNOWN}}
Tagata Shrine,{{ill|UNKNOWN|lt=Dontsuku Festival|1=UNKNOWN}}
Tagi Shrine,solved
Tagi Shrine,solved
Tagimitonotoya Shrine,solved
Tagimitonotoya Shrine,{{ill|UNKNOWN|lt=Yasakatome-no-Mikoto|1=UNKNOWN}}
Tagimitonotoya Shrine,solved
Tagimitonotoya Shrine,solved
Tagimitonotoya Shrine,{{ill|UNKNOWN|lt=Yasakatome-no-Mikoto|1=UNKNOWN}}
Tago Shrine,{{ill|UNKNOWN|lt=Tsumiha-yae Kotoshironushi-no-Mikoto|1=UNKNOWN}}
Tago Shrine,solved
Tago Shrine,solved
Tago Shrine,{{ill|UNKNOWN|lt=Tsumiha-yae Kotoshironushi-no-Mikoto|1=UNKNOWN}}
Tai Shrine,{{ill|UNKNOWN|lt=Ōsunehime-no-Mikoto|1=UNKNOWN}}
Tai Shrine,{{ill|UNKNOWN|lt=Mino no Kuni Jinmyōki|1=UNKNOWN}}
Tai Shrine,{{ill|UNKNOWN|lt=shinsen heihaku-ryō kyōshin jinja|1=UNKNOWN}}
Taimasan Shrine,solved
Taimasan Shrine,solved
Taimasan Shrine,{{ill|UNKNOWN|lt=Ame-no-Hiwashi-no-Mikoto|1=UNKNOWN}}
Taimasan Shrine,{{ill|UNKNOWN|lt=Sarutahiko-no-Mikoto|1=UNKNOWN}}
Tairyō Shrine,solved
Tairyō Shrine,{{ill|UNKNOWN|lt=Miyakatsuki Konomi|1=UNKNOWN}}
Tairyō Shrine,{{ill|UNKNOWN|lt=Fuwa Road|1=UNKNOWN}}
Taji Shrine,solved
Taji Shrine,solved
Taji Shrine,solved
Tajihayahime Shrine,solved
Tajihayahime Shrine,{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Tajihayahime Shrine,solved
Tajihayahime Shrine,{{ill|UNKNOWN|lt=Kotoshirosu no Mikoto|1=UNKNOWN}}
Tajihayahime Shrine,{{ill|UNKNOWN|lt=Omi Takamikoto|1=UNKNOWN}}
Tajihayahime Shrine,{{ill|UNKNOWN|lt=surname record|1=UNKNOWN}}
Tajihayahime Shrine,{{ill|UNKNOWN|lt=Nao Ikebe|1=UNKNOWN}}
Tajihayahime Shrine,{{ill|UNKNOWN|lt=Izumigaoka Station|1=UNKNOWN}}
Tajihayahime Shrine,{{ill|UNKNOWN|lt=Osaka|1=UNKNOWN}}
Taka Shrine (Minamisōma),solved
Taka Shrine (Minamisōma),solved
Taka Shrine (Minamisōma),solved
Taka Shrine (Minamisōma),solved
Taka Shrine (Minamisōma),{{ill|lt=Shikinaisha|UNKNOWN|lt=Engishiki-listed shrines}}
Taka Shrine (Minamisōma),{{ill|UNKNOWN|lt=Masutamine Shrine|1=UNKNOWN}}
Taka Shrine (Minamisōma),{{ill|UNKNOWN|lt=Himatsuri Shrine|1=UNKNOWN}}
Taka Shrine (Minamisōma),{{ill|UNKNOWN|lt=Oshio Shrine|1=UNKNOWN}}
Taka Shrine (Minamisōma),solved
Taka Shrine (Minamisōma),{{ill|lt=Takami-Musubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Taka Shrine (Minamisōma),solved
Taka Shrine (Minamisōma),{{ill|UNKNOWN|lt=Sōma Odaka Shrine|1=UNKNOWN}}
Takabe Shrine,{{ill|UNKNOWN|lt=Iwakamutsukari-no-Mikoto|1=UNKNOWN}}
Takabe Shrine,{{ill|UNKNOWN|lt=Amaterasu-Ōmikami|1=UNKNOWN}}
Takabe Shrine,{{ill|UNKNOWN|lt=Inari Ōkami|1=UNKNOWN}}
Takabe Shrine,solved
Takabe Shrine,solved
Takabe Shrine,{{ill|UNKNOWN|lt=Iwakamutsukari-no-Mikoto|1=UNKNOWN}}
Takabeya Shrine,solved
Takabeya Shrine,{{ill|UNKNOWN|lt=Kasuya-shō|1=UNKNOWN}}
Takabeya Shrine,{{ill|UNKNOWN|lt=Engishiki Jinmyōchō|1=UNKNOWN}}
Takabeya Shrine,{{ill|UNKNOWN|lt=Sumiyoshi Ōkami|1=UNKNOWN}}
Takabeya Shrine,{{ill|UNKNOWN|lt=temizuya|1=UNKNOWN}}
Takabeya Shrine,{{ill|UNKNOWN|lt=Inari Shrine|1=UNKNOWN}}
Takabeya Shrine,{{ill|lt=Suijin Shrine (disambiguation)|UNKNOWN|lt=Suijin Shrine}}
Takachiniimasu Shrine,solved
Takachiniimasu Shrine,solved
Takachiniimasu Shrine,solved
Takadahasagi Shrine,{{ill|UNKNOWN|lt=Ōtsuoki-no-Mikoto|1=UNKNOWN}}
Takadahasagi Shrine,solved
Takadahasagi Shrine,{{ill|UNKNOWN|lt=Ōtsuoki-no-Mikoto|1=UNKNOWN}}
Takagi Shrine,{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
Takagi Shrine,solved
Takagi Shrine,solved
Takagi Shrine,solved
Takagi Shrine,solved
Takagi Shrine,{{ill|lt=chinju|UNKNOWN|lt=guardian shrine}}
Takagi Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Takahashi Shrine,{{ill|UNKNOWN|lt=Iwakamutsukari no Mikoto|1=UNKNOWN}}
Takahashi Shrine,solved
Takahashi Shrine,solved
