Logged in

Found 4833 pages in category

1. [[Abito Shrine]] - HAS template, keeping
3532. [[Shiikewaki Shrine]] - HAS template, keeping
3533. [[Shiitori Shrine]] - HAS template, keeping
3534. [[Shiitori Shrine (Q135192859)]] - HAS template, keeping
3535. [[Shiitori Shrine Main Hall]] - HAS template, keeping
3536. [[Shijiki Shrine]] - HAS template, keeping
3537. [[Shika Myojin Site]] - HAS template, keeping
3538. [[Shikanoshima Shrine]] - HAS template, keeping
3539. [[Shikanuno Shrine]] - HAS template, keeping
3540. [[Shikaumi Shrine]] - HAS template, keeping
3541. [[Shikiakatanushino Shrine]] - HAS template, keeping
3542. [[Shikinagayoshi Shrine]] - HAS template, keeping
3543. [[Shikinai Kawakami Kashio Shrine]] - HAS template, keeping
3544. [[Shikino Shrine]] - HAS template, keeping
3545. [[Shikishima Shrine]] - HAS template, keeping
3546. [[Shikishima Shrine (Q135200293)]] - HAS template, keeping
3547. [[Shikishimano Shrine]] - HAS template, keeping
3548. [[Shikitama Hayamitama Shrine]] - HAS template, keeping
3549. [[Shikitamahayamitamano Shrine]] - HAS template, keeping
3550. [[Shikiyama Shrine (Echizen)]] - HAS template, keeping
3551. [[Shikiyama Shrine (Sabae)]] - HAS template, keeping
3552. [[Shikiyamano Shrine]] - HAS template, keeping
3553. [[Shima Miko Shrine]] - HAS template, keeping
3554. [[Shima Okunitama Miko Shrine]] - HAS template, keeping
3555. [[Shima Okunitama Miko Shrine (Q135199454)]] - HAS template, keeping
3556. [[Shima Okunitama Shrine]] - HAS template, keeping
3557. [[Shima Okunitama Shrine (Q135198715)]] - HAS template, keeping
3558. [[Shima Okunitama Shrine (Q135199590)]] - HAS template, keeping
3559. [[Shima Shrine]] - HAS template, keeping
3560. [[Shimaana Shrine]] - HAS template, keeping
3561. [[Shimada Shrine]] - HAS template, keeping
3562. [[Shimamano Shrine]] - HAS template, keeping
3563. [[Shimanano Shrine]] - HAS template, keeping
3564. [[Shimaohokunitamano Shrine]] - HAS template, keeping
3565. [[Shimaohokunitamano- Shrine]] - HAS template, keeping
3566. [[Shimihaamaihakatsuno- Shrine]] - HAS template, keeping
3567. [[Shimitsuno Shrine]] - HAS template, keeping
3568. [[Shimitsuno Shrine (candidate)]] - HAS template, keeping
3569. [[Shimizu Shrine]] - HAS template, keeping
3570. [[Shimizu Shrine (Majima Town, Nagano City)]] - HAS template, keeping
3571. [[Shimizu Shrine (Misui Hieyama, Shinonoi Town, Nagano City)]] - HAS template, keeping
3572. [[Shimizu Shrine (Q135069778)]] - HAS template, keeping
3573. [[Shimizu Shrine (Q135186306)]] - HAS template, keeping
3574. [[Shimizu Shrine (Sarashina district)]] - HAS template, keeping
3575. [[Shimizu Shrine (Shinano Province)]] - HAS template, keeping
3576. [[Shimizu Shrine (Tanoguchi, Shinonoi Town, Nagano City)]] - HAS template, keeping
3577. [[Shimobeno Shrine]] - HAS template, keeping
3578. [[Shimonifukahano Shrine]] - HAS template, keeping
3579. [[Shimonomano Shrine]] - HAS template, keeping
3580. [[Shimoshiotsu Shrine]] - HAS template, keeping
3581. [[Shimotate Matsubara Shrine]] - HAS template, keeping
3582. [[Shimotsuchikamano Shrine]] - HAS template, keeping
3583. [[Shimotsuchikamano Shrine (Q135270312)]] - HAS template, keeping
3584. [[Shimotsuruma Suwa Shrine]] - HAS template, keeping
3585. [[Shinaga Shrine]] - HAS template, keeping
3586. [[Shinkawa Shrine (Moriyama City)]] - HAS template, keeping
3587. [[Shinkawa Shrine (Yasu City)]] - HAS template, keeping
3588. [[Shinmei Ikuta Shrine]] - HAS template, keeping
3589. [[Shinmei Shrine]] - HAS template, keeping
3590. [[Shinmei Shrine (Ishitsukuri Shrine)]] - HAS template, keeping
3591. [[Shinmei Shrine (Q135039678)]] - HAS template, keeping
3592. [[Shinmei Shrine (Q135039683)]] - HAS template, keeping
3593. [[Shinmei Shrine (Q135068812)]] - HAS template, keeping
3594. [[Shinmei Shrine (Q135069136)]] - HAS template, keeping
3595. [[Shinmei Shrine (Q135069458)]] - HAS template, keeping
3596. [[Shinmei Shrine (Q135069918)]] - HAS template, keeping
3597. [[Shinmei Shrine (Q135187180)]] - HAS template, keeping
3598. [[Shinmei Shrine (Q135187198)]] - HAS template, keeping
3599. [[Shinmei Shrine (Q135190090)]] - HAS template, keeping
3600. [[Shinmei Shrine (Q135193006)]] - HAS template, keeping
3601. [[Shinmei Shrine (Q135194710)]] - HAS template, keeping
3602. [[Shinmei Shrine (Shinmei Hachiman Shrine)]] - HAS template, keeping
3603. [[Shinmei Shrine (subsidiary shrine within the precincts of Hakusan Shrine)]] - HAS template, keeping
3604. [[Shinmei-gū]] - HAS template, keeping
3605. [[Shinmei-sha (Ishitsukurino Shrine)]] - HAS template, keeping
3606. [[Shinmei-sha (Q135069554)]] - HAS template, keeping
3607. [[Shinmei-sha (Q135069556)]] - HAS template, keeping
3608. [[Shinmei-sha (Q135069564)]] - HAS template, keeping
3609. [[Shinmei-sha (Q135194476)]] - HAS template, keeping
3610. [[Shinmei-sha (Q135194721)]] - HAS template, keeping
3611. [[Shinmei-sha (Q135194743)]] - HAS template, keeping
3612. [[Shinmei-sha (Q135195135)]] - HAS template, keeping
3613. [[Shinobugaoka Shrine]] - HAS template, keeping
3614. [[Shinoda Shrine]] - HAS template, keeping
3615. [[Shinoda Shrine (Q135195216)]] - HAS template, keeping
3616. [[Shinoharano Shrine]] - HAS template, keeping
3617. [[Shinokura Shrine]] - HAS template, keeping
3618. [[Shinra Shrine (Q135194528)]] - HAS template, keeping
3619. [[Shinroki-hiko Shrine]] - HAS template, keeping
3620. [[Shintsuyutakahiko Shrine]] - HAS template, keeping
3621. [[Shinyama Shrine]] - HAS template, keeping
3622. [[Shinzen Shrine]] - HAS template, keeping
3623. [[Shioe Shrine]] - HAS template, keeping
3624. [[Shiono Shrine (Hono, Ueda City)]] - HAS template, keeping
3625. [[Shiono Shrine (Maeyama, Ueda City)]] - HAS template, keeping
3626. [[Shionoe Shrine]] - HAS template, keeping
3627. [[Shioyuhiko Shrine]] - HAS template, keeping
3628. [[Shiozakihonyukimiya Shrine]] - HAS template, keeping
3629. [[Shira Falls]] - HAS template, keeping
3630. [[Shiragi Shrine]] - HAS template, keeping
3631. [[Shiraha Shrine]] - HAS template, keeping
3632. [[Shirahige Shrine (Q11580504)]] - HAS template, keeping
3633. [[Shirahige Shrine (Q124668655)]] - HAS template, keeping
3634. [[Shirahige Shrine (Q135193903)]] - HAS template, keeping
3635. [[Shirahige Shrine (Q135193933)]] - HAS template, keeping
3636. [[Shirahiko Shrine (Kashima District)]] - HAS template, keeping
3637. [[Shirahiko Shrine (Nanao City)]] - HAS template, keeping
3638. [[Shirahikono Shrine]] - HAS template, keeping
3639. [[Shirakahano Shrine]] - HAS template, keeping
3640. [[Shirakami Shrine]] - HAS template, keeping
3641. [[Shirakamino Shrine]] - HAS template, keeping
3642. [[Shirakawa Shrine]] - HAS template, keeping
3643. [[Shirakino Shrine]] - HAS template, keeping
3644. [[Shirakunino Shrine]] - HAS template, keeping
3645. [[Shirasahachiman Shrine]] - HAS template, keeping
3646. [[Shirasahano Shrine]] - HAS template, keeping
3647. [[Shiratamatarihono- Shrine]] - HAS template, keeping
3648. [[Shiratori Shrine (Toyama)]] - HAS template, keeping
3649. [[Shirawaseno Shrine]] - HAS template, keeping
3650. [[Shiritakino Shrine]] - HAS template, keeping
3651. [[Shiritaogi Shrine]] - HAS template, keeping
3652. [[Shirohiko Shrine]] - HAS template, keeping
3653. [[Shirohiko Shrine (Noto Province)]] - HAS template, keeping
3654. [[Shirokane- Shrine]] - HAS template, keeping
3655. [[Shirokihikono Shrine]] - HAS template, keeping
3656. [[Shiroshino Shrine]] - HAS template, keeping
3657. [[Shishichino Shrine]] - HAS template, keeping
3658. [[Shisho Shrine]] - HAS template, keeping
3659. [[Shitaharino Shrine]] - HAS template, keeping
3660. [[Shitahino Shrine]] - HAS template, keeping
3661. [[Shitaru Norito Shrine]] - HAS template, keeping
3662. [[Shitawi Shrine (Asago)]] - HAS template, keeping
3663. [[Shiteno Shrine]] - HAS template, keeping
3664. [[Shitono Shrine]] - HAS template, keeping
3665. [[Shitori Shrine]] - HAS template, keeping
3666. [[Shitori Shrine (Q135193474)]] - HAS template, keeping
3667. [[Shitorino Shrine]] - HAS template, keeping
3668. [[Shitorino Shrine (Q135039785)]] - HAS template, keeping
3669. [[Shitorino Shrine (Q135040552)]] - HAS template, keeping
3670. [[Shitorino Shrine (Q135040610)]] - HAS template, keeping
3671. [[Shitsumino Shrine (Q135040712)]] - HAS template, keeping
3672. [[Shiwahime Shrine]] - HAS template, keeping
3673. [[Shiwahime Shrine (Kurihara district)]] - HAS template, keeping
3674. [[Shiwahime Shrine (Mutsu Province)]] - HAS template, keeping
3675. [[Shiwono Shrine]] - HAS template, keeping
3676. [[Shizu Shrine (Q135192929)]] - HAS template, keeping
3677. [[Shizuhara Shrine (Otagi district)]] - HAS template, keeping
3678. [[Shizuhi Shrine]] - HAS template, keeping
3679. [[Shizuki Shrine]] - HAS template, keeping
3680. [[Shizuma Shrine]] - HAS template, keeping
3681. [[Shizushino Shrine]] - HAS template, keeping
3682. [[Sho Hachiman Shrine]] - HAS template, keeping
3683. [[Shokuwa Shrine]] - HAS template, keeping
3684. [[Shonai Shrine]] - HAS template, keeping
3685. [[Shouhachihatamiya]] - HAS template, keeping
3686. [[Shoutanjou Shrine]] - HAS template, keeping
3687. [[Shuichi Shrine]] - HAS template, keeping
3688. [[Shuku Shrine (in Susukimizu Shrine precinct)]] - HAS template, keeping
3689. [[Shuuhou Shrine]] - HAS template, keeping
3690. [[Soegawa Shrine]] - HAS template, keeping
3691. [[Soenomi Agata Imasu Shrine]] - HAS template, keeping
3692. [[Soeokenza Shrine]] - HAS template, keeping
3693. [[Sogahime Shrine]] - HAS template, keeping
3694. [[Soganimasu Sogatsuhiko Shrine]] - HAS template, keeping
3695. [[Sohano Shrine]] - HAS template, keeping
3696. [[Sohikahano Shrine]] - HAS template, keeping
3697. [[Sohikahano Shrine former site]] - HAS template, keeping
3698. [[Sohino Shrine]] - HAS template, keeping
3699. [[Soja Shrine Keidai-sha]] - HAS template, keeping
3700. [[Sokawa Shrine]] - HAS template, keeping
3701. [[Sokinoyano Shrine]] - HAS template, keeping
3702. [[Sokonomitachino Shrine]] - HAS template, keeping
3703. [[Sokubi Shrine]] - HAS template, keeping
3704. [[Sokukawa Shrine]] - HAS template, keeping
3705. [[Sokukawa Shrine (Etchū Province)]] - HAS template, keeping
3706. [[Soneno Shrine]] - HAS template, keeping
3707. [[Sono Shrine]] - HAS template, keeping
3708. [[Sorahiko Shrine]] - HAS template, keeping
3709. [[Sorahiko Shrine (Bingo Province)]] - HAS template, keeping
3710. [[Sorahikono Shrine]] - HAS template, keeping
3711. [[Soto Shrine]] - HAS template, keeping
3712. [[Sube Shrine]] - HAS template, keeping
3713. [[Subeno Shrine]] - HAS template, keeping
3714. [[Suchiarakino Shrine]] - HAS template, keeping
3715. [[Suchino Shrine]] - HAS template, keeping
3716. [[Suearata Shrine]] - HAS template, keeping
3717. [[Sufuno Shrine]] - HAS template, keeping
3718. [[Suga Shrine (Q135040709)]] - HAS template, keeping
3719. [[Sugaoshihime Shrine]] - HAS template, keeping
3720. [[Sugata Shrine (Q135070188)]] - HAS template, keeping
3721. [[Sugata Shrine (Q135193525)]] - HAS template, keeping
3722. [[Sugatahime Shrine]] - HAS template, keeping
3723. [[Sugawara Shrine (Q135040428)]] - HAS template, keeping
3724. [[Sugawara Tenmangū]] - HAS template, keeping
3725. [[Sugihara Shrine (Q11521781)]] - HAS template, keeping
3726. [[Sugihokowake no Mikoto Shrine]] - HAS template, keeping
3727. [[Sugio Shrine]] - HAS template, keeping
3728. [[Sugio Shrine (Q135069890)]] - HAS template, keeping
3729. [[Sugio Shrine (Q135070298)]] - HAS template, keeping
3730. [[Sugiyama Shrine (Chigasaki)]] - HAS template, keeping
3731. [[Sugiyama Shrine (Q17994294)]] - HAS template, keeping
3732. [[Sugiyama Shrine (Ōtō Nakagawa)]] - HAS template, keeping
3733. [[Sugo Amatsu Shrine]] - HAS template, keeping
3734. [[Sugo Shrine]] - HAS template, keeping
3735. [[Sugō Shrine]] - HAS template, keeping
3736. [[Suhaasuki Shrine]] - HAS template, keeping
3737. [[Suhakiheno Shrine]] - HAS template, keeping
3738. [[Suhama Shrine (Daito, Osaka)]] - HAS template, keeping
3739. [[Suhano Shrine]] - HAS template, keeping
3740. [[Suhara Tai Shrine]] - HAS template, keeping
3741. [[Suharano Shrine]] - HAS template, keeping
3742. [[Suijin Shrine]] - HAS template, keeping
3743. [[Suijin Shrine (Q135070125)]] - HAS template, keeping
3744. [[Sukafuno Shrine]] - HAS template, keeping
3745. [[Sukamano Shrine]] - HAS template, keeping
3746. [[Sukano Shrine]] - HAS template, keeping
3747. [[Sukanonoamenotakarawakakono- Shrine]] - HAS template, keeping
3748. [[Sukaoshihimeno Shrine]] - HAS template, keeping
3749. [[Sukatano Shrine]] - HAS template, keeping
3750. [[Sukatano Shrine (Q135039807)]] - HAS template, keeping
3751. [[Suki Shrine]] - HAS template, keeping
3752. [[Sukihoko- Shrine]] - HAS template, keeping
3753. [[Sukihoko- Shrine (Q135270280)]] - HAS template, keeping
3754. [[Sukimorino- Shrine]] - HAS template, keeping
3755. [[Sukino Shrine]] - HAS template, keeping
3756. [[Sukino Shrine (Q135039986)]] - HAS template, keeping
3757. [[Sukino Shrine (Q135040295)]] - HAS template, keeping
3758. [[Sukino Shrine (Q135040640)]] - HAS template, keeping
3759. [[Sukisuweno Shrine]] - HAS template, keeping
3760. [[Sukiyamano Shrine]] - HAS template, keeping
3761. [[Sukuku Shrine]] - HAS template, keeping
3762. [[Sukuku Shrine (Q135206805)]] - HAS template, keeping
3763. [[Sukunahiko Statue Stone Shrine (Kashima District)]] - HAS template, keeping
3764. [[Sukunahiko Statue Stone Shrine (Nanao City)]] - HAS template, keeping
3765. [[Sukunahikona Shrine]] - HAS template, keeping
3766. [[Sukunahikonokamikata- Shrine]] - HAS template, keeping
3767. [[Sukunakawata Shrine]] - HAS template, keeping
3768. [[Sumaromeno Shrine]] - HAS template, keeping
3769. [[Sumaromeno Shrine Co-Enshrinement]] - HAS template, keeping
3770. [[Sumaromeno Shrine former site]] - HAS template, keeping
3771. [[Sumaromeno Shrine former site (Q135186168)]] - HAS template, keeping
3772. [[Sumetariho-no-Mikoto & Suwa Shrine]] - HAS template, keeping
3773. [[Sumetarihonomikoto Shrine]] - HAS template, keeping
3774. [[Sumetaruho Yoshida-ōkamigū]] - HAS template, keeping
3775. [[Sumine Shrine]] - HAS template, keeping
3776. [[Sumineno Shrine]] - HAS template, keeping
3777. [[Sumisaka Shrine]] - HAS template, keeping
3778. [[Sumisaka Shrine (Sumisaka, Suzaka City)]] - HAS template, keeping
3779. [[Sumisaka Shrine (Suzaka, Suzaka City)]] - HAS template, keeping
3780. [[Sumisakano Shrine]] - HAS template, keeping
3781. [[Sumiyoshi Shrine (Fukuoka)]] - HAS template, keeping
3782. [[Sumiyoshi Shrine (Harima Province)]] - HAS template, keeping
3783. [[Sumiyoshi Shrine (Iki City)]] - HAS template, keeping
3784. [[Sumiyoshi Shrine (Q135041176)]] - HAS template, keeping
3785. [[Sumiyoshi Shrine (Q135041550)]] - HAS template, keeping
3786. [[Sumiyoshi Shrine (Q135070026)]] - HAS template, keeping
3787. [[Sumiyoshi Shrine (Q135070186)]] - HAS template, keeping
3788. [[Sumiyoshi Shrine (Q135070189)]] - HAS template, keeping
3789. [[Sumiyoshi Shrine (Q135194907)]] - HAS template, keeping
3790. [[Sumiyoshi Shrine (Q135195248)]] - HAS template, keeping
3791. [[Sumiyoshi Shrine (Q135197821)]] - HAS template, keeping
3792. [[Sumuchisoneno Shrine]] - HAS template, keeping
3793. [[Sunami Shrine (Kamigamo Setsumatsusha)]] - HAS template, keeping
3794. [[Sunami Wakamiko Shrine]] - HAS template, keeping
3795. [[Sunomata Hachiman Shrine]] - HAS template, keeping
3796. [[Sunomata Shrine]] - HAS template, keeping
3797. [[Sunomiya Shrine]] - HAS template, keeping
3798. [[Suruno Shrine]] - HAS template, keeping
3799. [[Susa Shrine (Q11664501)]] - HAS template, keeping
3800. [[Susaki Shrine]] - HAS template, keeping
3801. [[Susanoo Shrine (Fukuyama)]] - HAS template, keeping
3802. [[Susanoo Shrine (Q135070215)]] - HAS template, keeping
3803. [[Susanowono Shrine]] - HAS template, keeping
3804. [[Susanowonono Shrine]] - HAS template, keeping
3805. [[Sushirono Shrine]] - HAS template, keeping
3806. [[Sutanino Shrine]] - HAS template, keeping
3807. [[Sutano Shrine]] - HAS template, keeping
3808. [[Sutou Shrine]] - HAS template, keeping
3809. [[Sutsuhiko Shrine]] - HAS template, keeping
3810. [[Sutsuhiko Shrine (Q135070033)]] - HAS template, keeping
3811. [[Sutsuhiko Shrine (Q135195256)]] - HAS template, keeping
3812. [[Sutsuhiko Shrine (Q135195281)]] - HAS template, keeping
3813. [[Suwa Atsugi Shrine]] - HAS template, keeping
3814. [[Suwa Atsugi Shrine (Q135194646)]] - HAS template, keeping
3815. [[Suwa Myōjin (Zama City)]] - HAS template, keeping
3816. [[Suwa Myōjin (Ōshima, Sagamihara)]] - HAS template, keeping
3817. [[Suwa Shrine (Otagi district)]] - HAS template, keeping
3818. [[Suwa Shrine (Q11631934)]] - HAS template, keeping
3819. [[Suwa Shrine (Q135069378)]] - HAS template, keeping
3820. [[Suwa Shrine (Q135069400)]] - HAS template, keeping
3821. [[Suwa Shrine (Q135069402)]] - HAS template, keeping
3822. [[Suwa Shrine (Q135069451)]] - HAS template, keeping
3823. [[Suwa Shrine (Q135070129)]] - HAS template, keeping
3824. [[Suwa Shrine (Q135192639)]] - HAS template, keeping
3825. [[Suwa Shrine (Q135193979)]] - HAS template, keeping
3826. [[Suwa Shrine (Q135194650)]] - HAS template, keeping
3827. [[Suwa Shrine (Yamato)]] - HAS template, keeping
3828. [[Suzu Shrine]] - HAS template, keeping
3829. [[Sōja Mikumari Shrine]] - HAS template, keeping
3830. [[Tabe Shrine]] - HAS template, keeping
3831. [[Tabe Shrine (Q135193735)]] - HAS template, keeping
3832. [[Tabekoten Shrine]] - HAS template, keeping
3833. [[Tabu Shrine]] - HAS template, keeping
3834. [[Tabu Shrine former site]] - HAS template, keeping
3835. [[Tachi Shrine]] - HAS template, keeping
3836. [[Tachibana Shrine]] - HAS template, keeping
3837. [[Tachibino Shrine]] - HAS template, keeping
3838. [[Tachimushino Shrine]] - HAS template, keeping
3839. [[Tachinono Shrine]] - HAS template, keeping
3840. [[Tachinono Shrine (Q135039314)]] - HAS template, keeping
3841. [[Tachinono Shrine (Q135039512)]] - HAS template, keeping
3842. [[Tada Shrine (Tabuto Shrine)]] - HAS template, keeping
3843. [[Tadaki Shinmeigu]] - HAS template, keeping
3844. [[Tadouraza Shrine]] - HAS template, keeping
3845. [[Taga Shrine]] - HAS template, keeping
3846. [[Taga Shrine (Atami)]] - HAS template, keeping
3847. [[Taga Shrine (Natori)]] - HAS template, keeping
3848. [[Taga Shrine (Q11431090)]] - HAS template, keeping
3849. [[Taga Shrine (Sendai City)]] - HAS template, keeping
3850. [[Tagata Shrine]] - HAS template, keeping
3851. [[Tagi Shrine]] - HAS template, keeping
3852. [[Tagimitonotoya Shrine]] - HAS template, keeping
3853. [[Tago Shrine]] - HAS template, keeping
3854. [[Tahatono Shrine]] - HAS template, keeping
3855. [[Taheno Shrine]] - HAS template, keeping
3856. [[Taheno Shrine (Q135039873)]] - HAS template, keeping
3857. [[Taheno Shrine former site]] - HAS template, keeping
3858. [[Tahikano Shrine]] - HAS template, keeping
3859. [[Tahirano Shrine]] - HAS template, keeping
3860. [[Tai Shrine]] - HAS template, keeping
3861. [[Taian Shrine]] - HAS template, keeping
3862. [[Taigaseishin Shrine]] - HAS template, keeping
3863. [[Taimasan Shrine]] - HAS template, keeping
3864. [[Taimayamaguchi Shrine]] - HAS template, keeping
3865. [[Taimayamakuchino Shrine]] - HAS template, keeping
3866. [[Tairyō Shrine]] - HAS template, keeping
3867. [[Taisha Mioya Shrine]] - HAS template, keeping
3868. [[Taji Shrine]] - HAS template, keeping
3869. [[Tajihayahime Shrine]] - HAS template, keeping
3870. [[Tajikarao Shrine (Q135193938)]] - HAS template, keeping
3871. [[Taka Shrine]] - HAS template, keeping
3872. [[Taka Shrine (Q135069876)]] - HAS template, keeping
3873. [[Taka Shrine (Q135194404)]] - HAS template, keeping
3874. [[Taka- Shrine]] - HAS template, keeping
3875. [[Taka- Shrine (Q135270109)]] - HAS template, keeping
3876. [[Takabe Shrine]] - HAS template, keeping
3877. [[Takabeno Shrine]] - HAS template, keeping
3878. [[Takabeya Shrine]] - HAS template, keeping
3879. [[Takabuku Taisha]] - HAS template, keeping
3880. [[Takachiniimasu Shrine]] - HAS template, keeping
3881. [[Takadahasagi Shrine]] - HAS template, keeping
3882. [[Takafuno Shrine]] - HAS template, keeping
3883. [[Takagi Shrine]] - HAS template, keeping
3884. [[Takahano Shrine]] - HAS template, keeping
3885. [[Takahashi Shrine]] - HAS template, keeping
3886. [[Takahashi Shrine (Q11670742)]] - HAS template, keeping
3887. [[Takahashi Shrine (Q24899217)]] - HAS template, keeping
3888. [[Takaheyano Shrine]] - HAS template, keeping
3889. [[Takaheyano Shrine (Q135270288)]] - HAS template, keeping
3890. [[Takahikone Shrine]] - HAS template, keeping
3891. [[Takahino Shrine]] - HAS template, keeping
3892. [[Takahokono Shrine]] - HAS template, keeping
3893. [[Takaichino Shrine]] - HAS template, keeping
3894. [[Takakamo Shrine]] - HAS template, keeping
3895. [[Takakoshi Shrine]] - HAS template, keeping
3896. [[Takakura Shrine]] - HAS template, keeping
3897. [[Takakura Shrine (Aogaki, Tamba)]] - HAS template, keeping
3898. [[Takakura Shrine (Q135194255)]] - HAS template, keeping
3899. [[Takakura Shrine (Sannan, Tamba)]] - HAS template, keeping
3900. [[Takakurano Shrine]] - HAS template, keeping
3901. [[Takakurano Shrine (Q135040545)]] - HAS template, keeping
3902. [[Takama Shrine]] - HAS template, keeping
3903. [[Takamahiko Shrine]] - HAS template, keeping
3904. [[Takamakishino Shrine]] - HAS template, keeping
3905. [[Takamanoyamasatawono Shrine]] - HAS template, keeping
3906. [[Takamefu Shrine]] - HAS template, keeping
3907. [[Takami-Oya Shrine]] - HAS template, keeping
3908. [[Takamikura Shrine]] - HAS template, keeping
3909. [[Takamioyano Shrine]] - HAS template, keeping
3910. [[Takamitamano Shrine]] - HAS template, keeping
3911. [[Takamiyano Shrine]] - HAS template, keeping
3912. [[Takamiyaohomorino Shrine]] - HAS template, keeping
3913. [[Takamiyaohomorino shrine Former Site]] - HAS template, keeping
3914. [[Takamori Shrine]] - HAS template, keeping
3915. [[Takamori Shrine (central shrine)]] - HAS template, keeping
3916. [[Takamori Shrine (Q135039938)]] - HAS template, keeping
3917. [[Takamori Shrine (satellite shrine)]] - HAS template, keeping
3918. [[Takamori Shrine Oku‑sha]] - HAS template, keeping
3919. [[Takamorono Shrine]] - HAS template, keeping
3920. [[Takamu Shrine]] - HAS template, keeping
3921. [[Takamu Shrine (Q135069356)]] - HAS template, keeping
3922. [[Takamu Shrine (Q135187229)]] - HAS template, keeping
3923. [[Takamu Shrine (Q135190116)]] - HAS template, keeping
3924. [[Takamu Shrine (Q18233534)]] - HAS template, keeping
3925. [[Takamukuno Shrine]] - HAS template, keeping
3926. [[Takamukuno Shrine (Q135040738)]] - HAS template, keeping
3927. [[Takamuno Shrine]] - HAS template, keeping
3928. [[Takamuno Shrine (Q135039552)]] - HAS template, keeping
3929. [[Takamuno Shrine (Q135270313)]] - HAS template, keeping
3930. [[Takanamino Shrine]] - HAS template, keeping
3931. [[Takane Shrine]] - HAS template, keeping
3932. [[Takane Shrine (Q135190250)]] - HAS template, keeping
3933. [[Takano Shrine (Q135038803)]] - HAS template, keeping
3934. [[Takano Shrine (Q135039984)]] - HAS template, keeping
3935. [[Takano Shrine (Q135040020)]] - HAS template, keeping
3936. [[Takanono Shrine]] - HAS template, keeping
3937. [[Takanono Shrine (Q135039794)]] - HAS template, keeping
3938. [[Takanono Shrine (Q135039859)]] - HAS template, keeping
3939. [[Takanono Shrine (Q135040588)]] - HAS template, keeping
3940. [[Takanono Shrine (Q135040695)]] - HAS template, keeping
3941. [[Takanukino Shrine]] - HAS template, keeping
3942. [[Takao Iwakura Shrine]] - HAS template, keeping
3943. [[Takao- Shrine]] - HAS template, keeping
3944. [[Takaoihakurano Shrine]] - HAS template, keeping
3945. [[Takaoka Sekino Shrine]] - HAS template, keeping
3946. [[Takaoka Sekino Shrine (Q135194967)]] - HAS template, keeping
3947. [[Takaoka Sekino Shrine (Q135195006)]] - HAS template, keeping
3948. [[Takaoka Shrine]] - HAS template, keeping
3949. [[Takaoka Shrine (Q135194514)]] - HAS template, keeping
3950. [[Takaoka Shrine (subsidiary of Oshio Hachimangū)]] - HAS template, keeping
3951. [[Takaokami Shrine]] - HAS template, keeping
3952. [[Takaoshihime Shrine]] - HAS template, keeping
3953. [[Takasaka Shrine]] - HAS template, keeping
3954. [[Takase Shrine (Q3791906)]] - HAS template, keeping
3955. [[Takaseno Shrine]] - HAS template, keeping
3956. [[Takashifune Shrine]] - HAS template, keeping
3957. [[Takashima Shrine]] - HAS template, keeping
3958. [[Takashina Shrine]] - HAS template, keeping
3959. [[Takashino Shrine]] - HAS template, keeping
3960. [[Takasumi Shrine]] - HAS template, keeping
3961. [[Takata Shrine (Q135194027)]] - HAS template, keeping
3962. [[Takatakeno Shrine]] - HAS template, keeping
3963. [[Takatano Shrine]] - HAS template, keeping
3964. [[Takatano Shrine (Q135040553)]] - HAS template, keeping
3965. [[Takatsumi Shrine]] - HAS template, keeping
3966. [[Takatsumihimeno Shrine]] - HAS template, keeping
3967. [[Takatsunono Shrine]] - HAS template, keeping
3968. [[Takatsunono Shrine (Q135069101)]] - HAS template, keeping
3969. [[Takawokano Shrine]] - HAS template, keeping
3970. [[Takawokano Shrine (Q135039385)]] - HAS template, keeping
3971. [[Takaya Shrine]] - HAS template, keeping
3972. [[Takayaaheno Shrine]] - HAS template, keeping
3973. [[Takayano Shrine]] - HAS template, keeping
3974. [[Takayano Shrine (Co-enShrinement)]] - HAS template, keeping
3975. [[Takayano Shrine (Q135041394)]] - HAS template, keeping
3976. [[Dake Rokusho Shrine]] - HAS template, keeping
3977. [[Take Shrine (Q135039274)]] - HAS template, keeping
3978. [[Take Shrine (Q135041448)]] - HAS template, keeping
3979. [[Take Shrine (Q135200387)]] - HAS template, keeping
3980. [[Take- Shrine]] - HAS template, keeping
3981. [[Takeasa Shrine]] - HAS template, keeping
3982. [[Takebuyama Shrine]] - HAS template, keeping
3983. [[Takechino Miagata Shrine]] - HAS template, keeping
3984. [[Takeda Shrine (Q135193526)]] - HAS template, keeping
3985. [[Takefuhikono Shrine]] - HAS template, keeping
3986. [[Takefutsu Nishinomiya Shrine]] - HAS template, keeping
3987. [[Takefutsu Shrine]] - HAS template, keeping
3988. [[Takefutsu Shrine (Q135198084)]] - HAS template, keeping
3989. [[Takefutsu Shrine (Q135198086)]] - HAS template, keeping
3990. [[Takefutsuno Shrine]] - HAS template, keeping
3991. [[Takehime Shrine]] - HAS template, keeping
3992. [[Takehime Shrine (Q65734340)]] - HAS template, keeping
3993. [[Takehimeno Shrine]] - HAS template, keeping
3994. [[Takehimeno Shrine (Q135270291)]] - HAS template, keeping
3995. [[Takehira Shrine]] - HAS template, keeping
3996. [[Takehiro Shrine]] - HAS template, keeping
3997. [[Takehiro Shrine (Q135070285)]] - HAS template, keeping
3998. [[Takehono Shrine]] - HAS template, keeping
