QID,Page
Q135041483,Toyohimeno- Shrine
Q22119709,Toyohira Shrine
Q11633725,Toyohiwake no Mikoto
Q135098968,Toyoikatsuchino- Shrine
Q85883840,Toyokashima Shrine
Q11633647,Toyokawa Inari Tokyo
Q4387158,Toyokumono-no-Mikoto
Q135040714,Toyono Shrine
Q11633774,Toyosaka and Noda Shrines
Q10532771,Toyosukiiri-hime
Q131226889,Toyota Shrine
Q97193373,Toyota Shrine (Edogawa Ward)
Q15914360,Toyota Shrine (Karenkō Prefecture)
Q135070303,Toyotamahime Shrine
Q135039631,Toyotsumino Shrine
Q17315011,Toyouke Shrine
Q11633342,Toyouke Shrine (Fukuchiyama)
Q11633343,Toyōke Daijingū
Q17218661,Traffic Shrine
Q11395032,Transition of Crown and Court Ranks
Q11452357,Treasure Pagoda
Q11357232,Triangular-Rimmed Divine Beast Mirror
Q1069584,Trikaya
Q11556358,Tsu Shrine
Q11540994,Tsubai Ōtsukayama Kofun
Q136731766,Tsubaki Market
Q11541039,Tsubaki Shrine (disambiguation)
Q135186720,Tsubaki Shrine (Iino Shrine goshi)
Q137184253,Tsubaki Shrine (Q137184253)
Q97196664,Tsubaki Shrine (Ōta)
Q135186754,Tsubaki Ō Shrine Betsugu Tsubakigishi Shrine
Q135186753,Tsubakikishi Shrine
Q5120787,Tsubakimi Lake
Q11556060,Tsubame Taue Odori
Q65240603,Tsuboriyama Kofun
Q17216185,Tsubura Shrine
Q11571306,Tsuchi (Japanese term)
Q11422932,Tsuchi Ikki
Q11423156,Tsuchi-no-Miya
Q135194684,Tsuchi-no-Miya Shrine (sessha of Shinmei-sha)
Q135040468,Tsuchifutano Shrine
Q11423482,Tsuchimikado Ariharu
Q11423481,Tsuchimikado Arinaga
Q11423478,Tsuchimikado clan
Q17315120,Tsuchimikado Harenaga
Q11423480,Tsuchimikado Haruo
Q11423475,Tsuchimikado Hisanaga
Q11423491,Tsuchimikado school
Q11423490,Tsuchimikado Yasukuni
Q1078409,Tsuchinoe (戊)
Q1156439,Tsuchinoto (己)
Q135040186,Tsuchinowano Shrine
Q11423430,Tsuchizaki Shinmeisha
Q107999522,Tsuda Kofun Cluster
Q135186205,Tsuda Shrine
Q135186275,Tsuda Shrine (Q135186275)
Q135186401,Tsuda Shrine (Q135186401)
Q11643486,Tsude Hiroshi
Q11555978,Tsudō-Shiroyama Kofun
Q11523572,Tsuetzuki Pass
Q135039119,Tsufukumino Shrine
Q135038845,Tsufunomiakata- Shrine
Q11556401,Tsugaru region
Q7849981,Tsugaru Tsuguakira
Q11597137,Tsugawa Shrine
Q22119448,Tsuge Mikumari Shrine
Q11656591,Tsuge no Kuni no Miyatsuko
Q55177952,Tsuge no Ōyamanushi
Q60985642,Tsuge Yamaguchi Shrine
Q59282579,Tsuge Yamaguchi Shrine (Nara)
Q59282581,Tsuge Yamaguchi Shrine (Tenri)
Q11656592,Tsugeyama Kofun
Q11607012,Tsugizakura Ōji Shrine
Q135040734,Tsuhakichino- Shrine
Q135039399,Tsuhakikishino Shrine
Q135098956,Tsuhakino Shrine
Q135039849,Tsuhakino Shrine (Q135039849)
Q135040736,Tsuhanamino Shrine
Q135039120,Tsuharano Shrine
Q135040904,Tsuheshirono Shrine
Q10930613,Tsuijidō Entrance
Q42581389,Tsukaana Kofun
Q11428560,Tsukaana Kofun (Habikino)
Q106541794,Tsukaana Kofun (Kawachinagano City)
Q127163753,Tsukaana Kofun (Shima City)
Q81256594,Tsukaanayama Kofun
Q130406897,Tsukadō Kofun
Q124854030,Tsukahanazuka Kofun
Q122552499,Tsukahara Futagozuka Kofun
Q11428409,Tsukahara Kofun (Shima)
Q11428407,Tsukahara Kofun Cluster
Q11428408,Tsukahara Kofun Group (Tama)
Q48753149,Tsukamae Kofun
Q11428445,Tsukamawari Kofun
Q18337361,Tsukamawari Kofun Group
Q11523625,Tsukamyojin Kofun
Q135038989,Tsukanakino Shrine
Q135040990,Tsukarino Shrine
Q55532800,Tsukawara Kofun Cluster
Q11428437,Tsukayama Kofun (Utsunomiya)
Q11428440,Tsukazaki Kofun Cluster
Q135039038,Tsukenoyamakuchino Shrine
Q11631781,Tsuki Shrine
Q85880981,Tsukida Kofun Group
Q11542024,Tsukimoto Shrine
Q11516161,Tsukinami-no-Matsuri
Q135039894,Tsukino Shrine
Q11515782,Tsukinowa Kofun
Q17229177,Tsukioka Kofun
Q11516058,Tsukioka Onsen
Q11516040,Tsukisamu Shrine
Q135041287,Tsukisano Shrine
Q135195115,"Tsukita Shrine (Aramachi, Sanjo)"
Q135195114,"Tsukita Shrine (Tsukioka, Sanjo)"
Q135040459,Tsukitano Shrine
Q135040728,Tsukiwori Shrine
Q11603501,Tsukiyama Kofun
Q11603500,Tsukiyama Kofun (disambiguation)
Q11603504,Tsukiyama Kofun (Itoshima)
Q11603502,Tsukiyama Kofun (Setouchi city)
Q11603503,Tsukiyama Kofun (Yamatotakada)
Q135040053,Tsukiyama Shrine
Q135186074,Tsukiyomi Aramitama Shrine
Q11516217,Tsukiyomi Shrine (Kyoto)
Q137808423,Tsukiyomi-no-Miya
Q11516023,Tsukiyomi-no-Miya (Geku)
Q11516220,Tsukiyomi-no-Miya (Naiku)
Q11516023,Tsukiyomi-no-Miya (Gekū)
Q11516220,Tsukiyomi-no-Miya (Naikū)
Q135039262,Tsukiyomino Shrine
Q11643470,Tsukubusuma Shrine
Q11603463,Tsukudo Shrine
Q11602876,Tsukubasan Shrine
Q737776,Tsukumogami
Q11639745,Tsukuriyama Kofun (Okayama)
Q11385355,Tsukuriyama Kofun (Sōja)
Q55533395,Tsukuriyama Kofun (Yosano)
Q11639744,Tsukuriyama Kofun Cluster
Q11602917,Tsukushi no Iwai
Q11602924,Tsukushi script
Q135041492,Tsukuyomi Shrine
Q595520,Tsukuyomi-no-Mikoto
Q3541658,Tsuma Shrine
Q11447188,Tsumaonna Mountain
Q11447213,Tsumashina Shrine
Q17216259,Tsumatsuhime Shrine
Q135198027,Tsumatsuhime Shrine (Hirao)
Q135041276,Tsumatsuhimeno Shrine
Q3541665,Tsumi
Q11555993,Tsumori clan
Q11555995,Tsumori Ōji Shrine
Q135039584,Tsumorino Shrine
Q135041024,Tsumushino Shrine
Q17215982,Tsunaga Shrine
Q135098833,Tsunakoshino Shrine
Q135040226,Tsunakoshino Shrine (Q135040226)
Q135040095,Tsuneno Shrine
Q135040443,Tsuno Shrine
Q135193768,"Tsuno Shrine (Imazu Town, Kakugawa)"
Q135040443,Tsuno Shrine (Q135040443)
Q135041514,Tsuno Shrine (Q135041514)
Q135041505,Tsunoheno Shrine
Q11556056,Tsunomine Shrine
Q135198632,Tsunomiya Shrine
Q135039881,Tsunono Shrine
Q135039583,Tsunosakuhikono Shrine
Q135197720,Tsunotsu Otoshi Shrine
Q11630689,Tsunozuka Kofun
Q17216052,Tsunuga Arashito
Q11318771,Tsunugui and Ikugui
Q115519739,Tsuru Kofun
Q701403,Tsurugaoka Hachimangū
Q11675868,Tsurugaoka Inari Shrine Kofun
Q11398386,Tsurugi Shrine
Q11397926,Tsurugi Shrine (disambiguation)
Q92451762,Tsurugi Shrine (Hōfu)
Q11397991,Tsurugi Shrine (Kirishima)
Q11398387,Tsurugi Shrine (Nogata)
Q135069896,Tsurugi Shrine (Q135069896)
Q135070085,Tsurugi Shrine (Q135070085)
Q135194558,Tsurugi Shrine (Q135194558)
Q135195041,Tsurugi Shrine (Q135195041)
Q135069105,Tsuruginushi Shrine
Q135069106,Tsuruginushi Shrine (Uda district)
Q135069889,Tsurugiryuujin Shrine
Q135069106,Tsurugishushin Shrine (Uda district)
Q135069107,Tsurugishushin Shrine (Yamato Province)
Q135070323,Tsuruha Shrine
Q135098987,Tsurukano Shrine
Q104093003,Tsuruki Kofun Cluster
Q135040101,Tsurukino Shrine
Q135038987,Tsurukinushino Shrine
Q123118371,Tsurumaki Kofun
Q11676162,Tsurumi Shrine
Q135193289,"Tsurumi Shrine (Tsurumi Ward, Yokohama)"
Q199699,Tsurumine Hachiman Shrine
Q135039145,Tsurumino Shrine
Q18337405,Tsurumiyama Kofun
Q11255725,Tsuruno-yu Onsen
Q11675866,Tsuruno-yu Onsen (Akita)
Q11675862,Tsuruno-yu Onsen (Hokkaido)
Q11675995,Tsurusaki Shrine
Q11676182,Tsuruya Hachiman Shrine
Q117038368,Tsuruyama Maruyama Kofun
Q135039135,Tsuruyumishimano Shrine
Q11556062,Tsushima Faith
Q52051,Tsushima Island
Q705136,Tsushima Shrine
Q56346690,Tsushima Shrine (Minamiyamashiro Village)
Q11556083,Tsushima Site
Q130455344,Tsushima-tsuka Kofun
Q135039129,Tsushimabeno Shrine
Q135041126,Tsutono Shrine
Q135200405,Tsutsuchi Shrine
Q135041556,Tsutsuchino Shrine
Q11643869,Tsutsukowake Shrine
Q135039479,Tsutsumiharino Shrine
Q135041278,Tsuwada Tenman-gu Shrine
Q135039816,Tsuweno Shrine
Q109360194,Tushibii
Q660582,Tushita
Q245251,Twelfth hour of the day (Ancient Egypt)
Q245250,Twelfth hour of the night (Ancient Egypt)
Q11404810,Twelve Directions
Q842329,Twelve Heavenly Generals
Q10904413,Twelve Heavenly Generals (Taoism)
Q2448809,Twelve Level Cap and Rank System
Q11442539,Twelve-stage Bugaku
Q11371375,Twenty-Eight Attendants
Q97160792,Twenty-Five States of Existence
Q109594939,Two-deity two-beast mirror
Q11371811,Two-Wheeled Festival Floats
Q1046403,Tō-ji
Q460367,Tōdai-ji
Q11526470,Tōdaiji Yōroku
Q3589381,Tōdaijiyama Kofun
Q2166743,Tōfuku-ji
Q296785,Tōgō Heihachirō
Q11528548,Tōgō Shrine (disambiguation)
Q11418515,Tōjin Kofun Cluster
Q17219587,Tōkanyama Kofun
Q11656593,Tōkei Shrine
Q11642380,Tōmizuka Kofun
Q11537060,Tōrin-ji (Ishigaki)
Q128845663,Tōsho Shrine
Q134888235,Tōsho Shrine (Fujinomiya City)
Q11642135,Tōtomi Province no Kuni no Miyatsuko
Q97539597,Tōtsu Ayume Maguwashi Hime
Q251156,Tōzan Shrine
Q24896695,Ubagami Daijingu Togyo Festival
Q3547609,Ubagami Daijingū
Q11449527,Ubanato Shrine (Anpachi Town)
Q109419769,Ubazuka Kofun
Q246447,Ube Shrine
Q30935830,Ubusuna Hachiman Shrine
Q11574976,Ubusuna Shrine
Q11574978,"Ubusuna Shrine (Konohana, Osaka)"
Q1392097,Ubusunagami
Q103960471,Ubusunayama Kofun
Q135038795,Uchikuwochikatano Shrine
Q56346970,Uchima Udun
Q135192609,Uchino Shinmei‑gū
Q135038792,Uchino Shrine
Q135040935,Uchino Shrine (Q135040935)
Q135039525,Uchiuchino Shrine
Q11393957,Uchiyama Castle
Q11394155,Uchiyu
Q3547711,Uda Mikumari Shrine
Q135186228,Uda Myojin Site (Saiku)
Q135069100,Uda no Mikumari Shrine Shimosha Lower Shrine
Q704430,Udo Jingū
Q11394416,Udoneri
Q60988845,Udozuka Kofun
Q135039424,Uekurino Shrine
Q135041234,Ueno Shrine
Q135039517,Ueno Shrine (Q135039517)
Q11360402,Ueno Ōji Shrine (Gobo)
Q11360400,Ueno Ōji Shrine (Osaka)
Q1150058,Uesugi clan
Q10867478,Uesugi Shrine
Q107298191,Uetsuki Terayama Kofun
Q11540500,Ueyama Kofun
Q135187135,Ufusuna Shrine
Q135187136,Ufusuna Shrine (Q135187136)
Q135039492,Ufusunano Shrine
Q136731931,Uga Shrine
Q135039451,Uga Shrine (Q135039451)
Q136731914,"Uga Shrine (Tako Town, Iizasa)"
Q795080,Ugajin
Q1373935,Ugayafukiaezu
Q11675843,Uguisuzuka Kofun
Q117091796,Ugusu Shrine
Q135039138,Uhano Shrine
Q109665899,Uhashi Shrine
Q135039897,Uhatono Shrine
Q135040022,Uhatono Shrine (Q135040022)
Q135041389,Uhei Shrine
Q135038948,Uheno Shrine
Q135041397,Uheno shrine
Q135040212,Uheno Shrine (Q135040212)
Q135039706,Uhetono Shrine
Q9090923,Uhijini and Suhijini
Q48759455,Uhō-dōji
Q2575910,Uji (clan)
Q11449501,Uji Bridge (Ise City)
Q11619989,Uji no Wakiiratsuko
Q12742788,Uji Shrine
Q4420989,Uji-Kabane system
Q767655,Ujigami
Q583589,Ujigami Shrine
Q11449116,Ujika Shrine
Q11547792,Ujikogari
Q11449517,Ujitani Mitsuru
Q18990749,Ujiyamada Air Raid
Q17194122,Ujiyoda Shrine
Q135040451,Ukahano Shrine
Q135194658,Ukama Shrine
Q135194660,Ukama Shrine (Q135194660)
Q135194663,Ukama Shrine (Q135194663)
Q135194667,Ukama Shrine (Q135194667)
Q135194670,Ukama Shrine (Q135194670)
Q135040169,Ukamu Shrine
Q135041032,Ukano Shrine
Q135195076,"Ukawa Shrine (Miyaba Town, Kashiwazaki City)"
Q135195078,"Ukawa Shrine (Noda, Kashiwazaki City)"
Q135195077,"Ukawa Shrine (Shindo, Kashiwazaki City)"
Q135195074,"Ukawa Shrine (Yamamiya, Takayanagi Town, Kashiwazaki City)"
Q11260316,Ukehi
Q135186294,Ukehi Shrine
Q135186323,Ukehi Shrine (Otobe Village)
Q135186530,Ukehi Shrine (Q135186530)
Q108487214,Ukita no Kuni no Miyatsuko
Q135193790,Ukita Shrine
Q135039896,Ukitano Shrine
Q135070205,Ukou Shrine
Q135040246,Ukusono Shrine
Q11668061,Umami Hill Park
Q109361480,Umami Hills
Q11668062,Umami Kofun Cluster
Q24865035,Umamioka Watamuki Shrine
Q11449416,Umamukaiyama Kofun
Q135070289,Umaokanitta Shrine
Q135038982,Umasakahimeno Shrine
Q10946168,Umashi-Ashikabi-Hikoji
Q10946169,Umashimaji
Q56351956,Umedo
Q17217678,Umeki Site
Q276781,Umenomiya Taisha
Q11538452,Umeyama Kofun
Q924940,Umi Hachiman-gū
Q135070072,Umigami Shrine
Q135040942,Umino Shrine
Q11468336,Umisachi and Yamasachi
Q11449252,Unaguhime Shrine
Q135069997,Unagushi Shrine
Q135195067,Unagushi Shrine (Q135195067)
Q17217360,Unai Aotsu Kofun Group
Q134927903,Unai Shrine
Q135186758,Unakami Mimitoshi Shrine
Q135186766,Unakami Mimitoshi Shrine (Q135186766)
Q135186760,Unakami Shrine
Q17217367,Unakorowake Shrine
Q135040447,Unakushino Shrine
Q135038815,Unatarinimasutakamihino Shrine
Q135041372,Unawino Shrine
Q11424056,Underground Horizontal Yokoanabo
Q135039029,Unehino- Shrine
Q11644506,Uneme
Q20038916,Uneme Clan
Q30931377,Uneoza Taketsuyasugami Shrine
Q4317979,Unfading Flower
Q2515140,Unification Festival (Ancient Egypt)
Q2515142,Unification Festival of the Two Bulls
Q135039284,Unino Shrine
Q135039303,Unino Shrine (Q135039303)
Q135186327,Unioka Village Enshrinement Theory
Q135039283,Unisakurano Shrine
Q119929664,Unkanji-niimasu Naramoto Shrine
Q135070330,Unki Hachimangū
Q135070329,Unki Shrine
Q135070330,Unkihachimanguu
Q136890160,Unknown Shrine (Q136890160)
Q136890168,Unknown Shrine (Q136890168)
Q136890171,Unknown Shrine (Q136890171)
Q135186243,Unknown Shrine Location
Q135070135,Unochi Shrine
Q135041096,Unochino Shrine
Q135197951,Unoe Shrine
Q123120902,Unoki Ōtsuka Kofun
Q135069507,Unokihachiman Shrine
Q135186328,Unori Village Enshrinement Theory
Q11660090,Unpenji
Q11504610,Unranked
Q135041531,Unutono Shrine
Q11562965,Unzen Onsen Shrine
Q135186203,"Uomi Shrine (Kawashima, Matsusaka)"
Q135186200,"Uomi Shrine (Uomi, Matsusaka)"
Q135186747,Uonomori Shrine
Q11674000,Uonuma Shrine
Q135195097,Uonuma Shrine (Q135195097)
Q11674049,Uozu Shrine
Q135195251,Ura Shrine
Q11409028,Urabe clan
Q11558379,Urama Chausuyama Kofun
Q11626765,Uramachi Kofun
Q110128361,Uramachi Shinmeigū
Q135195252,Uramiya Shrine
Q135193035,Uramori Shrine
Q135040566,Urano Shrine
Q11558239,Urashima Shrine
Q55617997,Urashima Tarō
Q109357697,Urayama Kofun
Q11447797,Ureshino Onsen
Q135040783,Urufuno Shrine
Q135186292,Urufutsu Shrine
Q135039289,Urufutsuno Shrine
Q135186293,Urufutsuno Shrine former site
Q135040613,Uruhano Shrine
Q55533433,Urushibe-shi
Q135040477,Urushiyama Shrine
Q22128861,Usa (宇佐)
Q22128876,Usa clan
Q11449110,Usa Fudoki Hill
Q135041187,Usakamino Shrine
Q135039405,Usakikamino Shrine
Q109287983,Usatsuhiko no Mikoto
Q11361963,Ushi no toki mairi
Q48758332,Ushihiko Shrine
Q135041302,Ushihiko Shrine (Q135041302)
Q135198080,Ushihiko Shrine (Q135198080)
Q4333775,Ushimado Olive Garden
Q55523152,Ushimado Tenjinyama Kofun
Q135098940,Ushinihano Shrine
Q135186413,Ushinihano Shrine former site
Q135186411,Ushiniwa Shrine
Q135197702,Ushio Shrine
Q11565717,Ushioe Tenmangu
Q17194124,Ushiro Futago Kofun
Q135041105,Ushiwono Shrine
Q17989167,Ushizuka Kofun (Mibu)
Q11613223,Usuizuka Kofun
Q17194134,Usunono Shrine
Q135069119,Usutakihimeinochi Shrine
Q11613253,Usuzuka Kofun
Q317736,Utagawa Kuniyoshi
Q723330,Utaki
Q135099006,Utakino Shrine
Q135038977,Utamikomarino Shrine
Q17216999,Utari Shrine
Q135039459,Utashino Shrine
Q135038997,Utayorino- Shrine
Q11418962,Utou Shrine
Q135039229,Utsukano Shrine
Q135040563,Utsukino Shrine
Q17217329,Utsumochi Shrine
Q10946254,Utsunomiya Futarayama Shrine
Q11449703,Utsunomiya Hills
Q11449799,Utsunomiya Shrine
Q135040457,Utsurahashino Shrine
Q86736058,Utsushi Hikanasaku no Mikoto
Q106106814,Utsushiko'o-no-Mikoto
Q11544859,Utsushikome
Q135039419,Utsushitano Shrine
Q11289362,Uwanabe Kofun
Q17217996,Uwato Shrine (Gōdo-chō)
Q135041452,Uwetano Shrine
Q11256585,Uzuhiko Ashizu
Q11444484,Uzumasa Kofun Cluster
Q11598499,Vertical Pit-Style Stone Chamber
Q55523253,Wa Sui
Q1142664,Wabi-sabi
Q135194349,Wabuchi Shrine
Q28689731,Wada Daibutsu and Yokoanabo Cluster
Q11417905,Wadanoki Shrine
Q85814111,Wadaoka Kofun group
Q135194420,Waga Shrine
Q135194422,Waga Shrine (Q135194422)
Q38308994,Wajin
Q135069367,Wajiryou Shrine
Q135069370,Wajiryou Shrine (Owari Province)
Q11122954,Waka poet
Q135040033,Wakaetokono Shrine
Q135041013,Wakafutsunushino Shrine
Q11616287,Wakakodama Kofun Cluster
Q11616405,Wakamatsu Ebisu Shrine
Q100249640,Wakamiya
Q135192730,Wakamiya (Q135192730)
Q11616258,Wakamiya Hachiman Jinja
Q11616255,Wakamiya Hachiman Shrine
Q11616259,"Wakamiya Hachiman Shrine (Miyoshi, Hiroshima)"
Q22120889,"Wakamiya Hachiman Shrine (Saku, Nagano)"
Q11616260,Wakamiya Hachiman-gū (Bungotakada)
Q11616252,Wakamiya Hachiman-gū (Hitachiōta)
Q11616250,Wakamiya Hachiman-gū (Kawasaki)
Q11616254,Wakamiya Hachiman-gū (Kōchi)
Q11616253,Wakamiya Hachiman-gū Shrine (Kyoto)
Q11616257,"Wakamiya Hachiman-sha (Kitsuki, Ōita)"
Q11616256,Wakamiya Hachiman-sha (Ōita City)
Q55525359,Wakamiya Inari Shrine (disambiguation)
Q11616278,Wakamiya Sha (disambiguation)
Q11616280,Wakamiya Shrine
Q135069434,Wakamiya Shrine (Q135069434)
Q135194864,Wakamiya Shrine (Q135194864)
Q17230799,"Wakamiya Shrine (Taiki, Mie)"
Q135040027,Wakano Shrine
Q135040574,Wakanono Shrine
Q135069110,Wakasa Shrine
Q11616630,Wakasahiko Shrine
Q135040057,Wakasahikono Shrine
Q135069895,Wakasahimegami Shrine
Q135038999,Wakasakurano Shrine
Q135041070,Wakasuserihimeno Shrine
Q11596350,Wakatakehiko
Q135330271,Wakatsukime Kami
Q11417327,Wakayama air raids
Q123110573,Wakayama Gokoku Shrine
Q135069404,"Wakayamato Shrine (Miyaguchi, Hamana Ward, Hamamatsu City)"
Q135069405,Wakayamato Shrine (Tōtōmi Province)
Q135039117,Wakayamatohimeno- Shrine
Q135039118,Wakayamatohimeno- Shrine (Q135039118)
Q135039597,Wakayamatono Shrine
Q11417729,Wake clan
Q135040209,Wakeno Shrine
Q135041143,Wakenosu Shrine
Q135038810,Wakinoni- Shrine
Q221693,Wakizashi
Q10921330,Wakumusubi
Q97274614,Wakura Onsen Festival Hall
Q11616546,Waguri Shrine
Q677678,Walled City
Q2702542,Wamyō Ruijushō
Q135040632,Wanamino Shrine
Q135041373,Wanasaifusono Shrine
Q135270445,Wanasaifusono Shrine (Q135270445)
Q135041387,Wanikaha Shrine
Q135038816,Waninimasu Akasakahiko Shrine
Q135039534,Wanirano Shrine
Q135038818,Wanishimono Shrine
Q60986783,Wanishita Shrine
Q11621998,Warabite Katana
Q11418237,Warei Shrine
Q135070034,Warenogami Shrine
Q135041251,Warihimeno Shrine
Q135197990,Warihimeno Shrine former site
Q135197991,Warihimeno Shrine former site (Q135197991)
Q135187282,Warira Shrine
Q11398019,Waritakegata Mokkan
Q11398020,Waritakegata Sarcophagus
Q11511533,Waseda Dori
Q11676283,Washi Shrine (disambiguation)
Q65293873,Washi-no-Miya Shrine (disambiguation)
Q11676235,Washio Atago Shrine
Q135040115,Washisakino Shrine
Q135069399,Washitori Shrine (Q135069399)
Q135039572,Washitorino Shrine
Q135041536,Watamiyakobimiko Shrine
Q135039537,Watano Shrine
Q135270308,Watano Shrine (Q135270308)
Q11607450,Watanuki Kannonyama Kofun
Q11486123,Watarai clan
Q11486118,Watarai Kunimi Shrine
Q11486120,Watarai Okunitama-hime Shrine
Q135040740,Watarino Shrine
Q172382,Watatsu Shrine
Q135198634,Watatsumi Shrine
Q123530063,Watatsumi Shrine (disambiguation)
Q135041526,Watatsumi Shrine (Engishiki)
Q135041548,Watatsumino Shrine
Q135041552,Watatsumino Shrine (Q135041552)
Q135388116,Watatsumino Shrine Ronsha 4
Q134930537,Watatsumi-no-Miko Shrine
Q11559098,Watatsumi Shrine (Kobe)
Q135041365,Watatsumitoyotamahimeno Shrine
Q18457651,Watazumi Shrine
Q135039268,Wemurano Shrine
Q2559877,Wepet-renpet
Q1339483,Weschati-Bekati
Q135040937,Wetomono Shrine
Q11674279,Whale mounds
Q135041238,Widono- Shrine
Q135039581,Wihanano Shrine
Q135270318,Wihanano Shrine (Q135270318)
Q135040231,Wikuchi Shrine
Q11645813,Wild Hot Springs
Q1321244,William George Aston
Q135039435,Winaheno Shrine
Q135040621,Winoheno Shrine
Q121920335,Winter Matsuri
Q855113,Wisdom King
Q135039428,Wishirino Shrine
Q261903,Wisteria
Q135039255,Witano Shrine
Q135040658,Witano Shrine (Q135040658)
Q135039513,Witeno Shrine
Q135040059,Woamino Shrine
Q135038757,Wochikahano Ochikaha Shrine
Q135039934,Wochino Shrine
Q135038968,Wochisomano Shrine
Q135040681,Woeno Shrine
Q135039824,Woeno Shrine (Q135039824)
Q135040460,Wofuseno Shrine
Q135040288,Wohamano Shrine
Q135039543,Wohariheno Shrine
Q135039540,Woharino Shrine
Q135270311,Woharino Shrine (Q135270311)
Q135041532,Wohirano- Shrine
Q135041472,Wohonamuchino Shrine
Q135039340,Wokahachino Shrine
Q135039328,Wokahano Shrine
Q135039381,Wokahano Shrine (Q135039381)
Q135039928,Wokahano Shrine (Q135039928)
Q135040005,Wokamiheshino Shrine
Q135039188,Wokamino Shrine
Q135040159,Wokamotono Shrine
Q135039826,Wokamotono Shrine (Q135039826)
Q135040054,Wokano Shrine
Q135039821,Wokano Shrine (Q135039821)
Q135039222,Wokatano Shrine
Q135270129,Wokatano Shrine (Q135270129)
Q135038813,Wokatanokuno Shrine
Q135041180,Wokiharano Shrine
Q135039364,Wokishino- Shrine
Q135039397,Wokosono Shrine
Q135039514,Wokuchino Shrine
Q135039531,Wokuchino Shrine (Q135039531)
Q135270144,Wokuchino Shrine (Q135270144)
Q135039614,Wokunino Shrine
Q135039256,Womi- Shrine
Q135039276,Womino Shrine
Q135098229,Womino Shrine (Q135098229)
Q135039237,Womiyano Shrine
Q135040052,Womonoimino Shrine
Q135098861,Womori- Shrine
Q135099001,Womushino Shrine
Q135040445,Wonifu Shrine
Q135039337,Wonino Shrine
Q135038776,Wono Shrine
Q135039727,Wono Shrine (Q135039727)
Q135040641,Wono Shrine (Q135040641)
Q135039791,Wonono Shrine (Q135039791)
Q135039876,Wonono Shrine (Q135039876)
Q135041139,Wonono-azuwake- Shrine
Q11519176,Wooden Coffin
Q1474569,Wooden fish
Q110226457,Worship of the living
Q135040029,Worushiwake- Shrine
Q135039937,Wosakano Shrine
Q135040619,Wosakano Shrine (Q135040619)
Q135040647,Wosakano Shrine (Q135040647)
Q135039351,Wosakino Shrine
Q135038991,Wosata- Shrine
Q135039159,Woshihakeno Shrine
Q135040487,Woshikino Shrine
Q135040711,Woshirono Shrine
Q135041273,Wotano Shrine
Q135040015,Wotono Shrine
Q135040024,Wotono Shrine (Q135040024)
Q135039444,Wotsuno Shrine
Q135039590,Wotsuno Shrine (Q135039590)
Q135039935,Wouchino Shrine
Q135039890,Woumino Shrine
Q135039445,Woyamano Shrine
Q135040166,Woyamatano Shrine
Q11420180,X-shaped Burial Mound
Q2544836,Xùn (Bagua)
Q135039825,Yaahino Shrine
Q3571318,Yabo Tenmangū
Q11625091,Yabuiri
Q135194945,Yabunami Shrine (Nanto)
Q135194946,Yabunami Shrine (Takaoka)
Q135194944,Yabunami Shrine (Tonami)
Q1886157,Yabusame
Q11632782,Yachi Hachimangū
Q135194879,Yachihoko Shrine
Q109419368,Yachikubo Kofun
Q65249081,Yachinomi-no-Mikoto
Q135070044,Yada Shrine
Q135070045,Yadahachiman Shrine
Q28688908,Yadani Kofun
Q3571285,Yaegaki Shrine
Q135039037,Yafukino Shrine
Q135195204,Yafuri Shrine
Q135039389,Yafutano Shrine
Q135195226,Yagaki Shrine
Q10891903,Yagami-hime
Q56347860,Yagata no Sukune no Kami
Q11391368,Yagi clan
Q11431309,Yagi Shrine
Q135070002,Yagi Shrine (Q135070002)
Q135186713,Yagi Shrine (Q135186713)
Q135186714,Yagi Shrine (Q135186714)
Q11666826,Yagi Shrine (Ikeda)
Q135039379,Yagino Shrine
Q135193642,Yago Shrine (Nakano Town)
Q135193643,Yago Shrine (Nishiazai Town)
Q11632696,Yaguchiyama Kofun
Q135070089,Yahaku Shrine
Q135198066,Yahara Shrine
Q135041294,Yaharano Shrine
Q135040555,Yaharano Shrine (Q135040555)
Q135186298,Yahashira Shrine
Q135186325,Yahashira Shrine (Abu)
Q86194281,Yahashira Shrine (Hekinan)
Q119324965,Yahashira Shrine (Okazaki City)
Q135186420,Yahashira Shrine (Q135186420)
Q135186281,Yahashira Shrine (Yotsuhikida branch)
Q135186268,"Yahashira Shrine (Yotsuhikida, Kanki‑ji precincts)"
Q195684,Yahiko Shrine
Q135041154,Yahirano Shrine
Q135041156,Yahono Shrine
Q3571342,Yaizu Shrine
Q11465692,Yakata Kofun Cluster
Q106670665,Yakenotōge Kofun
Q135038841,Yakifu- Shrine
Q11668226,Yakkan River
Q11446610,Yakko
Q11581207,Yaku Shrine
Q135041098,Yakuchino Shrine
Q135041061,Yakukano Shrine
Q135190269,Yakumo Shrine
Q10892534,Yakusanoikazuchi
Q945913,Yakushi-ji
Q11622490,Yakuō-ji (Shiroi)
Q11603300,Yakyu Inari Shrine
Q135039885,Yama Shrine (Q135039885)
Q135069139,Yamabe Miyagata Shrine
Q135069140,Yamabe Miyagata Shrine (Q135069140)
Q135070160,Yamabe Shrine
Q135070160,Yamabe Shrine (Q135070160)
Q135197709,Yamabe Yashirohime Shrine
