Page Title,Wikidata QID
Category:Municipal Historic Sites in Chiba Prefecture,Q48675724
Category:Municipal Historic Sites in Fukui Prefecture,Q97387937
Category:Municipal Historic Sites in Fukuoka Prefecture,Q61008250
Category:Municipal Historic Sites in Gifu Prefecture,Q48675661
Category:Municipal Historic Sites in Gunma Prefecture,Q61008296
Category:Municipal Historic Sites in Ishikawa Prefecture,Q65647355
Category:Municipal Historic Sites in Kagawa Prefecture,Q49681859
Category:Municipal Historic Sites in Kumamoto Prefecture,Q117085483
Category:Municipal Historic Sites in Kōchi Prefecture,Q97388880
Category:Municipal Historic Sites in Mie Prefecture,Q61008266
Category:Municipal Historic Sites in Nara Prefecture,Q65765876
Category:Municipal Historic Sites in Oita Prefecture,Q61008248
Category:Municipal Historic Sites in Okayama Prefecture,Q97386581
Category:Municipal Historic Sites in Okinawa Prefecture,Q61008238
Category:Municipal Historic Sites in Saitama Prefecture,Q28696352
Category:Municipal Historic Sites in Shizuoka Prefecture,Q61008230
Category:Municipal Historic Sites in Tochigi Prefecture,Q61008302
Category:Municipal Historic Sites in Tokyo Metropolis,Q28696355
Category:Municipal Historic Sites in Wakayama Prefecture,Q49681877
Category:Municipal Historic Sites in Yamanashi Prefecture,Q61009798
Category:Municipal History of Aichi Prefecture,Q9652471
Category:Municipal History of Aikawa,Q111036166
Category:Municipal History of Aira,Q9620491
Category:Municipal History of Aizubange,Q18721971
Category:Municipal History of Akita Prefecture,Q10238639
Category:Municipal History of Akitakata,Q9623437
Category:Municipal History of Akune,Q24868713
Category:Municipal History of Anamizu,Q18728376
Category:Municipal History of Anpachi,Q24871620
Category:Municipal History of Aomori Prefecture,Q18742425
Category:Municipal History of Aritagawa,Q18726043
Category:Municipal History of Asahi (Chiba),Q18725939
Category:Municipal History of Aso,Q18742079
Category:Municipal History of Awa,Q24858938
Category:Municipal History of Bando,Q18723280
Category:Municipal History of Biratori,Q18724843
Category:Municipal History of Chiba Prefecture,Q9585642
Category:Municipal History of Chigasaki,Q18738045
Category:Municipal History of Chōshi,Q18741231
Category:Municipal History of Core Cities,Q9548731
Category:Municipal History of Daigo,Q18723504
Category:Municipal History of Designated Cities,Q9656554
Category:Municipal History of Ebina,Q18727312
Category:Municipal History of Ehime Prefecture,Q9651429
Category:Municipal History of Fujimi,Q24870037
Category:Municipal History of Fujimino,Q18716596
Category:Municipal History of Fujisato,Q135913851
Category:Municipal History of Fujisawa,Q18738500
Category:Municipal History of Fukui Prefecture,Q18728155
Category:Municipal History of Fukuoka City,Q10226873
Category:Municipal History of Fukuoka Prefecture,Q10228724
Category:Municipal History of Fukushima Prefecture,Q10232814
"Category:Municipal History of Fukushima, Hokkaidō",Q10231259
Category:Municipal History of Fukutsu,Q24865021
Category:Municipal History of Funabashi,Q18737853
Category:Municipal History of Futtsu,Q9629449
Category:Municipal History of Gifu Prefecture,Q9636413
Category:Municipal History of Ginowan,Q24869066
Category:Municipal History of Gobo,Q24858569
Category:Municipal History of Gunma Prefecture,Q18728939
Category:Municipal History of Hadano,Q18728339
Category:Municipal History of Hakui,Q18728995
Category:Municipal History of Hakusan,Q10194792
Category:Municipal History of Hamura,Q18737328
Category:Municipal History of Hanamaki,Q18737922
Category:Municipal History of Hatoyama,Q97388923
"Category:Municipal History of Hidaka, Wakayama Prefecture",Q24858961
Category:Municipal History of Higashikurume,Q18726251
Category:Municipal History of Higashiyamato,Q18726446
Category:Municipal History of Hiratsuka,Q9643200
"Category:Municipal History of Hirogawa, Wakayama Prefecture",Q135916955
"Category:Municipal History of Hirokawa, Fukuoka Prefecture",Q135917123
Category:Municipal History of Hiroshima Prefecture,Q9645136
Category:Municipal History of Hitachinaka,Q18716593
Category:Municipal History of Hitachiota,Q18724801
Category:Municipal History of Hokkaidō,Q9581709
Category:Municipal History of Hokuto,Q24869862
Category:Municipal History of Hyōgo Prefecture,Q9572423
Category:Municipal History of Ibaraki Prefecture,Q18738111
Category:Municipal History of Ide,Q135916876
Category:Municipal History of Iizuka,Q18742947
Category:Municipal History of Iizuna,Q18742971
"Category:Municipal History of Ikeda, Fukui Prefecture",Q135914231
Category:Municipal History of Imari,Q24870505
Category:Municipal History of Inami,Q24858521
Category:Tomb architecture,Q31955089
Category:Tomb architecture (Ancient Egypt),Q31955079
Category:Tomb architecture (Antiquity),Q114297439
Category:Tomb architecture by period,Q114297452
Cave tomb,Q11543436
Celebration in the House of Eternity,Q1401414
Celestial maiden,Q111467505
Central officials,Q10883145
Ceramic Coffins,Q18337447
Ceremonial vessel stands or jars,Q11570998
Chalybeate springs,Q3046709
Changes to deities in the Meiji period,Q11591102
Chasuriyama Kofun,Q103903111
Chatiu demons,Q1068237
Chau (Decan),Q1068317
Chausubaru Kofun Cluster,Q18337325
Chausuyama Kofun,Q11618014
Chausuyama Kofun (Mibu),Q18337326
Chausuyama Kofun (Osaka),Q11618016
Chausuyama Kofun (Ōtsu),Q27926911
Chausuzuka Kofun,Q17503100
Chausuzuka Kofun (Kashiwara),Q11618007
Chausuzuka Kofun (Yame),Q17503100
Chentet-cheret,Q1070112
Chentet-heret,Q1070111
Cheret-waret,Q1070217
Cheri-cheped-Kenmut,Q972923
Cheri-cheped-seret,Q1070224
Chest-shaped Sarcophagus,Q17221527
Chiba Gokoku Shrine,Q11406714
Chiba Shrine,Q11406700
Chiba clan,Q2975237
Chibatake Kofun,Q11405752
Chibusan-Obusan Kofun,Q11317998
Chichibu Shrine,Q2963366
Chichibu Shrine Otaue Matsuri,Q11596149
Chief Cleric of the Imperial Household,Q11498167
Chigata Shrine,Q98526762
Chigo,Q30940647
Chigo Dance,Q11398889
Chigo Dance of Etchū,Q11636372
Chigo-mai,Q11596297
Chigyō,Q11584648
Chihara Ōbaka Kofun,Q109369031
Chikagata Shrine,Q59282642
Chikata Shrine (Kanda),Q106478123
Chikatsu Shrine (Kuki Honcho),Q11405390
"Chikatsu Shrine (Kuki, Kamihayami)",Q11405387
"Chikatsu Shrine (Kuki, Yoshiba)",Q11405388
Chikatsu Shrine (Ono),Q106478123
Chikatsu Shrine (Shimotsuma),Q134928443
Chikatsu Shrine (Sugito),Q124482366
Chikatsu Shrine (Tsukuba),Q134928443
Chikatsu Shrines,Q11405386
Chikatsu-O Shrine,Q11638542
Chikatsuyu Ōji Shrine,Q11639127
Chikatō-no-Kami,Q38276367
Chikuami,Q11599480
Chikugo River Fireworks Festival,Q11602813
Chikuzen no Kuni Zoku Fudoki,Q108571667
Chikōzu Kashima Shrine,Q11638545
Chimyō Gongen,Q11514781
Chin'ooka Kofun,Q11370578
Chinese Cultural Renaissance,Q1073969
Chinese Imperial Rituals,Q11581058
Ching Nan Shrine,Q121461624
Chinju no Mori,Q11651158
Chinjufu Hachimangū,Q38276245
Chinjugami,Q97479976
Chinkoku-ji,Q11651157
Chinkon-sai,Q11651192
Chinsetsu yumiharizuki,Q11117637
Chintaku Reifu,Q86740326
Chintaku Reifu Shrine,Q28683716
Chion-in,Q873645
Chiriku Hachimangu,Q11405620
Chiryu Shrine,Q11584639
Chiryu festival,Q11584632
Chishirono Shrine,Q135039002
Chisoku Kofun,Q17995354
Chitose Kurumazuka Kofun,Q11405679
Chiyomaru Kofun,Q11405255
Chofukuji Urayama Kofun Group,Q105001054
Chohoujiminamihara Kofun,Q123116949
Choja-ga-hira Kofun,Q63253663
Chojagamori Kofun,Q121874531
Chojazuka Kofun,Q115498512
Chokugan-ji,Q10901138
Chokusaisha,Q175288
Chokōji Kofun Group,Q97342105
Chonsu (month),Q259644
Choraku-ji Tenmangū,Q798838
Choufukuji Temple (Mimasaka City),Q4468186
Chukain Temple,Q109359281
Chōjasan Shinra Shrine,Q11653578
Chōkai Gassan Ryōsho-gū,Q11675030
Chōkai Shugendō,Q11675024
Chōkaisan Ōmonoimi Shrine,Q11173679
Chōkoku-ji,Q22119401
Chōnin,Q115847
Chōshizuka Kofun (Saga),Q17214579
Chūsei Nihonki,Q11362829
Chūyūki,Q11363231
Cintamani,Q2963837
Cintāmaṇicakra,Q11446712
City Offices (Tōji and Sai),Q11480073
Clan head,Q11547822
Clan shrine,Q11547818
Clan temple,Q11547815
Clay coffin chamber,Q11604528
Clay pipe,Q11423842
Clock (Faberge egg),Q17355814
Co-Enshrinement,Q11412524
Coastal Zenpokoenfun,Q116958143
Cofun Gal no Coffy,Q11411017
Comm,Q532513
Commandment,Q11588781
Communal hot springs,Q11392653
Complex archaeological sites,Q97186758
Comprehensive Dictionary of Japanese Kofun,Q21654087
Confucian Shinto,Q18337053
Conqueror of Breads,Q25383743
Conservation Techniques for Cultural Properties,Q19278089
Constructed Hot Spring,Q11639756
Controversies surrounding Yasukuni Shrine,Q112663
Copper-Iron Spring,Q11416426
Coronation (Pharaoh),Q1790650
Corridor-Style Stone Chamber,Q11543435
Court Ranks in Japan,Q99196082
Cultural Properties Protection Law,Q1188502
Cylindrical Haniwa,Q11394845
Dai Nippon Koku Ichinomiya Ki,Q11435648
Daibo Kofun,Q104007891
Daibu Hachiman-gu,Q11432652
Daibu temple ruins,Q109359748
Daibutsuyō,Q3012037
Daibō Kofun,Q11433720
Daidō Akagi Shrine,Q11635469
Daigakkō (1869),Q11434269
Daigan-ji Temple,Q11441893
Daigo Hisa,Q20041049
Daigo-ji,Q1157535
Daigokuden,Q11436444
Daihachi Oguchi,Q5209124
Daijingu (Sakuragawa),Q119929525
Daijingū,Q109420327
Daijinke,Q11438579
Daijirin,Q5209149
Daijosai,Q11433653
Daijō-kan,Q1192939
Daikai Shrine,Q11437478
Daikakuji Kofun Group,Q115921975
Daikokuten,Q1759916
Dainichi Kofun,Q11435613
Dainichiyama Tomb No. 35,Q55529436
Dairizuka Kofun,Q11394583
Dairizuka Kofun Cluster,Q11394584
Dairokuten (Hannō),Q11602400
Dairokuten Kofun,Q113367319
Dairokuten Sakaki Shrine,Q11602398
Dairokuten Shrine,Q11602399
Dairokuten Shrine (Chigasaki),Q18337197
Dairokuten Shrine (Suginami),Q11602401
Daisen Park,Q11432310
Daisenjō,Q11434578
Daisenryō Kofun,Q5849431
Daishōgun (directional deity),Q167008
Daishōgun Hachi Shrine,Q11434526
Daishōgun Shrine,Q11434525
"Daishōgun Shrine (Kita-ku, Kyoto)",Q11434527
Daishōgun Shrine (Kyoto City Higashiyama Ward),Q54153258
Daishōgun Shrine (Nara City),Q48757057
Daitengu,Q10934709
Daito Shrine (Ome),Q11436159
Daitō Shrine (Minamidaito Village),Q11436160
Daitō-gū,Q11436122
Daiyokujō,Q17996173
Dajōkan Edict,Q11444008
Dakini,Q1127224
Dakōken,Q11625537
Danbara Kofun,Q5214944
Danjirimaki Kofun,Q123116852
Danjōzan Kofun,Q22119379
Dannozuka Kofun,Q18233688
Danpusan Kofun,Q5221001
Daruma doll,Q276107
Daryu Mirror,Q131454041
Dashu (solar term),Q1147765
Day of Haniwa,Q109363597
Day selection calendar,Q1290643
Dazai Gon no Daibu,Q11438575
Dazai no Sochi,Q11434484
Decan,Q5248738
Decan List C,Q1183637
December 1 (Lunisolar),Q841044
December 10 (Lunisolar),Q840475
December 11 (Lunisolar),Q841109
December 12 (Lunisolar),Q840870
December 13 (Lunisolar),Q840518
December 14 (Lunisolar),Q840558
December 15 (Lunisolar),Q840846
December 16 (Lunisolar),Q840555
December 17 (Lunisolar),Q840561
December 18 (Lunisolar),Q841094
December 19 (Lunisolar),Q841038
December 2 (Lunisolar),Q840458
December 20 (Lunisolar),Q841057
December 21 (Lunisolar),Q840864
December 22 (Lunisolar),Q840480
December 23 (Lunisolar),Q840484
December 24 (Lunisolar),Q840461
December 25 (Lunisolar),Q840564
December 26 (Lunisolar),Q841097
December 27 (Lunisolar),Q840878
December 28 (Lunisolar),Q840497
December 29 (Lunisolar),Q841041
December 3 (Lunisolar),Q841033
December 30 (Lunisolar),Q841067
December 4 (Lunisolar),Q840515
December 5 (Lunisolar),Q840524
December 6 (Lunisolar),Q840467
December 7 (Lunisolar),Q841049
December 8 (Lunisolar),Q840464
December 9 (Lunisolar),Q840489
Decorated kofun,Q11626716
Defeat the Shogunate Movement,Q10888232
Dei of Wa,Q11594489
Demon King of the Sixth Heaven,Q13578873
Demotion to subject status,Q8193495
Den-Takabatakeryo Kofun,Q123120842
Department of Divinities,Q2264720
Deyama Graves,Q11395609
Dharma transmission,Q1207591
Dhu al-Hijjah 1,Q4121944
Dhu al-Hijjah 10,Q4121217
Dhu al-Hijjah 11,Q4121426
Dhu al-Hijjah 12,Q4121436
Dhu al-Hijjah 13,Q4121689
Dhu al-Hijjah 14,Q4121668
Dhu al-Hijjah 15,Q4121271
Dhu al-Hijjah 16,Q4121524
Dhu al-Hijjah 17,Q4121635
Dhu al-Hijjah 18,Q4121574
Dhu al-Hijjah 19,Q4121377
Dhu al-Hijjah 2,Q4121938
Dhu al-Hijjah 20,Q4121362
Dhu al-Hijjah 21,Q4121366
Dhu al-Hijjah 22,Q4121381
Dhu al-Hijjah 23,Q4121395
Dhu al-Hijjah 24,Q4121462
Dhu al-Hijjah 25,Q4121211
Dhu al-Hijjah 26,Q4121437
Dhu al-Hijjah 27,Q4121693
Dhu al-Hijjah 28,Q4121331
Dhu al-Hijjah 29,Q4121430
Dhu al-Hijjah 3,Q4121838
Dhu al-Hijjah 30,Q4121269
Dhu al-Hijjah 4,Q4121778
Dhu al-Hijjah 5,Q4121845
Dhu al-Hijjah 6,Q4121771
Dhu al-Hijjah 7,Q4121239
Dhu al-Hijjah 8,Q4121226
Dhu al-Hijjah 9,Q4121687
Dhu al-Qadah 1,Q4121847
Dhu al-Qadah 10,Q4121360
Dhu al-Qadah 11,Q4121496
Dhu al-Qadah 12,Q4121530
Dhu al-Qadah 13,Q4121580
Dhu al-Qadah 14,Q4121161
Dhu al-Qadah 15,Q4121509
Dhu al-Qadah 16,Q4121323
Dhu al-Qadah 17,Q4121701
Dhu al-Qadah 18,Q4121441
Dhu al-Qadah 19,Q4121175
Dhu al-Qadah 2,Q4121774
Dhu al-Qadah 20,Q4121432
Dhu al-Qadah 21,Q4121333
Dhu al-Qadah 22,Q4121699
Dhu al-Qadah 23,Q4121363
Dhu al-Qadah 24,Q4121210
Dhu al-Qadah 25,Q4121219
Dhu al-Qadah 26,Q4121486
Dhu al-Qadah 27,Q4121584
Dhu al-Qadah 28,Q4121492
Dhu al-Qadah 29,Q4121508
Dhu al-Qadah 3,Q4121752
Dhu al-Qadah 30,Q4121324
Dhu al-Qadah 4,Q4121946
Dhu al-Qadah 5,Q4121148
Dhu al-Qadah 6,Q4121158
Dhu al-Qadah 7,Q4121603
Dhu al-Qadah 8,Q4121579
Dhu al-Qadah 9,Q4121703
Diagonal star clock EA47605,Q1208201
Diluvial upland,Q11556488
Directional deity,Q11504342
Divine Soldiers of the Sky,Q11597341
Djehuti,Q2128138
Doburoku Matsuri,Q23997826
Doctor Voyeurism,Q136720708
Doctor of the five classics,Q8011092
Don Philippi,Q5293321
Donto Festival,Q11273944
Dorogawa,Q11555833
Doyama Kofun,Q108778886
Doyō (season),Q11423778
Drawn‐off hot spring,Q11487160
Dry-lacquer coffin,Q17990284
Dry-lacquer sculpture,Q2454753
Duì (Bagua),Q2147546
Dō (architecture),Q11377515
Dōkyō Incident,Q11449036
Dōma Hōshi,Q136705890
Dōmeki,Q60995805
Dōnanzan Kofun,Q125960589
Dōzan River (disambiguation),Q11650178
E Shrine,Q18336610
E-Gov Law Search,Q48746885
E-kagami-style pit dwelling,Q115038403
E-no-ura Cave Tomb Cluster,Q55522851
Earth burial,Q11423872
East Asian extra-statutory office,Q11378315
East Asian government position,Q11452125
Eastern Japan,Q1063689
Ebara Shichifukujin,Q48747983
Ebers calendar,Q1279717
Ebetsu shrine,Q3046830
Ebisu,Q255907
Ebisu Festival,Q16482065
Ebisu Shrine,Q11261031
Ebisu Shrine (Naha City),Q38276302
Ebisuyama Kofun,Q18990929
Eboshi,Q4412451
Eda Shrine,Q3047222
Educational Ordinance,Q11499384
Efu,Q11381322
Egara Tenjin Shrine,Q3049117
Ehime Gokoku Shrine,Q11493796
Eianji Higashi Kofun - Eianji Nishi Kofun,Q130282227
Eifuku-ji North Kofun,Q48743902
Eight Directional Deities,Q603995
Eight Great Dragon Kings,Q11390736
Eight Kabane system,Q11391729
Eight Ryukyu Shrines,Q11573652
Eight-sect compatibility,Q11390764
Eighth White Earth Star,Q11391682
Ekoda Cave Tomb Cluster,Q11618317
Ekurino Shrine,Q135038993
Elementary School Ordinance,Q11459602
Emperor Ankan,Q241765
Emperor Bidatsu,Q316637
Emperor Jimmu Festival,Q11590440
Emperor Kanmu,Q314846
Emperor Kōtoku,Q317980
Empress Jingū Shrine,Q17993865
Empress Masako,Q230433
Ena Shrine,Q11618316
Enburi,Q11261148
Endō,Q11609923
Enfun Ōtsuka Kofun,Q17220604
Engaku-ji,Q954860
Engishiki,Q1342448
Engishiki Jinmyōchō,Q11064932
Engishiki Jinmyōchō Studies,Q11588824
Engyō-ji,Q3054354
Enman-ji (Nara),Q11394813
Enman-ji Temple,Q11394811
Enomoto Shrine,Q11541842
Enoshima Shrine,Q11259219
Enryaku Gishikichō,Q109596938
Enryaku-ji,Q917195
Enryu-ji,Q11394898
Enshū Yokosuka Mikumano Shrine Grand Festival,Q11642088
Enthronement of the Japanese emperor,Q4202178
Enumerations of 99,Q135267835
Erich Fromm,Q57085
Establishment of Holidays for Annual Festivals and Holidays,Q11483813
Eta Anakannon Kofun,Q127163728
Eta Funayama Kofun,Q11259227
Eukashi,Q55530161
Ezaki Kofun,Q11550858
Ezo caves,Q11625780
Ezoana Kofun,Q110906544
Ezuriko Kofun Cluster,Q11551374
Family Bath,Q11455521
Family knowledge,Q11455404
Family tree of Japanese deities,Q103927978
February (Lunisolar),Q838935
February 1 (Lunisolar),Q839036
February 10 (Lunisolar),Q839320
February 11 (Lunisolar),Q839324
February 12 (Lunisolar),Q839357
February 13 (Lunisolar),Q839152
February 14 (Lunisolar),Q839244
February 15 (Lunisolar),Q839233
February 16 (Lunisolar),Q838949
February 17 (Lunisolar),Q839221
February 18 (Lunisolar),Q839086
February 19 (Lunisolar),Q838945
February 2 (Lunisolar),Q839197
February 20 (Lunisolar),Q839292
February 21 (Lunisolar),Q838987
February 22 (Lunisolar),Q838887
February 23 (Lunisolar),Q839069
February 24 (Lunisolar),Q839101
February 25 (Lunisolar),Q839178
February 26 (Lunisolar),Q839011
February 27 (Lunisolar),Q839141
February 28 (Lunisolar),Q839059
February 29 (Lunisolar),Q839288
February 3 (Lunisolar),Q839187
February 30 (Lunisolar),Q1116718
February 4 (Lunisolar),Q839137
February 5 (Lunisolar),Q838979
February 6 (Lunisolar),Q838991
February 7 (Lunisolar),Q839279
February 8 (Lunisolar),Q839343
February 9 (Lunisolar),Q839157
Female-headed imperial branches,Q11446447
Festival Calendar of the Acrobat Troupe,Q1408694
Festival days,Q11591097
Festival music,Q3299373
Festival of Osiris,Q3092806
Festival of the Deva and Naraka,Q11392568
Festival of the Sun's Eye,Q2445617
Fifth Yellow Earth Star,Q11372738
Fire Festival,Q3135724
First Rank,Q11352487
First White Water Star,Q11353006
First hour of the day (Ancient Egypt),Q1362046
First hour of the night (Ancient Egypt),Q1361948
First rice,Q11396544
Five Generations of Earth Deities,Q18337308
Five Kinai Chronicles,Q11372555
Five Male and Three Female Deities,Q11284880
Five kings of Wa,Q1152880
Five-storied pagoda,Q11372713
Flatland dwellings,Q115055417
Flax harvest (Ancient Egypt),Q1426240
Flexed burial,Q11465624
Float Exhibition Halls,Q16769068
Flower mirror,Q11394579
Flowing Bath,Q11498200
Flying Plum,Q11665779
Flying Road Pagoda,Q122419825
Folk Cultural Property,Q24895900
Forbidden colors (Japan),Q11591157
Forest Appreciation Day,Q11493935
Former Coinage Bureau Building,Q11511137
Four Heavenly Kings,Q1068367
Fourth Green Wood Star,Q11420096
Fuchi Shrine,Q11560360
Fuchū Hachiman-gū,Q124496783
Fudarakusan-ji,Q2585020
Fudoki,Q1194534
Fudoki Hill,Q11665453
Fudō-Ō Seirei Gaeshi,Q11361622
Fufeng,Q23997315
Fuha-no-Mojikunusunu,Q65266248
Fuji Omuro Asama Shrine,Q11395081
Fuji Rokusho Sengen Shrine,Q11457276
Fuji Sengen Shrine,Q11456094
Fuji Sengen Shrine (Fujioka City),Q11456096
Fujii-dera,Q6406788
Fujikiri Shrine,Q11622964
Fujiko (religion),Q11456201
Fujimi Industrial Complex,Q11456171
Fujimori Eiichi,Q11624426
Fujimoto Kannonyama Kofun,Q11624242
Fujinoki Tomb,Q3198273
Fujinomori Kofun,Q11622625
Fujinomori Shrine,Q11624434
Fujinomori Shrine (Kyoto),Q11624431
Fujinomori Shrine (Settsu),Q11624431
Fujioka,Q410451
Fujisaki Hachimangū,Q167146
Fujisan Hongū Sengen Taisha,Q653180
Fujisan Sengen Faith,Q11455920
Fujishima Shrine,Q11623940
Fujishima Shrine (Suwa Region),Q56883936
Fujishiro Suzuki clan,Q18224450
Fujishiro Ōji Shrine,Q3090605
Fujita Memorial Garden,Q11624898
Fujiwara Four Brothers,Q11623114
Fujiwara clan,Q641628
Fujiwara no Hideyasu,Q11623437
Fujiwara no Ishi,Q5507516
Fujiwara no Kiyoko,Q5507528
Fujiwara no Koshi,Q1054835
Fujiwara no Otomuro,Q2110461
Fujiwara no Seishi,Q5507542
Fujiwara no Tadabumi,Q2714781
Fujiwara no Taishi (died 794),Q11623232
Fujiwara no Tashi,Q5368838
Fujiwara no Yorimune,Q10514093
Fujiwara no Yorinaga,Q718947
Fujiwara no Ōshima,Q45830084
Fukabuchi-no-Mizuyarehana,Q65272471
Fukagawa Fudō-dō Temple,Q11495650
Fukakahano Shrine,Q135038767
Fukamisono Shrine,Q135038956
Fukashi Shrine,Q11560040
Fukaya Festival,Q21654380
Fukiishi,Q11621213
Fukko Shinto,Q11489378
Fukudō,Q11630077
Fukui Gokoku Shrine,Q11591507
Fukui Shrine,Q11591715
Fukunaga Shrine,Q18339120
Fukuoka Gokoku Shrine,Q11592931
Fukura Tenmangū,Q17210918
Fukurokuju,Q780797
Fukushima Gokoku Shrine,Q11593728
Fukushima Waraji Festival,Q11592992
Fukuyama,Q298595
Fukuyama Hachimangū,Q11592011
Fukuyama Plain,Q22124825
Fumon-ji,Q11514632
Fumori Shrine,Q11486084
Funabaru Kofun,Q48745414
Funabashi Country Club,Q106852897
Funadamano Shrine,Q135098901
Funagata Mokkan,Q11613767
Funagata Sarcophagus,Q11613771
Funagoya Onsen,Q11614026
Funakiyama Kofun cluster,Q85883305
Funakoshi Shrine (Shima),Q11614345
Funayama Shrine,Q119929665
Funazu Shrine,Q136730368
Funazukayama Kofun,Q11613757
Fune Kofun,Q65242001
Funerary practices of the Yayoi period,Q11487466
Funi-kawachi-no-Kuni-no-Miyatsuko,Q11395443
Funozuno,Q65266238
Furikamui,Q11333760
Furogu Shrine,Q11282543
Furu Ruins,Q55539485
Furufu Shrine,Q11613492
Furuichi Kofun Cluster,Q4250076
Furukusu Shrine,Q11411303
Furukusu Shrine (Kakegawa City),Q11411305
Furumiya Kofun,Q11411029
Furutama-no-Mikoto,Q106241380
Furutsu Hachimanyama Site,Q11411419
Furutsuka Kofun,Q55522042
Furutsuki Cave Tombs,Q125287943
Furyū-odori,Q11665528
Fuse Kofun,Q104696645
Fuse Shrine,Q11480766
"Fuse Shrine (Sanuki, Kagawa)",Q134892521
Fushimi Inari-taisha,Q714828
Fushimi Momoyama Mausoleum,Q10885331
Fuso-kyo,Q11497295
Futaarayama shrine,Q95932360
Futago Kofun,Q27355637
Futagoyama Kofun,Q11371448
Futagozuka Kofun,Q16767304
Futagozuka Kofun (Fukuyama),Q11371445
Futagozuka Kofun (Hadano),Q44705270
Futagozuka Kofun (Ikeda),Q80363004
Futagozuka Kofun Group,Q45344738
Futahashira Shrine,Q110128368
Futajiiri-hime,Q65248127
Futakami Mountain,Q11371269
Futako Shrine,Q21480958
Futami Okitama Shrine,Q64969614
Futamino Shrine,Q135038964
Futarasan shrine,Q701927
Futatsuzuka Kofun,Q11371232
Futatsuzuka Kofun (Sendai),Q11371433
Futazuka Kofun (Katsuragi),Q11502181
Futazuka Kofun (disambiguation),Q11371433
Futazukayama Kofun (Setouchi City),Q55523155
Futemimi,Q65266228
Futemma-gū,Q11514556
Futen Calendar,Q11600011
Futodama,Q11059539
Futon Daiko,Q11277203
Futonotono Shrine,Q135038839
Futsu-no-mitama,Q11059754
Futsuno Shrine,Q135039005
Futsunushi,Q1107286
Fuyo Jingū,Q11246131
Fūjin,Q1483957
Fūko,Q11458391
Gaikan,Q11430413
Gakkō River,Q11515864
Gakusei,Q11448123
Gaoshi Shrine,Q21449537
Garandoya Kofun,Q11296246
Gassan Shrine,Q11516052
Geki diaries,Q11516660
Gekkō-ji Temple,Q11516163
Gekū Sando,Q42387615
General Indications for hot spring use,Q11353079
Genkai Sea,Q498047
Genkan,Q1207721
Genshi-sai,Q11387821
Genshitsu,Q11572272
Gero Onsen,Q11360701
Ghost calendar,Q11262936
Giboshi,Q3105399
Gifu Gokoku Shrine,Q870911
Gifu Shichifukujin,Q128866486
Ginkaku-ji,Q257473
Gion,Q926312
Gion Faith,Q11588425
Gion Matsuri,Q979873
Gion Shrine (Hyōgo),Q11588444
Gion Shrine (Kurashiki),Q11588443
Gion and Tenno Festivals,Q17221495
Gion shrines,Q11588442
Gion Ōtsukayama Kofun,Q116694244
Gion-zukuri,Q11588450
Gionyama Kofun,Q55527878
Gion‐Nagasuka Kofun Group,Q11588419
Glossary of Japanese Buddhism,Q16056316
Glossary of Shinto,Q5571704
Gobyoyama Kofun,Q11489009
Gobyō Omotezuka Kofun,Q109703825
Gobyō-no-Kofun,Q11489010
Gogazuka Kofun,Q17219916
Gogo Island,Q11613384
Gohei,Q1011372
Gohonzon,Q1410999
Gojo Tenjin Shrine (Tokyo),Q2115862
Gojō Tenjin Shrine,Q11372505
Gojō Tenjin-gū,Q11372506
Gokasho Futagozuka Kofun,Q28608905
Gomate-dai 16-gō Kofun,Q11611811
Gongen,Q3080343
Gonkan,Q11542306
Gorintō,Q304906
Goryo Shrine,Q11489356
"Goryo Shrine (Miyamae, Fujisawa)",Q20044399
Goryō,Q3273210
Goryō Shrine (Aritagawa),Q11489360
Goryō Shrine (Fukuchiyama),Q11489361
"Goryō Shrine (Hatori, Fujisawa)",Q11489356
Goryō Shrine (Kamakura City),Q11489364
"Goryō Shrine (Miyamae, Fujisawa)",Q20044399
Goryō Shrine (Nara),Q22118758
Goryō Shrine (Osaka),Q11489357
Goryō Shrine (Reianji-chō),Q30924976
Goryū Sontakuin,Q11372540
Gorōyama kofun,Q5587116
Gosashi Kofun,Q5587136
Gosekku,Q2267217
Gosha Shrine (Ikeda),Q11372583
Gosha Suwa Shrine,Q11372582
Goshiki Sōmen,Q11372637
Goshikizuka (Sentsubo) Kofun,Q1538541
Gosho Shrine (Sammu City),Q11372414
Goshoyama Kofun,Q24866206
Goso,Q11487759
Government of Japan,Q1190574
Government-General of Korea,Q125097168
Governor (Japan),Q11424440
Gozu Tennō,Q11570247
Gozu Tennō Faith in Tatebayashi,Q97310560
Goō Shrine,Q11632526
Grand Festival,Q11438341
Great Buddha Hall of Hōkō-ji,Q11374178
Great Buddha of Tōdaiji,Q11526469
Guardian deities,Q131278957
Guchūreki,Q11393744
Guidelines for Mineral Spring Analysis,Q11649886
Gunji,Q4152149
Gunma Gokoku Shrine,Q11609908
Gunma Prefectural Museum of History,Q20982941
Gunshūfun,Q11609514
Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Q1333330
Gyogan-ji,Q10919351
Gyokugan,Q17990421
Gyōda Futagoyama Kofun,Q11371449
Gyōjazuka Kofun,Q11626191
Gèn (Bagua),Q2068902
Gōdo Kofun Cluster,Q17218920
Gōzoku,Q84066
