Q16	Canada
Q120077179	ema hall
Q120324086	Araki Shrine (Uchi district)
Q120367107	1911 Encyclopædia Britannica/Titles of Honour
Q120768597	comedic pronunciation
Q123110205	Category:Kasuga-taisha
Q123115222	Ichihara Shrine
Q123118271	Tenjintakuzudama Shrine
Q123144581	Kasugataisha Museum
Q123179471	Sawa Shrine
Q123407493	MediaWiki instance
Q123560817	Armenian Soviet Encyclopedia, vol. 1
Q123562959	redirected to GRE portal
Q123694075	NADD Wikidata project
Q123911807	The American Cyclopædia (1879)/Japan
Q124007594	1911 Encyclopædia Britannica/Title
Q124012281	The New Student's Reference Work/Japan
Q124355710	Category:Fushimi Inari-taisha
Q124357345	Category:Hiyoshi Taisha
Q124453846	Digital Scriptorium Catalog
Q124466120	Category:Matsunoo Taisha
Q124496786	Iwafune Shrine
Q124496790	Mishima Shrine
Q124737633	Armenian Soviet Encyclopedia, vol. 6
Q125316983	Kasuga shrine (worship)
Q125324170	Yasaka shrine
Q125339990	Sannō shrine
Q125340012	Hiyoshi shrine
Q125471262	nationwide forecast area
Q126004612	noh stage
Q126285710	Koutari Shrine
Q126709405	Kunitsuhiko-no-Mikoto Shrine
Q127385116	conflation of cause or process and effect
Q127588655	Kitano Tenmangū Hōmotsuden
Q127783765	Amasashihikonomikoto Shrine
Q128243238	Category:Hirota Shrine
Q128866991	Isekuruma Shrine
Q130467017	aratama
Q130689009	Tomari Shrine
Q130751856	Wikipedia article
Q130958401	Shintō Encyclopedia
Q131227053	Ono Shrine
Q131308401	Countries (K-samsök/GeoNames)
Q131385616	Felo
Q131456780	Tomi Shrine
Q131924351	Mishimada Shrine
Q131925942	Hihayo Tenjin Shrine
Q131932258	Kumaku Shrine
Q133449656	type of work
Q133871968	Heguri Shrine
Q133940165	Hinamajihimemikoto Shrine
Q134887071	Nireyama Shrine
Q134888232	Sugata Shrine
Q134888243	Kushitama-hime-no-Mikoto Shrine
Q134888252	Mishima Shrine
Q134888891	Kushitamahime-no-Mikoto Shrine
Q134888898	Kai Shrine (Kinokawa)
Q134893088	Takanawa Shrine
Q134893097	Sugatahime Shrine
Q134893134	Inakami Shrine
Q134893135	Hayatamawakenomikoto Shrine
Q134893136	Ishifu Shrine
Q134893137	Kunihashiramikoto Shrine
Q134893138	Tago Shrine
Q134923781	Niiharu Shrine
Q134926154	Ubaihoumei Shrine
Q134926216	Mishima Shrine
Q134926458	Hatsuhime Shrine
Q134926697	Miwa Shrine (Fujieda)
Q134926700	Azusawakenomikoto Shrine
Q134926805	Tachi Shrine
Q134926816	Ita Shrine
Q134926830	Ikamashi Shrine
Q134926847	Nagahama Shrine
Q134926921	Nagoya Shrine
Q134926963	Himemiya Shrine
Q134926975	Ikeda Shrine
Q134927674	Hachiman Shrine (Otoi)
Q134927823	Nyūkawa Shrine
Q134928492	Takahashi Shrine
Q134928573	Minowa Shrine
Q134928574	Kuwato Shrine
Q134928597	Ogawaizumisui Shrine
Q134928802	Awabitamashiratama-hime-no-Mikoto Shrine
Q134928901	Komagata-Ōshige Shrine
Q134930277	Ninomiya Shrine
Q134930376	Hajikama Shrine
Q134930396	Tamatsukuri Shrine
Q134930702	Kunitama Shrine
Q134930718	Ogushi Shrine
Q134930730	Sengen Shrine (Shimoda)
Q134930739	Shizuma Shrine
Q134930744	Mishima Shrine (Shimoda)
Q134953958	Q134953958
Q134954039	Q134954039
Q134972145	Wikimedia article covering two opposite properties or topics
Q134986912	Kifune shrine
Q134986940	Miwa shrines
Q134987079	shrine dedicated to Empress Jingū
Q135009906	massha
Q135018062	Engishiki seat
Q135019513	Ama-no-Iwato-wake no Kami Shrine
Q135019813	Ikushima no Mikannaki-no-matsuru-kami Shrine
Q135020545	Sono Shrine
Q135020550	Kara Shrine
Q135021836	Miketsuno Shrine
Q135021838	Honoikatsuchino Shrine
Q135021839	Takabeno Shrine
Q135021840	Ohomiyahiheno Shrine
Q135021842	Sakatonono Shrine
Q135021843	Narukamino Shrine
Q135021845	Futonotonomikotono Shrine
Q135021846	Kushimachinomikotono Shrine
Q135021848	Hayabusa Shrine
Q135022834	Engishiki subshrine
Q135022904	Shikinai Ronsha
Q135022918	Shikinai Successor
Q135024354	Otokuni-nimasuo Hoikatsuchino Shrine
Q135027310	Niwabi no kami Shrine
Q135027312	Ama no iwa to wake no kami Shrine
Q135037878	Kokugakuin University Shrine database (old)
Q135038739	Ishitsukurino Shrine
Q135038740	Hashiritano Shrine
Q135038741	Mitanino Shrine
Q135038745	Ohotoshino Shrine
Q135038747	Matano Shrine
Q135038751	Ihaino Shrine
Q135038752	Kamukahano Shrine
Q135038753	Kogano Shrine
Q135038755	Suharano Shrine
Q135038756	Irino Shrine
Q135038757	Wochikahano Ochikaha Shrine
Q135038767	Fukakahano Shrine
Q135038768	Ochikaha-no-Mikami-no Shrine
Q135038769	Amatsu-ihatowakewaka-himeno Shrine
Q135038770	Tomouchino Shrine
Q135038772	Izumo-no-winoheno Shrine
Q135038773	Izumotakanono Shrine
Q135038774	Kamoyamaguchino Shrine
Q135038775	Kamonohanino Shrine
Q135038776	Wono Shrine
Q135038778	Matono Shrine
Q135038780	Suhano Shrine
Q135038781	Itatano Shrine
Q135038782	Kamonokahāhini Shrine
Q135038783	Kamowokamotono Shrine
Q135038784	Mitsuno Shrine
Q135038785	Ohoshihano Shrine
Q135038786	Shinmei-sha
Q135038787	Katayamanomikono Shrine
Q135038788	Ohokurano Shrine
Q135038790	Asukatano Shrine
Q135038791	Mahatakino Shrine
Q135038792	Uchino Shrine
Q135038794	Amanohohinomikotono Shrine
Q135038795	Uchikuwochikatano Shrine
Q135038797	Ihatano Shrine
Q135038798	Aramino Shrine
Q135038799	Isetano Shrine
Q135038800	Murokino Shrine
Q135038801	Suchino Shrine
Q135038802	Kuhiwokano Shrine
Q135038803	Takano Shrine
Q135038804	Ahano Shrine
Q135038805	Sagano Shrine
Q135038806	Sakayano Shrine
Q135038807	Kannahino Shrine
Q135038808	Tenjin-sha
Q135038809	Chigi Shrine
Q135038810	Wakinoni- Shrine
Q135038811	Kamuharano- Shrine
Q135038812	Sakarakano Shrine
Q135038813	Wokatanokuno Shrine
Q135038814	Sawokano Shrine
Q135038815	Unatarinimasutakamihino Shrine
Q135038816	Waninimasu Akasakahiko Shrine
Q135038817	Anafukino Shrine
Q135038818	Wanishimono Shrine
Q135038836	Naratsuhiko Shrine
Q135038837	Kamuhatano Shrine
Q135038838	Taka- Shrine
Q135038839	Mori Shrine
Q135038840	Ihefuseno Shrine
Q135038841	Yakifu- Shrine
Q135038842	Misakiharanoiwatachinomikoto Shrine
Q135038843	Amenoihasuhino Shrine
Q135038844	Ihotachino Shrine
Q135038845	Tsufunomiakata- Shrine
Q135038846	Sakino Shrine
Q135038847	Tatsutahiko & Tatsutahimeno Shrine
Q135038931	Kanwokano Shrine
Q135038947	Honoikatsuchino Shrine
Q135038948	Uheno Shrine
Q135038949	Tatano Shrine
Q135038950	Kosenoyamakuchino Shrine
Q135038951	Ooanamochino Shrine
Q135038952	Ohokura- Shrine
Q135038953	Katsuragi-shitori-niimasuameno-hatsuchino-mikoto Shrine
Q135038954	Kanamurano Shrine
Q135038955	Katsuragimiagatano Shrine
Q135038956	Fukamisono Shrine
Q135038957	Shitsumino Shrine
Q135038958	Taimayamaguchi Shrine
Q135038959	Taimayamakuchino Shrine
Q135038960	Ohosakanoyamakuchi Shrine
Q135038961	Ishino Shrine
Q135038962	Atahimeno Shrine
Q135038964	Futamino Shrine
Q135038965	Miyasakinonarukamino Shrine
Q135038966	Honoikatsuchino Shrine
Q135038967	Takamakishino Shrine
Q135038968	Wochisomano Shrine
Q135038969	Takamanoyamasatawono Shrine
Q135038970	Hitowoseno Shrine
Q135038971	Yoshinonoyamakuchino Shrine
Q135038972	Niukawakami Shrine
Q135038973	Takahokono Shrine
Q135038974	Kahakamikashihono Shrine
Q135038975	Ihatano Shrine
Q135038977	Utamikomarino Shrine
Q135038978	Katono- Shrine
Q135038979	Nifuno Shrine
Q135038980	Mukumotono Shrine
Q135038981	Takatsunono Shrine
Q135038982	Umasakahimeno Shrine
Q135038983	Miino Shrine
Q135038984	Okada-no-ohatame Shrine
Q135038985	Miwanomikomimusuhime- Shrine
Q135038986	Sakuramino Shrine
Q135038987	Tsurukinushino Shrine
Q135038988	Murofunoriuketsuno Shrine
Q135038989	Tsukanakino Shrine
Q135038990	Makimuku- Shrine
Q135038991	Wosata- Shrine
Q135038992	Hase-Yamaguchi-Niimasu Shrine
Q135038993	Ekurino Shrine
Q135038994	Minakuchino Shrine
Q135038995	Kuhauchino Shrine
Q135038996	Hikitano Shrine
Q135038997	Utayorino- Shrine
Q135038998	Inashirono Shrine
Q135038999	Wakasakurano Shrine
Q135039000	Nabekurano Shrine
Q135039001	Takayaaheno Shrine
Q135039002	Chishirono Shrine
Q135039003	Himekuhano Shrine
Q135039005	Futsuno Shrine
Q135039006	Itowino Shrine
Q135039007	Kakamitsukuriitano Shrine
Q135039008	Kosenoyama-ihakura- Shrine
Q135039009	Sakinosuno Shrine
Q135039010	Harutano Shrine
Q135039011	Kayanarumino Shrine
Q135039012	Asuka Kawakami-ni-Imasu Usutakihime-no-Mikoto Shrine
Q135039013	Higashiohotanihimenomikoto Shrine
Q135039015	Kuretsuhikono Shrine
Q135039016	Kahamatano Shrine
Q135039017	Ketsuwakino Shrine
Q135039018	Ohotoshino Shrine
Q135039019	Hatano Shrine
Q135039020	Mitoshino Shrine
Q135039021	Torisakano Shrine
Q135039022	Takinomotono Shrine
Q135039023	Kosetsuhiko-no-Mikoto Shrine
Q135039024	Amatsuihatowakeno Shrine
Q135039025	Hatamikawino Shrine
Q135039026	Ifukiikatsuchi- Shrine
Q135039027	Meharano- Shrine
Q135039028	Ihareyamakuchino Shrine
Q135039029	Unehino- Shrine
Q135039030	Taketano Shrine
Q135039031	Sakatono Shrine
Q135039032	Koheno Shrine
Q135039033	Amanokakoyamano- Shrine
Q135039034	Shitawi Shrine
Q135039035	Yamahenomiakatano- Shrine
Q135039036	Shiratsutsumino Shrine
Q135039037	Yafukino Shrine
Q135039038	Tsukenoyamakuchino Shrine
Q135039044	Hafuritano Shrine
Q135039045	Ihakamiichino Shrine
Q135039046	Shimobeno Shrine
Q135039047	Itsumotakewono Shrine
Q135039099	Komamakurataka Misanusubi Shrine
Q135039105	Karai Shrine (Yamato Province)
Q135039106	Hokkederaza Shrine
Q135039108	Tokarino Shrine
Q135039109	Takayano Shrine
Q135039111	Morimotono Shrine
Q135039112	Hakutahikono Shrine
Q135039113	Hakutahimeno Shrine
Q135039114	Kanayamahikono Shrine
Q135039115	Kanayamahimeno Shrine
Q135039116	Ohokomano Shrine
Q135039117	Wakayamatohimeno- Shrine
Q135039118	Wakayamatohimeno- Shrine
Q135039119	Tsufukumino Shrine
Q135039120	Tsuharano Shrine
Q135039121	Kashinashino Shrine
Q135039122	Ohotsuno Shrine
Q135039123	Kuriharano Shrine
Q135039124	Mitsukuweno Shrine
Q135039125	Takamiyano Shrine
Q135039126	Takamiyaohomorino Shrine
Q135039127	Kunakano Shrine
Q135039129	Tsushimabeno Shrine
Q135039130	Hosoyano Shrine
Q135039131	Sakahino Shrine
Q135039132	Ihatano Shrine
Q135039133	Kahamatano Shrine
Q135039134	Yukeno Shrine
Q135039135	Tsuruyumishimano Shrine
Q135039136	Okiheno Shrine
Q135039138	Uhano Shrine
Q135039139	Katsurano Shrine
Q135039140	Nakamurano Shrine
Q135039141	Kamotakatano Shrine
Q135039142	Hamukosono Shrine
Q135039143	Michiheno Shrine
Q135039144	Komano Shrine
Q135039145	Tsurumino Shrine
Q135039146	Shikiakatanushino Shrine
Q135039147	Nakanono Shrine
Q135039148	Shikino Shrine
Q135039149	Kurotano Shrine
Q135039150	Makimotono Shrine
Q135039152	Tachibino Shrine
Q135039153	Ichiimotono Shrine
Q135039154	Tawino Shrine
Q135039155	Mikafutsunomikoto Shrine
Q135039156	Hikosajifutsunomikoto Shrine
Q135039157	Yamanowino Shrine
Q135039158	Ohotorino Shrine
Q135039159	Woshihakeno Shrine
Q135039160	Ikukunino Shrine
Q135039161	Kaden Shrine
Q135039162	Ihatsutano- Shrine
Q135039163	Kunino Shrine
Q135039165	Kamo Shrine
Q135039167	Ohotorimihahino Shrine
Q135039168	Ohotoriwiseno Shrine
Q135039169	Ohamano Shrine
Q135039170	Sakanouheno Shrine
Q135039171	Ohotoshino Shrine
Q135039172	Hakatano Shrine
Q135039173	Ahano Shrine
Q135039174	Soneno Shrine
Q135039175	Arihono Shrine
Q135039177	Hokurano Shrine
Q135039180	Itsumino Shrine
Q135039181	Kusumotono Shrine
Q135039182	Ahachino Shrine
Q135039185	Hatano Shrine
Q135039186	Marokasa Shrine
Q135039188	Wokamino Shrine
Q135039190	Kamusakino Shrine
Q135039191	Hihashiri Shrine
Q135039192	Kakitano Shrine
Q135039193	Hatano Shrine
Q135039194	Kutamano Shrine
Q135039195	Okamino Shrine
Q135039196	Himekamino Shrine
Q135039197	Kusatsuohotoshino Shrine
Q135039198	Nakatomisumuchino Shrine
Q135039200	Sumuchisoneno Shrine
Q135039202	Himekosono Shrine
Q135039208	Nihiyano- Shrine
Q135039210	Sukukuno Shrine
Q135039214	Hashiriochino Shrine
Q135039216	Mishimakamono Shrine
Q135039217	Isanakino Shrine
Q135039219	Iketano Shrine
Q135039221	Iwashitsuno Shrine
Q135039222	Wokatano Shrine
Q135039223	Ohokuninushino Shrine
Q135039225	Kineno Shrine
Q135039227	Kusasa Shrine
Q135039228	Nomano Shrine
Q135039229	Utsukano Shrine
Q135039231	Hatakino Shrine
Q135039234	Suchiarakino Shrine
Q135039235	Makiyamano Shrine
Q135039237	Womiyano Shrine
Q135039241	Tosakano Shrine
Q135039244	Ahano Shrine
Q135039245	Ashino Shrine
Q135039247	Kineno Shrine
Q135039249	Tamorino Shrine
Q135039250	Hichino Shrine
Q135039251	Hihikino Shrine
Q135039252	Hishikino Shrine
Q135039254	Ida Shrine
Q135039255	Witano Shrine
Q135039256	Womi- Shrine
Q135039257	Takaseno Shrine
Q135039258	Sakatono Shrine
Q135039259	Nawino Shrine
Q135039260	Unanenofushimino Shrine
Q135039261	Isanakino Shrine
Q135039262	Tsukiyomino Shrine
Q135039263	Iso Shrine
Q135039264	Naraharano Shrine
Q135039265	Ohokunitamahimeno Shrine
Q135039266	Kaharano- Shrine
Q135039267	Kamusakino Shrine
Q135039268	Wemurano Shrine
Q135039269	Kiyonowihano Shrine
Q135039270	Raiden Shrine
Q135039271	Kansha Shrine
Q135039272	Kasuyano Shrine
Q135039274	Take Shrine
Q135039275	Nakano Shrine
Q135039276	Womino Shrine
Q135039277	Afukamuyamano Shrine
Q135039278	Nanamino Shrine
Q135039279	Iwoumino Shrine
Q135039280	Hayashino Shrine
Q135039281	Afukano- Shrine
Q135039282	Moruyamano Shrine
Q135039283	Unisakurano Shrine
Q135039284	Unino Shrine
Q135039285	Amatamitsu- Shrine
Q135039287	Afukakotano- Shrine
Q135039288	Kishino Shrine
Q135039289	Urufutsuno Shrine
Q135039290	Amanokagoyamano Shrine
Q135039291	Anashino Shrine
Q135039292	Nakaretano Shrine
Q135039294	Hatada Shrine
Q135039295	Ihatano Shrine
Q135039296	Hichino Shrine
Q135039297	Sakikurusuno Shrine co-EnShrinement
Q135039298	Takeohoyotono Shrine
Q135039299	Takesasafueno Shrine
Q135039300	Oikurano Shrine
Q135039301	Isawano Shrine
Q135039302	Mureno Shrine
Q135039303	Unino Shrine
Q135039304	Kunarino Shrine
Q135039305	Ohokunitamano Shrine
Q135039306	Ohowakeno Shrine
Q135039307	Hitsukurano Shrine
Q135039308	Isonokamino Shrine
Q135039309	Ironouheno Shrine
Q135039310	Ohokushino Shrine
Q135039311	Ohitano Shrine
Q135039312	Ihasakino Shrine
Q135039313	Kamukakino Shrine
Q135039314	Tachinono Shrine
Q135039315	Ohomuwano Shrine Co-Enshrinement
Q135039316	Mononoheno Shrine Co-Enshrinement
Q135039317	Kasechino Shrine
Q135039319	Nifunonakano Shrine
Q135039320	Horisakano Shrine Co-Enshrinement
Q135039321	Kunitsuno Shrine
Q135039322	Hatano Shrine
Q135039323	Mononoheno Shrine
Q135039324	Inahano Shrine
Q135039325	Sukano Shrine
Q135039326	Asakano Shrine
Q135039327	Hateno Shrine
Q135039328	Wokahano Shrine
Q135039329	Iyamano Shrine
Q135039330	Kahaahino Shrine
Q135039332	Toshitano Shrine
Q135039333	Okisomeno Shrine
Q135039334	Ohoichino Shrine
Q135039335	Shifumino Shrine
Q135039337	Wonino Shrine
Q135039338	Minoyano Shrine
Q135039339	Ayutano Shrine
Q135039340	Wokahachino Shrine
Q135039341	Hisatsuchino Shrine
Q135039342	Karahino Shrine
Q135039343	Funayamano Shrine
Q135039344	Inō Jinja
Q135039345	Kawarano Shrine
Q135039346	Tawino Shrine
Q135039347	Ohonokosono Shrine
Q135039348	Kotoimino Shrine
Q135039349	Sakawino Shrine
Q135039351	Wosakino Shrine
Q135039352	Hisatsuchino Shrine
Q135039353	Ihatsumino Shrine
Q135039354	Minefurino Shrine
Q135039355	Hatorino Shrine
Q135039356	Yokomichino- Shrine
Q135039357	Kurumano Shrine
Q135039358	Kahamatano Shrine
Q135039361	Makiwono Shrine
Q135039362	Shihakakino Shrine
Q135039363	Amenohitokuhatano Shrine
Q135039364	Wokishino- Shrine
Q135039365	Ohowino Shrine
Q135039366	Miyakeno Shrine
Q135039367	Eno Shrine
Q135039368	Fukeno Shrine
Q135039370	Nakaseno Shrine
Q135039371	Oshiyamano Shrine
Q135039372	Mimukono Shrine
Q135039374	Takaichino Shrine
Q135039375	Mitsukakino Shrine
Q135039376	Kishino Shrine
Q135039377	Onitano Shrine
Q135039378	Kahano Shrine
Q135039379	Yagino Shrine
Q135039380	Okabuto Shrine
Q135039381	Wokahano Shrine
Q135039382	Ihinono Shrine
Q135039383	Kukushimino Shrine
Q135039385	Takawokano Shrine
Q135039387	Ohokino Shrine
Q135039388	Ashikano Shrine
Q135039389	Yafutano Shrine
Q135039390	Sukino Shrine
Q135039391	Fukatano Shrine
Q135039392	Hashino Shrine
Q135039393	Ohokano- Shrine
Q135039394	Etano Shrine
Q135039395	Kafuno Shrine
Q135039396	Kamusakino Shrine
Q135039397	Wokosono Shrine
Q135039398	Ashimitano Shrine
Q135039399	Tsuhakikishino Shrine
Q135039400	Ikarukano Shrine
Q135039401	Noharano Shrine
Q135039403	Kirutano Shrine
Q135039404	Isoheno Shrine
Q135039405	Usakikamino Shrine
Q135039406	Ohowano Shrine
Q135039407	Tahikano Shrine
Q135039411	Toriiteno Shrine
Q135039414	Yasotsuminokurano Shrine
Q135039415	Shiteno Shrine
Q135039416	Mimitoshino Shrine
Q135039418	Mimitsuneno Shrine
Q135039419	Utsushitano Shrine
Q135039420	Kushitano Shrine
Q135039423	Ide Shrine
Q135039424	Uekurino Shrine
Q135039425	Fushino Shrine
Q135039426	Hotsumino Shrine
Q135039427	Sakurano Shrine
Q135039428	Wishirino Shrine
Q135039429	Nakakurano Shrine
Q135039430	Nahashirono Shrine
Q135039431	Haseno Shrine
Q135039432	Kamono Shrine
Q135039433	Ishino Shrine
Q135039434	Tanaheno Shrine
Q135039435	Winaheno Shrine
Q135039436	Totorinoyamatano Shrine
Q135039437	Totorino Shrine
Q135039438	Ohotanino Shrine
Q135039440	Kamono Shrine
Q135039441	Hoshikahano Shrine
Q135039442	Kuhanano Shrine
Q135039443	Sanofuno Shrine
Q135039444	Wotsuno Shrine
Q135039445	Woyamano Shrine
Q135039446	Noshirino Shrine
Q135039448	Wonono Shrine
Q135039449	Fukaeno Shrine
Q135039450	Nukatano Shrine
Q135039451	Uga Shrine
Q135039452	Nakatomino Shrine
Q135039453	Haseno Shrine
Q135039454	Tatsusaka Shrine
Q135039455	Ahashimano-isahano Shrine
Q135039456	Morokuhano Shrine
Q135039457	Kunitamano Shrine
Q135039458	Fuchishimano Shrine
Q135039459	Utashino Shrine
Q135039460	Yunokino Shrine
Q135039461	Ikuhano Shrine
Q135039462	Okamuno Shrine
Q135039463	Sakateno Shrine
Q135039464	Minuno Shrine
Q135039465	Hasokino Shrine
Q135039466	Harikumano Shrine
Q135039467	Nomino Shrine
Q135039469	Mokuhino Shrine
Q135039470	Chichihayano Shrine
Q135039471	Ihatono Shrine
Q135039473	Muroharano Shrine
Q135039474	Ohokuchino Shrine
Q135039475	Himefuno Shrine
Q135039476	Kahawano Shrine
Q135039477	Asawino Shrine
Q135039478	Kutano Shrine
Q135039479	Tsutsumiharino Shrine
Q135039480	Ishitsukurino Shrine
Q135039481	Chinono Shrine
Q135039482	Shihoeno Shrine
Q135039483	Fuchino Shrine
Q135039484	Tomoeno Shrine
Q135039491	Anahoheno Shrine
Q135039492	Ufusunano Shrine
Q135039494	Kahashimano Shrine
Q135039497	Inakino Shrine
Q135039498	Ishitsukurino Shrine
Q135039499	Ikakaharano Shrine
Q135039500	Yamanano Shrine
Q135039501	Morokuhano Shrine
Q135039503	Ikutano Shrine
Q135039505	Takumino Shrine
Q135039506	Narumi- Shrine
Q135039507	Ketsurikurino Shrine
Q135039508	Takumino Shrine
Q135039512	Tachinono Shrine
Q135039513	Witeno Shrine
Q135039514	Wokuchino Shrine
Q135039515	Shihomichino Shrine
Q135039516	Hitano Shrine
Q135039517	Ueno Shrine
Q135039518	Toyamano Shrine
Q135039520	Katayamano Shrine
Q135039521	Kuniharano Shrine
Q135039522	Mutsushino Shrine
Q135039524	Takamuno Shrine
Q135039526	Takeno Shrine
Q135039527	Katayamano Shrine
Q135039528	Ohomeno Shrine
Q135039529	Hitsushino Shrine
Q135039530	Kahashimano Shrine
Q135039531	Wokuchino Shrine
Q135039533	Kaneno Shrine
Q135039534	Wanirano Shrine
Q135039536	Tanahatano Shrine
Q135039537	Watano Shrine
Q135039538	Shifukahano Shrine
Q135039539	Ohonokino Shrine
Q135039540	Woharino Shrine
Q135039541	Oi Shrine
Q135039542	Sakanihano Shrine
Q135039543	Wohariheno Shrine
Q135039545	Ishitsukurino Shrine
Q135039546	Kamutsuchikamano Shrine
Q135039548	Shimotsuchikamano Shrine
Q135039551	Mitano Shrine
Q135039552	Takamuno Shrine
Q135039553	Kaharano Shrine
Q135039554	Harinano Shrine
Q135039555	Ifuno Shrine
Q135039556	Mononoheno Shrine
Q135039558	Hikowakamikono Shrine
Q135039559	Irumino Shrine
Q135039560	Akuhino Shrine
Q135039562	Hatsuno Shrine
Q135039563	Nomino Shrine
Q135039564	Nogami Shrine
Q135039565	Hyōzu Shrine
Q135039568	Ihono Shrine
Q135039570	Hirosahano Shrine
Q135039571	Hahiho Shrine
Q135039572	Washitorino Shrine
Q135039573	Sakamutono Shrine
Q135039574	Hinakano Shrine
Q135039575	Hisono Shrine
Q135039576	Kataharano Shrine
Q135039577	Mitsuno Shrine
Q135039578	Akahikono Shrine
Q135039579	Ashino Shrine
Q135039580	Tadaki Shinmeigu
Q135039581	Wihanano Shrine
Q135039582	Oomuwano Shrine
Q135039583	Tsunosakuhikono Shrine
Q135039584	Tsumorino Shrine
Q135039586	Okino Shrine
Q135039587	Sokonomitachino Shrine
Q135039588	Kakuruno Shrine
Q135039590	Wotsuno Shrine
Q135039591	Ninomiya Shrine
Q135039592	Hachisakino Shrine
Q135039593	Ohosechino Shrine
Q135039594	Orono Shrine
Q135039595	Takane Shrine
Q135039596	Rokusho Shrine
Q135039597	Wakayamatono Shrine
Q135039598	Nakanono Shrine
Q135039599	Ohomikano Shrine
Q135039600	Torokuno Shrine
Q135039601	Inari Shrine
Q135039602	Ohoseno Shrine
Q135039603	Hatorino Shrine
Q135039604	Asahihatakano Shrine
Q135039605	Kokura Shrine
Q135039607	Irumino Shrine
Q135039608	Tanakano Shrine
Q135039609	Mioyano Shrine
Q135039610	Mikonokamino Shrine
Q135039612	Hakiharano- Shrine
Q135039614	Wokunino Shrine
Q135039616	Mumanushino Shrine
Q135039617	Yamanano Shrine
Q135039618	Koneno Shrine
Q135039619	Shimanano Shrine
Q135039620	Kohoriheno Shrine
Q135039621	Masakuno Shrine
Q135039622	Narano Shrine
Q135039623	Ohokusuno Shrine
Q135039624	Hatoritano Shrine
Q135039625	Ihitsusawano Shrine
Q135039626	Ashitsukino Shrine
Q135039628	Takehono Shrine
Q135039629	Nakatsu Shrine
Q135039630	Shirasahano Shrine
Q135039631	Toyotsumino Shrine
Q135039633	Fujino Shrine
Q135039635	Momosaha Shrine
Q135039636	Hafuhimeno- Shrine
Q135039637	Ikamuhimeno- Shrine
Q135039638	Sakitamahimeno- Shrine
Q135039639	Takemikakano- Shrine
Q135039641	Ihare- Shrine
Q135039642	Hayashino- Shrine
Q135039644	Katasukano- Shrine
Q135039645	Yasuno- Shrine
Q135039647	Nakichi- Shrine
Q135039648	Kamino- Shrine
Q135039649	Terano- Shrine
Q135039651	Takeishitsukino- Shrine
Q135039653	Ihanohimeno- Shrine
Q135039654	Sukihoko- Shrine
Q135039655	Ihakurawakeno- Shrine
Q135039656	Shiritakino Shrine
Q135039658	Minamikono Shrine
Q135039659	Achiko Shrine
Q135039660	Ihatewakeno- Shrine
Q135039661	Hotsusakeno- Shrine
Q135039662	Ohotsunoyukino- Shrine
Q135039663	Fusawokino Shrine
Q135039664	Sasaharahime- Shrine
Q135039666	Takama Shrine
Q135039667	Kamono Shrine
Q135039668	Fumunashino Shrine
Q135039669	Kutsumino Shrine
Q135039670	Ihatokono Shrine
Q135039671	Hiroseno Shrine
Q135039672	Ohoasano Shrine
Q135039673	Yanakihara Shrine
Q135039674	Homusuhino- Shrine
Q135039675	Hikitachikarano- Shrine
Q135039676	Ametsuseno- Shrine
Q135039677	Nakaohotoshino Shrine
Q135039678	Shinmei Shrine
Q135039679	Inamiyano- Shrine
Q135039681	Sengen Shrine (Ihakurano- Shrine)
Q135039683	Shinmei Shrine
Q135039684	Kamuheno Shrine
Q135039685	Mononoheno Shrine
Q135039687	Kahinano Shrine
Q135039688	Kurotonano Shrine
Q135039689	Kanasakurano Shrine
Q135039690	Matsunowono Shrine
Q135039691	Tamamorono Shrine
Q135039692	Ohowimatano Shrine
Q135039693	Yamanashiwokano Shrine
Q135039697	Kamuheno Shrine
Q135039702	Homino Shrine
Q135039703	Kasayano Shrine
Q135039704	Sakuno Shrine
Q135039705	Yukeno Shrine
Q135039706	Uhetono Shrine
Q135039708	Asamano Shrine
Q135039709	Nakawono Shrine
Q135039710	Hokotsukino Shrine
Q135039711	Hinokimine Shrine
Q135039713	Funagata Shrine
Q135039714	Kenoka Shrine
Q135039716	Toubu Shrine
Q135039717	Suwa Shrine
Q135039718	Suwa Shrine (Hirono Shrine)
Q135039719	Shirane Shrine
Q135039720	Takaheyano Shrine
Q135039721	Hihitano Shrine
Q135039722	Ohohano Shrine
Q135039724	Ihatatewono Shrine
Q135039725	Hietano Shrine
Q135039726	Sukiyamano Shrine
Q135039727	Wono Shrine
Q135039728	Ohomatonotsuno- Shrine
Q135039729	Anasahano- Shrine
Q135039730	Torakashiwa Shrine
Q135039731	Awowino Shrine
Q135039732	Atachino Shrine
Q135039733	Takehimeno Shrine
Q135039735	Yokomino Shrine
Q135039736	Takefuhikono Shrine
Q135039737	Ihahino Shrine
Q135039738	Itsumono- Shrine
Q135039739	Nakahikahano Shrine
Q135039740	Miyameno Shrine
Q135039741	Itsumonoihahino Shrine
Q135039742	Inanohimeno Shrine
Q135039743	Shirakamino Shrine
Q135039744	Tanakano Shrine
Q135039745	Narano Shrine
Q135039746	Imakiawoyasakainamino Shrine
Q135039747	Imakiawosakanoinamiaramitamano Shrine
Q135039748	Imakiawosakainaminoikekamino Shrine
Q135039749	Mukuno Shrine
Q135039750	Kumeda Shrine
Q135039751	Mimeno-amehirinohimeno- Shrine
