Q17	Japan
Q135070216	Hachiman Shrine
Q135070217	Takaokami Shrine
Q135070218	Kuniji Shrine
Q135070219	Sorahiko Shrine
Q135070220	Sorahiko Shrine (Bingo Province)
Q135070221	Chinamiyoruhiko Shrine
Q135070222	Chinamiyoruhiko Shrine (Bingo Province)
Q135070223	Kumage Shrine
Q135070224	Kamo Shrine
Q135070226	Ootoshi Shrine
Q135070229	Iwakumahachimanguu
Q135070230	Misaka Shrine
Q135070231	Funajihachimanguu
Q135070233	Futamata Shrine
Q135070234	Shuuhou Shrine
Q135070247	Shiozakihonyukimiya Shrine
Q135070255	Shizuki Shrine
Q135070256	Kumano Shrine
Q135070257	Kishikawa Shrine
Q135070258	Sannō Shrine
Q135070259	Kawakami Shrine
Q135070260	Kawakami Shrine (Awaji Province)
Q135070262	Kawakami Shrine (Tsuna district)
Q135070263	Hachiman Shrine
Q135070265	Tasun Shrine
Q135070269	Takehiro Shrine
Q135070272	Kamogami Shrine
Q135070273	Hachiman Shrine
Q135070275	Oota Shrine (Tasun Shrine)
Q135070276	Kamogami Shrine
Q135070277	Takakoshi Shrine
Q135070278	Junisho Shrine
Q135070280	Takekami Shrine
Q135070281	Tenkoyasaka Shrine
Q135070283	Shō Hachimangū
Q135070285	Takehiro Shrine
Q135070286	Hachidai Ryūō Shrine
Q135070287	Ken Shrine
Q135070288	Yasaka Shrine
Q135070289	Umaokanitta Shrine
Q135070294	Tenmurakumo Shrine
Q135070295	Shikishima Shrine
Q135070296	Sugio Shrine
Q135070297	Biyatsukan Shrine
Q135070298	Sugio Shrine
Q135070299	Nakauchi Shrine
Q135070301	Hachiman Shrine
Q135070303	Toyotamahime Shrine
Q135070305	Sarutahiko Shrine
Q135070307	Tenjin-sha
Q135070308	Oujiwatatsumi Shrine
Q135070309	Ōji Shrine
Q135070311	Inoue Hachiman Shrine
Q135070313	Kazunasaitomiso Shrine
Q135070314	Atsu Shrine
Q135070315	Gashibahime Shrine
Q135070316	Fuse Shrine
Q135070317	Zouta Shrine
Q135070318	Shinzen Shrine
Q135070319	Kasuga Shrine
Q135070320	Otokoyama Shrine
Q135070321	Tawa Shrine
Q135070323	Tsuruha Shrine
Q135070324	Oomori Shrine
Q135070325	Hikimiya Shrine
Q135070326	Uhei Shrine Hongu
Q135070328	Kanno Shrine
Q135070329	Unki Shrine
Q135070330	Unkihachimanguu
Q135070331	Kaasaryou Shrine
Q135070332	Kamo Shrine
Q135070334	O Shrine
Q135070335	Oujin Shrine
Q135070336	Himesaka Shrine
Q135070337	Mishima Shrine
Q135070339	Iyotsubikoinochi Shrine
Q135070341	Takisakamoto Shrine
Q135070342	Ōji-no-Miya
Q135070343	Tensekimonbetsuankokutamashutenjin Shrine
Q135070344	Tensekimonbetsuankokutamashutenjin Shrine (Tosa Province)
Q135070345	Minagi Shrine
Q135070346	Ise Mioya Shrine
Q135070347	Ise Amaterasu Mioya Shrine
Q135070348	Toyohime Shrine
Q135070350	Toyohime Shrine (Chikugo Province)
Q135070351	Hachiman Shrine
Q135070352	Nishikanta Shrine
Q135070353	Tsumakirishima Shrine
Q135070354	Kirishima Higashi Shrine
Q135070356	Kumano Shrine
Q135070357	Ataya Shrine
Q135070358	Hachiman Shrine
Q135070359	Hyōzu Shrine
Q135070361	Nakatsu Shrine
Q135070363	Shirasahachiman Shrine
Q135070367	Koroku Shrine
Q135098105	Nomino Shrine
Q135098229	Womino Shrine
Q135098806	Mimorono Shrine
Q135098813	Kahawinotsuki Shrine
Q135098815	Naruikatsuchino Shrine
Q135098820	Isagawa Awa Shrine
Q135098821	Hongu Shrine Yohaisho of Kasuga-taisha
Q135098825	Himukahino Shrine
Q135098830	Sai Shrine
Q135098832	Tamatsurano Shrine
Q135098833	Tsunakoshino Shrine
Q135098834	Anashinoohohiyauzuno Shrine
Q135098838	Hatorino Shrine
Q135098841	Murayano Shrine
Q135098844	Kususumino Shrine
Q135098850	Asukanoyamakuchino Shrine
Q135098855	Miko- Shrine
Q135098858	Hime- Shrine
Q135098861	Womori- Shrine
Q135098863	Yatsuki- Shrine
Q135098868	Kankosahino Shrine
Q135098871	Nutehikono Shrine
Q135098873	Nutehimeno Shrine
Q135098877	Mioyano Shrine
Q135098878	Kamono Shrine
Q135098881	Kasukaheno-Mikono Shrine
Q135098886	Nakarano Shrine
Q135098887	Sayamatsutsumino Shrine
Q135098895	Ame-no-Mikumari-toyoura Shrine
Q135098896	Nunotahimeno- Shrine
Q135098897	Tameno Shrine
Q135098901	Funadamano Shrine
Q135098903	Mitekurano Shrine
Q135098906	Natsukino Shrine
Q135098908	Ohomano- Shrine
Q135098911	Ohokahachino Shrine
Q135098912	Sumaromeno Shrine
Q135098916	Hatorinoitomano Shrine
Q135098921	Hatorinomatokata Shrine
Q135098926	Nakaretanouheno Shrine
Q135098932	Kuninomi Shrine
Q135098936	Kushitatsukimotono Shrine
Q135098940	Ushinihano Shrine
Q135098950	Nakushirino Shrine
Q135098951	Akatanushino Shrine
Q135098954	Ihano Shrine
Q135098955	Nakatono Shrine
Q135098956	Tsuhakino Shrine
Q135098958	Munakatano Shrine
Q135098960	Ohomitamano Shrine
Q135098962	Hisakino- Shrine
Q135098964	Awofusuma Shrine
Q135098968	Toyoikatsuchino- Shrine
Q135098970	Kaminari Mihashira Shrine
Q135098971	Ikuikatsuchi- Shrine
Q135098973	Amenomikono- Shrine
Q135098974	Sunami Wakamiko Shrine
Q135098975	Kamuheno Shrine
Q135098977	Ohotoshi- Shrine
Q135098979	Koshikino- Shrine
Q135098982	Kuniwichino- Shrine
Q135098983	Ishitsukurino Shrine
Q135098985	Tamatsukurino Shrine
Q135098987	Tsurukano Shrine
Q135098988	Ohomuwanoshimosakino Shrine
Q135098990	Ametotsurukino Shrine
Q135098991	Amehimewakamikono Shrine
Q135098992	Isanahikono Shrine
Q135098994	Amesusuno Shrine
Q135098997	Tamasasarahikono Shrine
Q135099001	Womushino Shrine
Q135099002	Achieno Shrine
Q135099006	Utakino Shrine
Q135099008	Hiinohayahikono Shrine
Q135099012	Kagutsuchino Shrine
Q135099013	Izumowokano Shrine
Q135099017	Katsurakihimeno Shrine
Q135099507	Kusumi Shrine
Q135100459	Shikinai Subshrine
Q135103456	Hibara Shrine
Q135105679	Dazai no Kami Shrine
Q135140087	Fuji Shrine
Q135155264	Kanasago Gokoku Shrine
Q135173654	Yodo Shrine Otabisho
Q135177159	Ōmori Kamo Shrine
Q135177170	Myōjin Hokora
Q135178095	Tomouchi-sha (Kitano Tenmangu Setsumatsusha)
Q135178793	Inoue-sha
Q135179289	Kamo Yamaguchi (Sawada) Shrine
Q135179342	Iwai Shrine
Q135179343	Konzō-ji Temple
Q135179806	Yamanomori Shrine
Q135179857	Itata Shrine former site
Q135179865	Kifune Shrine former site
Q135179886	Ruined Mahatakino shrine candidate
Q135179930	Ikomayamaguchi Shrine former site
Q135180033	Tanaka Shrine (Fushimi)
Q135180035	Asukata Shrine (Jōnan-gū subshrine)
Q135184979	Tatsutahiko and Tatsutahime Shrines
Q135184983	Hegurinoiwatoko Shrine former site
Q135185020	Kataoka Shrine Former Site
Q135185060	Takasumi Shrine
Q135185095	Makimuku ni imasu wa kamita majin Shrine
Q135185122	Kagami-tsukuri-ita Shrine
Q135185299	Kobe Shrine
Q135185301	Kobe Shrine (Sugaru Shrine)
Q135185347	Shiratsutsumino shrine former site
Q135185391	Takayano Shrine (Co-enShrinement)
Q135185400	Morimotono Shrine
Q135185428	Co-Enshrinement at Tamanooya Shrine
Q135185433	Mioya Shrine Old Site
Q135185436	Co-Enshrinement in Tamanoya Shrine
Q135185440	Kamo Shrine Remains
Q135185487	Taisha Mioya Shrine
Q135185489	Takamiyaohomorino shrine Former Site
Q135185533	Kusumi Shrine former site
Q135185562	Yuge Shrine
Q135185575	Nagara Shrine former site
Q135185614	Yokono Shrine former site
Q135185616	Tsurumino Shrine former site
Q135185621	Kusumoto Shrine (Minami Kinomoto)
Q135185623	Kusumoto Shrine (Kita Kinomoto)
Q135185626	Konda Hachimangū former site
Q135185635	Miyake Shrine (Matsubara) former site
Q135185639	Tawino Shrine former site
Q135185681	Co-Enshrinement of Hyōzu Shrine
Q135185682	Awa Shrine Site
Q135185705	Akaruhimenomikoto Shrine former site
Q135185797	Iwashizu Shrine
Q135186068	Izanagi-no-Miya
Q135186069	Izanami-no-Miya
Q135186074	Tsukiyomi Aramitama Shrine
Q135186086	Katata Shrine
Q135186128	Watara Kunimi Shrine former site
Q135186131	Kiyonowihano Shrine former site
Q135186136	Kawara Shrine
Q135186137	Co-Enshrinement of Kawara Shrine
Q135186139	Hinokijiri Shrine (identified with Kawarabuchi Shrine)
Q135186161	Kamimura Shrine (former site)
Q135186162	Rikyū‑in Site
Q135186163	Ikazuchi Shrine
Q135186165	Nijugohashira Shrine Co-Enshrinement
Q135186166	Sumaromeno Shrine former site
Q135186167	Sumaromeno Shrine Co-Enshrinement
Q135186168	Sumaromeno Shrine former site
Q135186175	Kushida Shrine (Matsusaka) former site
Q135186179	Take Shrine former site
Q135186180	Take Shrine former site
Q135186182	Naka Shrine
Q135186183	Naka Shrine
Q135186187	Ōmi Shrine
Q135186188	Kamazoku‑Miden Shrine
Q135186191	Hatorinoitomano Shrine former site
Q135186194	Co-Enshrinement of Afukamuyamano Shrine
Q135186196	Afukamuyamano Shrine former site
Q135186197	Kawazoe Shrine
Q135186200	Uomi Shrine (Uomi, Matsusaka)
Q135186203	Uomi Shrine (Kawashima, Matsusaka)
Q135186205	Tsuda Shrine
Q135186206	Nijugohashira Shrine Co-Enshrinement
Q135186207	Hayashino Shrine former site
Q135186210	Afukano- shrine former site
Q135186212	Moruyamano Shrine Co-EnShrinement
Q135186213	Moruyamano Shrine former site
Q135186214	Hatada Shrine co-EnShrinement
Q135186215	Miyama Gozen Shrine
Q135186223	Kanhatorihatadono Shrine
Q135186224	Nijugohashira Shrine Co-Enshrinement
Q135186227	Hatorinomatokata Shrine former site
Q135186228	Uda Myojin Site (Saiku)
Q135186229	Akiba Shrine
Q135186232	Gongen Shrine (Ujizakura Shrine precincts)
Q135186236	Kitsune Mound (Ōta, Ueno Village)
Q135186239	Orikidono Shrine
Q135186243	Location Unknown
Q135186246	Afukako Shrine
Q135186249	Hachiōji Shrine (Morisho Village)
Q135186254	Nishitojoda Shrine
Q135186263	Oda Shrine (Isokami Shrine precincts)
Q135186268	Yahashira Shrine (Yotsuhikida, Kanki‑ji precincts)
Q135186275	Tsuda Shrine
Q135186281	Yahashira Shrine (Yotsuhikida branch)
Q135186284	Co-Enshrinement of Afukakotano Shrine
Q135186292	Urufutsu Shrine
Q135186293	Urufutsuno Shrine former site
Q135186294	Ukehi Shrine
Q135186297	Amano‑Kaguyama Shrine
Q135186298	Yahashira Shrine
Q135186300	Anashi Shrine
Q135186302	Anashi Shrine Site
Q135186305	Nijugohashira Shrine Co-Enshrinement
Q135186308	Hataketano Shrine former site
Q135186309	Hataketano Shrine former site
Q135186310	Nakaretanouheno Shrine Former site
Q135186316	Ihatano Shrine former site
Q135186317	Hatada Shrine Co-enshrinement (Ihatano)
Q135186318	Kamigaki Shrine
Q135186319	Hiji Shrine (Iwanai Village, Taki District)
Q135186320	Co-Enshrinement of Hichino Shrine
Q135186321	Hotsu Village Enshrinement Theory
Q135186322	Hotsuda Village Enshrinement Theory
Q135186323	Ukehi Shrine (Otobe Village)
Q135186324	Co-Enshrinement of Hichino Shrine Ronsha 6
Q135186325	Yahashira Shrine (Abu)
Q135186326	Hichino shrine Co-Enshrinement
Q135186327	Unioka Village Enshrinement Theory
Q135186328	Unori Village Enshrinement Theory
Q135186331	Sakikurusuno Shrine former site
Q135186341	Isawano Shrine former site
Q135186393	Kuninomi Shrine Site (Legendary Site A)
Q135186395	Kuninomi Shrine (Legendary Site B, Tokorocho, Matsusaka)
Q135186396	Aijikaue Shrine (Legendary Site C)
Q135186398	Nekura Shrine Site
Q135186400	Co-Enshrinement of Hitsukurano Shrine
Q135186401	Tsuda Shrine
Q135186407	Ironouheno Shrine former site
Q135186409	Kamiyama Shrine
Q135186410	Kushida Shrine
Q135186411	Ushiniwa Shrine
Q135186413	Ushinihano Shrine former site
Q135186414	Nijugohashira Shrine
Q135186415	Isetaniwa Shrine
Q135186416	Ohokushino Shrine former site
Q135186420	Yahashira Shrine
Q135186421	Ihita Shrine
Q135186425	Ohomuwano Shrine former site
Q135186429	Matsusaka Shrine
Q135186430	Kanbe Kandate Shinmei Shrine
Q135186441	Ryutengu Hata Shrine
Q135186442	Hata Shrine
Q135186443	Inaba Shrine
Q135186444	Karasu Shrine
Q135186477	Azaka Shrine
Q135186493	Hate Shrine
Q135186506	Hate Shrine
Q135186524	Ogawa Shrine
Q135186530	Ukehi Shrine
Q135186567	Kawabe Shrine
Q135186574	Kawabe Shrine
Q135186596	Toshita Shrine
Q135186603	Toshita Shrine
Q135186604	Oichi Shrine
Q135186605	Oichi Shrine
Q135186606	Shifumi Shrine
Q135186607	Shifuya Shrine Site
Q135186611	Ayuta Shrine
Q135186612	Kandate Shrine
Q135186613	Hisazuchi Sugawara Shrine
Q135186614	Hisazuchi Shrine
Q135186620	Onokosono Shrine
Q135186621	Onokosono Shrine
Q135186622	Kotoimi Shrine
Q135186623	Kotoimi Shrine
Q135186636	Ishizumi Shrine
Q135186637	Ishidate Shrine
Q135186638	Hataori Shrine
Q135186639	Hataori Shrine
Q135186645	Nobono Shrine Co-Enshrinement
Q135186646	Nakushirino Shrine Site
Q135186649	Kawamata Shrine
Q135186650	Kawamata Shrine
Q135186652	Kawamata Shrine
Q135186654	Kawamata Shrine
Q135186655	Kawamata Shrine
Q135186656	Kawamata Shrine
Q135186658	Shihakakino Shrine co-EnShrinement
Q135186659	Kataoka Shrine
Q135186660	Shonai Shrine
Q135186661	Amanohitokuhatano Shrine Site
Q135186667	Ooi Shrine (old site)
Q135186668	Co-Enshrinement in Seki Shrine
Q135186675	E Shrine
Q135186680	Miyake Shrine
Q135186687	Eno Shrine (Co-Enshrinement)
Q135186692	Ihano Shrine (Co-Enshrinement)
Q135186693	Ishigami Shrine
Q135186708	Katayama Shrine
Q135186709	Co-Enshrinement of Katayama Shrine
Q135186710	Kandate Iino Takaichi Shrine
Q135186711	Iino Shrine
Q135186713	Yagi Shrine
Q135186714	Yagi Shrine
Q135186717	Ogawa Shrine
Q135186718	Ogawa Shrine (Tsubaki-Nakato Keidai-sha)
Q135186720	Tsubaki Shrine (Iino Shrine goshi)
Q135186724	Iino Shrine
Q135186728	Takawokano Shrine former site
Q135186731	Oki Shrine
Q135186732	Co-Enshrinement of Ohokino Shrine Ronsha 2
Q135186733	Otsuka Shrine
Q135186734	Co-Enshrinement of Ohokino Shrine
Q135186735	Chota Great Camphor Tree
Q135186736	Oki shrine Yokkaichi
Q135186738	Ajiga Shrine
Q135186739	Ajiga Shrine
Q135186741	Haji Shrine
Q135186742	Nishihaji Shrine
Q135186746	Eda Shrine
Q135186747	Uonomori Shrine
Q135186748	Hirohata Shrine
Q135186749	Kafu Shrine
Q135186750	Kafu Shrine
Q135186751	Ashimita Shrine
Q135186752	Kafu Shrine
Q135186753	Tsubakikishi Shrine
Q135186754	Tsubaki Ō Shrine Betsugu Tsubakigishi Shrine
Q135186758	Unakami Mimitoshi Shrine
Q135186760	Unakami Shrine
Q135186762	Co-Enshrinement of Ohowano Shrine (Ronsha 1)
Q135186763	Ō Shrine
Q135186766	Unakami Mimitoshi Shrine
Q135186767	Hozumi Shrine
Q135186768	Mimutsune Shrine
Q135186769	Mimitsune Shrine
Q135186770	Mimutsune Shrine
Q135186774	Hozumi Shrine
Q135186775	Hotsumino Shrine former site
Q135186776	Co-Enshrinement of Hotsumino Shrine
Q135186777	Sakura Shrine old site
Q135186780	Co-Enshrinement of Sakurano Shrine
Q135186782	Old Hase Shrine Monument
Q135186783	Co-Enshrinement of Haseno Shrine
Q135186784	Tanahi Shrine
Q135186785	Tanahi Shrine
Q135186789	Tottori Shrine
Q135186790	Tottori Shrine
Q135186791	Ozu Shrine
Q135186792	Otsu Shrine
Q135186793	Oino Otsu Shrine
Q135186796	Nukata Shrine
Q135186797	Nukata Shrine
Q135187107	Asai Shrine
Q135187113	Kuroiwa Ishito Shrine
Q135187121	Shioe Shrine
Q135187123	Hachiman Shrine
Q135187125	Fuchimori Inari Shrine
Q135187127	Yatsurugi Shrine
Q135187134	Komori Katte Tenjin-sha
Q135187135	Ufusuna Shrine
Q135187136	Ufusuna Shrine
Q135187137	Ayabusuma Shrine
Q135187144	Ishizukuri Shrine
Q135187145	Shinmei-sha (Ishitsukurino Shrine)
Q135187148	Ikuta Shrine
Q135187149	Shinmei Ikuta Shrine
Q135187150	Ikuta Myojin Shrine
Q135187152	Ikuta Shrine
Q135187177	Tateno Tenjin
Q135187178	Tateno Tenjin Shrine
Q135187179	Ide Shrine
Q135187180	Shinmei Shrine
Q135187186	Hassho Shrine
Q135187187	Kumano-sha
Q135187190	Tenjin-sha
Q135187195	Hachiman Shrine (Suihokuchō)
Q135187196	Koyasu Shinmeisha
Q135187198	Shinmei Shrine
Q135187224	Tenjin-sha
Q135187225	Kunihara Shrine
Q135187226	Hakusan Shrine
Q135187273	Kanira Shrine
Q135187282	Warira Shrine
Q135187347	Kamichikama Shrine
Q135190151	Mita Shrine (sessha of Atsuta Jingū)
Q135190153	Mita Shrine (sessha of Shichishosha)
Q135190167	Narumi Shrine former site
Q135190176	Hikami Anego Shrine (Successor)
Q135190182	Nomi Shrine
Q135190183	Nomi Shrine
Q135190198	Hinaga Shrine
Q135190199	Hinaga Shrine
Q135190203	Kasumekasuga Shrine
Q135190207	Kumaku Shrine (subshrine)
Q135190209	Kumaku Shrine (subshrine 2)
Q135190217	Toga Shrine okumiya
Q135190221	Ishimaki Shrine (Shimosha)
Q135190242	Mitake Shrine
Q135190243	Hosoe Shrine
Q135190244	Shisho Shrine
Q135190246	Oro Shrine
Q135190247	Oro Shrine
Q135190250	Takane Shrine
Q135190252	Rokusho Shrine
Q135190254	Horiyaku Rokusho Shrine (Yoritomiya, sessha)
Q135190257	Kasuga Shrine
Q135190262	Nagano Shrine
Q135190265	Higashi Hachiōji Shrine
Q135190267	Matsuo Hachiōji Shrine
Q135190269	Yakumo Shrine
Q135190281	Ōmika Shrine
Q135190282	Higashi Misono Hachiman Shrine
Q135192592	Shiikewaki Shrine
Q135192593	Inari Shrine
Q135192598	Kaba Shinmeigu Shrine
Q135192609	Uchino Shinmei‑gū
Q135192612	Rokusho Shrine
Q135192613	Aritama Shrine
Q135192614	Gama Shinmei‑gū
Q135192615	Iida Inari Shrine
Q135192617	Koyasu Shrine
Q135192619	Iida Inari Shrine
Q135192621	Kogura Shrine
Q135192623	Iwata Shrine
Q135192635	Yamazumi Shrine
Q135192636	Otorii Hachiman Shrine
Q135192638	Mikura Hachiman Shrine (Okubo Hachiman Shrine)
Q135192639	Suwa Shrine
Q135192641	Kamitsuma Shrine
Q135192643	Mase Shrine
Q135192646	Yamana Shrine
Q135192649	Yamana Shrine
Q135192656	Kone Shrine (Kihara Gongen Shrine)
Q135192657	Kone Shrine
Q135192726	Inane Shrine (Haiden)
Q135192727	Inane Shrine (Honden)
Q135192730	Wakamiya
Q135192774	Hayashino- Shrine former site
Q135192779	Katsugumi Shrine
Q135192783	Ninomiya Shrine (Tsubota)
Q135192837	Kumano Shrine (Iwadono, Minamiizu Town)
Q135192860	Shiitori Shrine Main Hall
Q135192866	Nago Shrine (Mikojima)
Q135192867	Nago Shrine
Q135192924	Kuwato Shrine
Q135192926	Kosaka Shrine
Q135192929	Shizu Shrine
Q135192938	Ishitokutaka Shrine (Mamezuka Shrine)
Q135192964	Raiden-sha (sessha)
Q135192981	Minowa Shrine
Q135192983	Nomoto Shrine
Q135193001	Funayori Shrine
Q135193006	Shinmei Shrine
Q135193008	Inashimo Shrine
Q135193009	Naka Shrine
Q135193011	Inakami Shrine
Q135193029	Morokuchi Shrine
Q135193030	Kunitama Shrine
Q135193032	Morokuchi Shrine
Q135193034	Kunitama Shrine
Q135193035	Uramori Shrine
Q135193102	Awowino shrine former site
Q135193110	Takefuhikono shrine former site
Q135193122	Co-Enshrinement of Kuniwichino Shrine
Q135193123	Kuniichigi Shrine (Morito, Sakado)
Q135193130	Miyameno shrine former site
Q135193241	Kanbe Shrine
Q135193242	Kanbe Shrine
Q135193244	Kaina Shrine
Q135193246	Kanasakura Shrine
Q135193248	Kana Zakura Shrine
Q135193249	Kanazakura Shrine
Q135193252	Ninomiya Shrine
Q135193266	Kumano Shrine (former site of Ōba Shrine)
Q135193268	Ishitateo Shrine (Sanogawa)
Q135193270	Ishitateo Shrine (Isobe, Minami-ku, Sagamihara)
Q135193273	Suwa Myōjin (Zama City)
Q135193276	Kōtai Jingū (Karasumori Shrine)
Q135193288	Sugiyama Shrine (Chigasaki)
Q135193289	Tsurumi Shrine (Tsurumi Ward, Yokohama)
Q135193300	Tenjin Shrine (Miyamachi, Fuchu)
Q135193309	Aoi Shrine (Chofu)
Q135193311	Awowino Shrine okumiya
Q135193313	Adachi Shrine (Kamikisaki)
Q135193315	Atachino Shrine former site
Q135193321	Miyamoto Myojin Shrine (Saitama City)
Q135193327	Ihahino Shrine former site
Q135193332	Kitano Tenjinsha sessha
Q135193340	Tamashiki Shrine
Q135193341	Kisai Castle Ruins
Q135193348	Obusuma Shrine former site
Q135193361	Tanaka Shrine
Q135193362	Hachiman Shrine (Mikajiri)
Q135193363	Chigata Shrine (Tanaka, Kawamoto Village, Ōsato District)
Q135193364	Nireyama Shrine
Q135193365	Shōtengū
Q135193366	Nireyama Shrine
Q135193369	Nagahatabe Shrine former site
Q135193370	Nagahatabe Shrine former site
Q135193376	Kōtai Shrine? (site of Inami Shrine ruins at Aoyasaka, Imajo, Kanda, Nagahama)
Q135193377	Kōtai Shrine
Q135193378	Co-Enshrinement of Imakiawosakanoinamiaramitamano Shrine
Q135193379	Kumano Shrine (Tsutsumi, Kamisato Town)
Q135193385	Co-Enshrinement of Imakiawosakainaminoikekamino Shrine
Q135193390	Nakamakita Mukuge Shrine
Q135193391	Kamimakita Mukuge Shrine
Q135193392	Nomaki Mukuge Shrine
Q135193393	Minano Mukuge Shrine
Q135193395	Kanasana Shrine former site
Q135193397	Takagi Shrine former site
Q135193398	Iko‑no‑Hayamitama Hime Shrine
Q135193399	Iko-no-hayamitama Hime-no Shrine former site
Q135193410	Shirahama Shimotatematsubara Shrine
Q135193411	Chikura Shimotatematsubara Shrine
Q135193423	Miwanoe Shrine
Q135193425	Mitsuchino Shrine Kado‑no‑Miya
Q135193426	Mitsuchino Shrine Oku‑no‑Miya
Q135193460	Sashinono Shrine (Kakioka, Ishioka City)
Q135193461	Sashinono Shrine (Ishioka City)
Q135193465	Atago Shrine (Kasama City)
Q135193470	Sawawachigi Shrine (Nida Shrine)
Q135193471	Sawawachigi Shrine (Ōtsu Town)
Q135193473	Shitori Shrine
Q135193474	Shitori Shrine
Q135193476	Oaza Kanda Shrine
Q135193479	Kanda Shrine (Oaza Fumon)
Q135193493	Sakunado Shrine
Q135193504	Ihimichi Shrine
Q135193506	Īmichi Shrine
Q135193511	Asadono Shrine
Q135193512	Ninomiya Shrine
Q135193513	Shinkawa Shrine (Yasu City)
Q135193514	Shinkawa Shrine (Moriyama City)
Q135193515	Kojino Shrine Kamisha
Q135193516	Kojino Shrine
Q135193519	Isobe Shrine (Gamo)
Q135193521	Isobe Shrine (Omihachiman)
Q135193523	Nagasun Shrine
Q135193525	Sugata Shrine
Q135193526	Takeda Shrine
Q135193527	Umamioka Watamuki Shrine
Q135193528	Umamioka Watamuki Shrine
Q135193530	Oshima & Okitsushima Shrines
Q135193533	Otaki Shrine
Q135193537	Kawageta Shrine
Q135193540	Karuno Shrine (Kano)
Q135193541	Karuno Shrine (Iwakura)
Q135193605	Chōsun Shrine
Q135193623	Sakada Miyaoka Shrine
Q135193628	Hikone Shrine
Q135193631	Yamatsuteru Shrine
Q135193635	Yujino Shrine (Oji, Asai Town)
Q135193636	Yutsukino Shrine former site
Q135193637	Yujino Shrine (Yujino, Asai Town)
Q135193639	Oe Shrine (Onoe)
Q135193640	Oe Shrine (Higashi Onoe)
Q135193641	Koe Shrine (Ebie)
Q135193642	Yago Shrine (Nakano Town)
Q135193643	Yago Shrine (Nishiazai Town)
Q135193644	Hachiman Shrine
Q135193654	Hirano Shrine
Q135193657	Kamikoso Shrine
Q135193658	Kawamichi Shrine
Q135193661	Omi Shrine
Q135193662	Kasuga Shrine
Q135193669	Himetano Shrine former site
Q135193670	Ihabie Shrine (Takatsuki Town)
Q135193671	Ohahe Shrine
Q135193673	Yokoyama Shrine (Kinomoto Town)
Q135193674	Yokoyama Shrine (Takatsuki Town)
Q135193676	Sami Shrine (Yogo Town)
Q135193677	Sami Shrine (Takatsuki Town)
Q135193681	Co-Enshrinement of Tsuhakino Shrine
Q135193684	Ikagusaka Shrine (Furuhashi, Kinomoto Town)
Q135193685	Ikagusaka Shrine (Takatsuki Town)
Q135193686	Ikagusaka Shrine (Kitafusetoyama, Kinomoto Town)
Q135193705	Ishitsukurino Shrine former site
Q135193712	Ofubura Shrine
Q135193713	Ofubura Shrine
Q135193716	Nyu Shrine (Shimonyu)
Q135193719	Oyoku Shrine (Yogo Town)
Q135193720	Oyoku Shrine (Shigenori, Takatsuki Town)
Q135193722	Oyoku Shrine (Nishiyanagino, Takatsuki Town)
Q135193724	Omizuwake Shrine
Q135193725	Mizuwake Shrine
Q135193726	Oomote Shrine
Q135193727	Erehiko Shrine okumiya
Q135193728	Amanokawa no Mikoto Shrine
Q135193729	Kitano Shrine
Q135193732	Yoroki Shrine
Q135193733	Hiyoshi Shrine
Q135193734	Imamiya Shrine
Q135193735	Tabe Shrine
Q135193736	Taheno Shrine former site
Q135193737	Sada Shrine
Q135193738	Kumano Shrine (Imazu Town)
Q135193740	Kumano Shrine (Azumigawa Town)
Q135193743	Karasaki Shrine
Q135193745	Okawa Shrine
Q135193746	Ohokahano Shrine former site
Q135193747	Ono Shrine (Makino Town)
Q135193748	Ono Shrine (Kutsuki Ōno)
Q135193750	Co-Enshrinement of Machino Shrine
Q135193751	Gosha Shrine
Q135193753	Ichihara Shrine
Q135193754	Ichi Shrine
Q135193755	Ota Shrine
Q135193756	Ota Shrine
Q135193759	Ōarahiko Tomoyui Shrine
Q135193761	Hachiman Shrine (Makino Town Sekitei)
Q135193762	Hachiman Shrine (Uso Yokoyama)
Q135193764	Hioki Shrine
Q135193765	Sakanami Shrine
Q135193768	Tsuno Shrine (Imazu Town, Kakugawa)
Q135193774	Ohosakino Shrine former site
Q135193776	Daisuibetsu Shrine
Q135193777	Yorogi Shrine
Q135193779	Hiyoshi Shrine
Q135193783	Ōkuwa Shrine
Q135193784	Kōmi Shrine
Q135193785	Hakusan Shrine
Q135193786	Hie Shrine
Q135193790	Ukita Shrine
Q135193791	Inari Shrine
Q135193792	Yokobayashi Shrine
Q135193817	Kasami Shrine former site
Q135193819	Agatanushi Shrine (Minokamo) former site
Q135193824	Abushina Shrine former site
Q135193940	Murakuni Shrine Otabisho
Q135193944	Murakuni Masumida Shrine Former Site
Q135193949	Mii Shrine former site
Q135193957	Tabu Shrine former site
Q135193982	Ena Shrine
Q135194069	Achino Shrine okumiya
Q135194114	Arei Shrine okumiya
Q135194118	Hotaka Shrine okumiya
Q135194136	Fuse Shrine (Shinonoi Ishikawa, Nagano City)
Q135194138	Fuse Shrine (Shinonoi Yamafuse, Nagano City)
Q135194158	Nakatanino Shrine Kamisha
Q135194159	Nakatanino Shrine Shimosha
Q135194168	Hioki Shrine (Higashichikuma District)
Q135194175	Hioki Shrine (Nagano City)
Q135194181	Shimizu Shrine (Majima Town, Nagano City)
