qid,en_label,ja_label,source_lang,source_label,target_lang,prefix,cleaned_input,tokiponized,toki_pona_label,has_tok_label,existing_tok_labels
Q11412213,kanou Shrine,叶神社,id,Kuil kanou,tok,Kuil,kanou,Kano,tomo sewi Kano,False,
Q65269150,koromo Shrine,挙母神社,id,Kuil koromo,tok,Kuil,koromo,Kolomo,tomo sewi Kolomo,False,
Q135193506,Īmichi Shrine,飯道神社（甲西町）,id,Kuil Īmichi,tok,Kuil,īmichi,Imisi,tomo sewi Imisi,False,
Q17192762,Īmori Shrine,飯盛神社,id,Kuil Īmori,tok,Kuil,īmori,Imoli,tomo sewi Imoli,False,
Q115117373,Īzukahikawa Shrine,飯塚氷川神社,id,Kuil Īzukahikawa,tok,Kuil,īzukahikawa,Isukapikawa,tomo sewi Isukapikawa,False,
Q135260631,īari Shrine,飯有神社,id,Kuil īari,tok,Kuil,īari,Ijali,tomo sewi Ijali,False,
Q134955825,īda Hachimangū,飯田八幡宮,id,Kuil īda Hachimangū,tok,Kuil,īdahachimangū,Itapasimanku,tomo sewi Itapasimanku,False,
Q135425879,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135425941,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135425181,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135424927,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135425329,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135425225,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135425461,īdama Shrine,飯玉神社,id,Kuil īdama,tok,Kuil,īdama,Itama,tomo sewi Itama,False,
Q135433892,īdome Shrine,飯留神社,id,Kuil īdome,tok,Kuil,īdome,Itome,tomo sewi Itome,False,
Q134957836,īmorisengen Shrine,飯森浅間神社,id,Kuil īmorisengen,tok,Kuil,īmorisengen,Imolisenken,tomo sewi Imolisenken,False,
Q134887393,ītama Shrine,飯玉神社,id,Kuil ītama,tok,Kuil,ītama,Itama,tomo sewi Itama,False,
Q135424956,ītama Shrine,飯玉神社,id,Kuil ītama,tok,Kuil,ītama,Itama,tomo sewi Itama,False,
Q135425226,ītama Shrine,飯玉神社,id,Kuil ītama,tok,Kuil,ītama,Itama,tomo sewi Itama,False,
Q135425370,ītama Shrine,飯玉神社,id,Kuil ītama,tok,Kuil,ītama,Itama,tomo sewi Itama,False,
Q134887266,īzuka Shrine,飯塚神社,id,Kuil īzuka,tok,Kuil,īzuka,Isuka,tomo sewi Isuka,True,tomo sewi Ituka
Q135195034,Ō Shrine,大神社,id,Kuil Ō,tok,Kuil,ō,O,tomo sewi O,False,
Q135186763,Ō Shrine,大神社,id,Kuil Ō,tok,Kuil,ō,O,tomo sewi O,False,
Q135195031,Ō Shrine (Itoigawa),大神社（糸魚川市）,id,Kuil Ō (Itoigawa),tok,Kuil,ō,O,tomo sewi O,False,
Q135732,Ōagata Shrine,大縣神社,id,Kuil Ōagata,tok,Kuil,ōagata,Owakata,tomo sewi Owakata,False,
Q135187182,Ōagata Shrine okumiya,大縣神社 奥宮,id,Kuil Ōagata okumiya,tok,Kuil,ōagataokumiya,Owakatokumija,tomo sewi Owakatokumija,False,
Q134926820,Ōagatajinja,大縣神社 (瑞浪市),id,Kuil Ōagatajinja,tok,Kuil,ōagatajinja,Owakatasinsija,tomo sewi Owakatasinsija,False,
Q135194870,Ōanamochi Miyo Shrine,大穴持美代神社,id,Kuil Ōanamochi Miyo,tok,Kuil,ōanamochimiyo,Owanamosimijo,tomo sewi Owanamosimijo,False,
Q11438675,Ōarahiko Shrine,大荒比古神社,id,Kuil Ōarahiko,tok,Kuil,ōarahiko,Owalapiko,tomo sewi Owalapiko,False,
Q135193759,Ōarahiko Tomoyui Shrine,大荒比古鞆結神社,id,Kuil Ōarahiko Tomoyui,tok,Kuil,ōarahikotomoyui,Owalapikotomojuwi,tomo sewi Owalapikotomojuwi,False,
Q11438676,"Ōarahiko Shrine, Tomoyui Shrine",大荒比古神社・鞆結神社,id,"Kuil Ōarahiko, Tomoyui",tok,Kuil,"ōarahiko,tomoyui",Owalapikotomojuwi,tomo sewi Owalapikotomojuwi,False,
Q11437230,Ōarai Isosaki Shrine,大洗磯前神社,id,Kuil Ōarai Isosaki,tok,Kuil,ōaraiisosaki,Owalasosaki,tomo sewi Owalasosaki,False,
Q11435083,Ōarashi Tenjin Shrine,大嵐天神社,id,Kuil Ōarashi Tenjin,tok,Kuil,ōarashitenjin,Owalasitensin,tomo sewi Owalasitensin,False,
Q134988843,Ōasa Shrine,大麻神社,id,Kuil Ōasa,tok,Kuil,ōasa,Owasa,tomo sewi Owasa,False,
Q135154020,Ōasa Shrine,大麻神社,id,Kuil Ōasa,tok,Kuil,ōasa,Owasa,tomo sewi Owasa,False,
Q723417,Ōasahiko Shrine,大麻比古神社,id,Kuil Ōasahiko,tok,Kuil,ōasahiko,Owasapiko,tomo sewi Owasapiko,False,
Q135434318,Ōbae Shrine,大羽重神社,id,Kuil Ōbae,tok,Kuil,ōbae,Opawe,tomo sewi Opawe,False,
Q119929649,"Ōbara Shrine (Fukuchiyama, Kyoto)",大原神社,id,"Kuil Ōbara (Fukuchiyama, Kyoto)",tok,Kuil,ōbara,Opala,tomo sewi Opala,False,
Q11460785,Ōbe Shrine,小戸神社,id,Kuil Ōbe,tok,Kuil,ōbe,Ope,tomo sewi Ope,False,
Q21606446,Ōdate Hachiman Shrine,大館八幡神社,id,Kuil Ōdate Hachiman,tok,Kuil,ōdatehachiman,Otatepasiman,tomo sewi Otatepasiman,False,
Q11436877,Ōe Shrine,大江神社,id,Kuil Ōe,tok,Kuil,ōe,Owe,tomo sewi Owe,False,
Q110917648,Ōe Hachimangū,大江八幡宮,id,Kuil Ōe Hachimangū,tok,Kuil,ōehachimangū,Owepasimanku,tomo sewi Owepasimanku,False,
Q107410062,Ōfuna Shrine,大船神社,id,Kuil Ōfuna,tok,Kuil,ōfuna,Opuna,tomo sewi Opuna,False,
Q11438610,Ōfune Shrine,大舩神社,id,Kuil Ōfune,tok,Kuil,ōfune,Opune,tomo sewi Opune,False,
Q22118078,Ōga Shrine,大神神社,id,Kuil Ōga,tok,Kuil,ōga,Oka,tomo sewi Oka,False,
Q11582423,Ōga Daijinja,相賀大神社,id,Kuil Ōga Daijinja,tok,Kuil,ōgadaijinja,Okatasinsija,tomo sewi Okatasinsija,False,
Q134886882,Ōgai Shrine,大我井神社,id,Kuil Ōgai,tok,Kuil,ōgai,Oka,tomo sewi Oka,False,
Q11433763,Ōgakimoto-hachimangū,大垣元八幡宮,id,Kuil Ōgakimoto-hachimangū,tok,Kuil,ōgakimotohachimangū,Okakimotopasimanku,tomo sewi Okakimotopasimanku,False,
Q251160,Ōgamiyama Shrine,大神山神社,id,Kuil Ōgamiyama,tok,Kuil,ōgamiyama,Okamijama,tomo sewi Okamijama,False,
Q107494084,Ōgamiyama Shrine,大神山神社,id,Kuil Ōgamiyama,tok,Kuil,ōgamiyama,Okamijama,tomo sewi Okamijama,False,
Q135195597,Ōgamiyama Shrine okumiya,大神山神社 奥宮,id,Kuil Ōgamiyama okumiya,tok,Kuil,ōgamiyamaokumiya,Okamijamokumija,tomo sewi Okamijamokumija,False,
Q135156131,Ōgashiwa Shrine,大柏神社,id,Kuil Ōgashiwa,tok,Kuil,ōgashiwa,Okasiwa,tomo sewi Okasiwa,False,
Q11435419,Ōgata Shrine,大形神社,id,Kuil Ōgata,tok,Kuil,ōgata,Okata,tomo sewi Okata,False,
Q11662567,Ōgegohashira Shrine,青毛五柱神社,id,Kuil Ōgegohashira,tok,Kuil,ōgegohashira,Okekopasila,tomo sewi Okekopasila,False,
Q11572950,Ōgi Shrine,王城神社,id,Kuil Ōgi,tok,Kuil,ōgi,Oki,tomo sewi Oki,False,
Q11496843,Ōgimori Inari Shrine,扇森稲荷神社,id,Kuil Ōgimori Inari,tok,Kuil,ōgimoriinari,Okimolinali,tomo sewi Okimolinali,False,
Q98970358,Ōgimori Inari Shrine,扇森稲荷神社 (福岡県),id,Kuil Ōgimori Inari,tok,Kuil,ōgimoriinari,Okimolinali,tomo sewi Okimolinali,False,
Q708670,Ōgon Shrine,黄金神社,id,Kuil Ōgon,tok,Kuil,ōgon,Okon,tomo sewi Okon,False,
Q134957996,Ōgozen Shrine,王御前神社,id,Kuil Ōgozen,tok,Kuil,ōgozen,Okosen,tomo sewi Okosen,False,
Q134405808,Ōhachiga Shrine,大八賀神社,id,Kuil Ōhachiga,tok,Kuil,ōhachiga,Opasika,tomo sewi Opasika,False,
Q135041445,Ōhama Hachiman Daijin Shrine,大浜八幡大神社,id,Kuil Ōhama Hachiman Daijin,tok,Kuil,ōhamahachimandaijin,Opamapasimantasin,tomo sewi Opamapasimantasin,False,
Q56347526,Ōhama Hachiman Daijinja,大浜八幡大神社,id,Kuil Ōhama Hachiman Daijinja,tok,Kuil,ōhamahachimandaijinja,Opamapasimantasinsija,tomo sewi Opamapasimantasinsija,False,
Q134595734,Ōhara Shrine,大原神社,id,Kuil Ōhara,tok,Kuil,ōhara,Opala,tomo sewi Opala,False,
Q134597878,Ōhara Shrine,大原神社,id,Kuil Ōhara,tok,Kuil,ōhara,Opala,tomo sewi Opala,False,
Q135425009,Ōhara Shrine,大原神社,id,Kuil Ōhara,tok,Kuil,ōhara,Opala,tomo sewi Opala,False,
Q135259288,Ōhara Shrine,大原神社,id,Kuil Ōhara,tok,Kuil,ōhara,Opala,tomo sewi Opala,False,
Q134594936,Ōhara Hachiman Shrine,大原八幡神社,id,Kuil Ōhara Hachiman,tok,Kuil,ōharahachiman,Opalapasiman,tomo sewi Opalapasiman,False,
Q3594020,Ōharano Shrine,大原野神社,id,Kuil Ōharano,tok,Kuil,ōharano,Opalano,tomo sewi Opalano,False,
Q110994898,Ōhashi Koroku Shrine,大橋胡録神社,id,Kuil Ōhashi Koroku,tok,Kuil,ōhashikoroku,Opasikoloku,tomo sewi Opasikoloku,False,
Q135194917,Ōhata Kamisugi Izumuhime Shrine,大幡神杉伊豆牟比咩神社,id,Kuil Ōhata Kamisugi Izumuhime,tok,Kuil,ōhatakamisugiizumuhime,Opatakamisukisumupime,tomo sewi Opatakamisukisumupime,False,
Q3090870,Ōhi Shrine,意富比神社,id,Kuil Ōhi,tok,Kuil,ōhi,Opi,tomo sewi Opi,False,
Q134598760,Ōhi Shrine,大日神社,id,Kuil Ōhi,tok,Kuil,ōhi,Opi,tomo sewi Opi,False,
Q85882373,Ōhi Shrine (Nakano),王日神社,id,Kuil Ōhi (Nakano),tok,Kuil,ōhi,Opi,tomo sewi Opi,False,
Q135426120,Ōhinata Shrine,大日向神社,id,Kuil Ōhinata,tok,Kuil,ōhinata,Opinata,tomo sewi Opinata,False,
Q11438808,Ōhira Hachiman Shrine,大衡八幡神社,id,Kuil Ōhira Hachiman,tok,Kuil,ōhirahachiman,Opilapasiman,tomo sewi Opilapasiman,False,
Q11443953,Ōhirasan Shrine,太平山神社,id,Kuil Ōhirasan,tok,Kuil,ōhirasan,Opilasan,tomo sewi Opilasan,False,
Q111840261,Ōhiro Shrine,大廣神社,id,Kuil Ōhiro,tok,Kuil,ōhiro,Opilo,tomo sewi Opilo,False,
Q109972286,Ōhirume Shrine,大日孁神社,id,Kuil Ōhirume,tok,Kuil,ōhirume,Opilume,tomo sewi Opilume,False,
Q11435760,Ōhirumemuchi Shrine,大日霊貴神社,id,Kuil Ōhirumemuchi,tok,Kuil,ōhirumemuchi,Opilumemusi,tomo sewi Opilumemusi,False,
Q134957747,Ōi Shrine,大井神社,id,Kuil Ōi,tok,Kuil,ōi,Owi,tomo sewi Owi,False,
Q134956466,Ōi Shrine,大井神社,id,Kuil Ōi,tok,Kuil,ōi,Owi,tomo sewi Owi,False,
Q134957433,Ōi Shrine,大井神社,id,Kuil Ōi,tok,Kuil,ōi,Owi,tomo sewi Owi,False,
Q134956790,Ōi Shrine,大井神社,id,Kuil Ōi,tok,Kuil,ōi,Owi,tomo sewi Owi,False,
Q134989346,Ōi Shrine,大井神社,id,Kuil Ōi,tok,Kuil,ōi,Owi,tomo sewi Owi,False,
Q134958111,Ōi Shrine,大井神社,id,Kuil Ōi,tok,Kuil,ōi,Owi,tomo sewi Owi,False,
Q134957761,Ōi-hachimangū,大井八幡宮,id,Kuil Ōi-hachimangū,tok,Kuil,ōihachimangū,Owipasimanku,tomo sewi Owipasimanku,False,
Q43594517,Ōi-zaō Gongen Shrine,大井蔵王権現神社,id,Kuil Ōi-zaō Gongen,tok,Kuil,ōizaōgongen,Owisokonken,tomo sewi Owisokonken,False,
Q134957740,Ōihachiman Shrine,大井八幡神社,id,Kuil Ōihachiman,tok,Kuil,ōihachiman,Owipasiman,tomo sewi Owipasiman,False,
Q134957419,Ōihachiman Shrine,大井八幡神社,id,Kuil Ōihachiman,tok,Kuil,ōihachiman,Owipasiman,tomo sewi Owipasiman,False,
Q134958103,Ōihachiman Shrine,大井八幡神社,id,Kuil Ōihachiman,tok,Kuil,ōihachiman,Owipasiman,tomo sewi Owipasiman,False,
Q11438245,Ōishi Shrine,大石神社,id,Kuil Ōishi,tok,Kuil,ōishi,Owisi,tomo sewi Owisi,False,
Q24861740,Ōishi Shrine,大石神社,id,Kuil Ōishi,tok,Kuil,ōishi,Owisi,tomo sewi Owisi,False,
Q135260461,Ōishiyama Shrine,大石山神社,id,Kuil Ōishiyama,tok,Kuil,ōishiyama,Owisijama,tomo sewi Owisijama,False,
Q20043400,Ōita Shrine,大分社,id,Kuil Ōita,tok,Kuil,ōita,Owita,tomo sewi Owita,False,
Q134886203,Ōiwa Shrine,大岩神社,id,Kuil Ōiwa,tok,Kuil,ōiwa,Owiwa,tomo sewi Owiwa,False,
Q17221205,Ōiwa-shinmei-gū,大岩神明宮,id,Kuil Ōiwa-shinmei-gū,tok,Kuil,ōiwashinmeigū,Owiwasinmeku,tomo sewi Owiwasinmeku,False,
Q11573002,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q11573003,Ōji Shrine,王子神社 (掛川市),id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q11573004,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q43594812,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q48759069,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q126136280,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q110994907,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q119929722,Ōji Shrine,皇子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134595616,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134394946,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134598062,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134955608,Ōji Shrine,王子神杜,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134988775,Ōji Shrine,皇子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134988858,Ōji Shrine,皇子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134988922,Ōji Shrine,皇子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134955687,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134957948,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134957988,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134989113,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134989143,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134989442,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134955749,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134955761,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134989355,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134958183,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134989282,Ōji Shrine,皇子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134958360,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134958334,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q134958353,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135070309,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135156065,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135156076,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135156117,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135154341,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135155515,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q135259157,Ōji Shrine,王子神社,id,Kuil Ōji,tok,Kuil,ōji,Osi,tomo sewi Osi,False,
Q106852445,Ōji Shirahige Shrine,王子白髭神社,id,Kuil Ōji Shirahige,tok,Kuil,ōjishirahige,Osisilapike,tomo sewi Osisilapike,False,
Q48759039,Ōji Watatsumi Shrine,王子和多津美神社,id,Kuil Ōji Watatsumi,tok,Kuil,ōjiwatatsumi,Osiwatatumi,tomo sewi Osiwatatumi,False,
Q135070342,Ōji-no-Miya,王子宮,id,Kuil Ōji-no-Miya,tok,Kuil,ōjinomiya,Osinomija,tomo sewi Osinomija,False,
Q134956439,Ōjiro Shrine,大代神社,id,Kuil Ōjiro,tok,Kuil,ōjiro,Osilo,tomo sewi Osilo,False,
Q38276006,Ōkabura Shrine,大鏑神社,id,Kuil Ōkabura,tok,Kuil,ōkabura,Okapula,tomo sewi Okapula,False,
Q97162488,Ōkagami Shrine,相鹿上神社,id,Kuil Ōkagami,tok,Kuil,ōkagami,Okakami,tomo sewi Okakami,False,
Q135259714,Ōkami Shrine,大神神社,id,Kuil Ōkami,tok,Kuil,ōkami,Okami,tomo sewi Okami,False,
Q11435192,Ōkawa Shrine,大川神社,id,Kuil Ōkawa,tok,Kuil,ōkawa,Okawa,tomo sewi Okawa,False,
Q134989474,Ōkawachōtenjingū Shrine,大川町天神宮神社,id,Kuil Ōkawachōtenjingū,tok,Kuil,ōkawachōtenjingū,Okawatejotensinku,tomo sewi Okawatejotensinku,False,
Q11435126,Ōkawakami Birafu Shrine,大川上美良布神社,id,Kuil Ōkawakami Birafu,tok,Kuil,ōkawakamibirafu,Okawakamipilapu,tomo sewi Okawakamipilapu,False,
Q109926943,Ōkawamachi Hikawa Shrine,大川町氷川神社,id,Kuil Ōkawamachi Hikawa,tok,Kuil,ōkawamachihikawa,Okawamasipikawa,tomo sewi Okawamasipikawa,False,
Q11436767,Ōke Shrine,大毛神社,id,Kuil Ōke,tok,Kuil,ōke,Oke,tomo sewi Oke,False,
Q11438052,Ōkimi Kijiso Shrine,大皇器地祖神社,id,Kuil Ōkimi Kijiso,tok,Kuil,ōkimikijiso,Okimikisiso,tomo sewi Okimikisiso,False,
Q106852584,Ōkuninushi Shrine,大國主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q131324186,Ōkuninushi Shrine,大国主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q111024075,Ōkuninushi Shrine,大国主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q134596159,Ōkuninushi Shrine,大國主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q134604562,Ōkuninushi Shrine,大國主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q134604561,Ōkuninushi Shrine,大國主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q134695751,Ōkuninushi Shrine,大國主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q135504353,Ōkuninushi Shrine,大国主神社,id,Kuil Ōkuninushi,tok,Kuil,ōkuninushi,Okuninusi,tomo sewi Okuninusi,False,
Q122658202,Ōkuninushi no Mikoto Shrine,大国主命神社,id,Kuil Ōkuninushi no Mikoto,tok,Kuil,ōkuninushinomikoto,Okuninusinomikoto,tomo sewi Okuninusinomikoto,False,
Q611678,Ōkunitama Shrine,大國魂神社,id,Kuil Ōkunitama,tok,Kuil,ōkunitama,Okunitama,tomo sewi Okunitama,False,
Q11433670,Ōkunitama Shrine,大國魂神社,id,Kuil Ōkunitama,tok,Kuil,ōkunitama,Okunitama,tomo sewi Okunitama,False,
Q111024495,Ōkura Shrine,大藏神社,id,Kuil Ōkura,tok,Kuil,ōkura,Okula,tomo sewi Okula,False,
Q134886544,Ōkura Shrine,大蔵神社,id,Kuil Ōkura,tok,Kuil,ōkura,Okula,tomo sewi Okula,False,
Q135193783,Ōkuwa Shrine,大鍬神社,id,Kuil Ōkuwa,tok,Kuil,ōkuwa,Okuwa,tomo sewi Okuwa,False,
Q11441938,Ōma Shrine,大馬神社,id,Kuil Ōma,tok,Kuil,ōma,Oma,tomo sewi Oma,False,
Q134927545,Ōma Shrine,大目神社,id,Kuil Ōma,tok,Kuil,ōma,Oma,tomo sewi Oma,False,
Q18335691,Ōma Inari Shrine,大間稲荷神社,id,Kuil Ōma Inari,tok,Kuil,ōmainari,Omanali,tomo sewi Omanali,False,
Q131274483,Ōmamedani Hachimangū,大豆谷八幡宮,id,Kuil Ōmamedani Hachimangū,tok,Kuil,ōmamedanihachimangū,Omametanipasimanku,tomo sewi Omametanipasimanku,False,
Q48759879,Ōmata Hachiman Shrine,大俣八幡神社,id,Kuil Ōmata Hachiman,tok,Kuil,ōmatahachiman,Omatapasiman,tomo sewi Omatapasiman,False,
Q11442032,Ōmatonotsunoten Shrine,大麻止乃豆乃天神社,id,Kuil Ōmatonotsunoten,tok,Kuil,ōmatonotsunoten,Omatonotunoten,tomo sewi Omatonotunoten,False,
Q30922754,Ōmi Shrine,青海神社,id,Kuil Ōmi,tok,Kuil,ōmi,Omi,tomo sewi Omi,False,
Q120968100,Ōmi-jinjya,大御神社,id,Kuil Ōmi,tok,Kuil,ōmi,Omi,tomo sewi Omi,False,
Q43594535,Ōmi Kunitama Shrine,淡海國玉神社,id,Kuil Ōmi Kunitama,tok,Kuil,ōmikunitama,Omikunitama,tomo sewi Omikunitama,False,
Q135236148,Ōmi Sōja Shrine,近江国総社,id,Kuil Ōmi Sōja,tok,Kuil,ōmisōja,Omisosija,tomo sewi Omisosija,False,
Q60990714,Ōmika Shrine,大甕神社,id,Kuil Ōmika,tok,Kuil,ōmika,Omika,tomo sewi Omika,False,
Q135190281,Ōmika Shrine,大甕神社,id,Kuil Ōmika,tok,Kuil,ōmika,Omika,tomo sewi Omika,False,
Q134989096,Ōminakami Shrine,大水上神社,id,Kuil Ōminakami,tok,Kuil,ōminakami,Ominakami,tomo sewi Ominakami,False,
Q134957038,Ōmito Shrine,大御戸神社,id,Kuil Ōmito,tok,Kuil,ōmito,Omito,tomo sewi Omito,False,
Q705542,Ōmiwa Shrine,大神神社,id,Kuil Ōmiwa,tok,Kuil,ōmiwa,Omiwa,tomo sewi Omiwa,True,tomo sewi Omiwa
Q546197,Ōmiwa Shrine,大神神社,id,Kuil Ōmiwa,tok,Kuil,ōmiwa,Omiwa,tomo sewi Omiwa,False,
Q11435424,Ōmiwa Shrine,大御和神社,id,Kuil Ōmiwa,tok,Kuil,ōmiwa,Omiwa,tomo sewi Omiwa,False,
Q11434445,Ōmiya Shrine,大宮神社,id,Kuil Ōmiya,tok,Kuil,ōmiya,Omija,tomo sewi Omija,False,
Q11434450,Ōmiya Shrine,大宮神社 (流山市),id,Kuil Ōmiya,tok,Kuil,ōmiya,Omija,tomo sewi Omija,False,
Q111024488,Ōmiya Shrine,大宮神社,id,Kuil Ōmiya,tok,Kuil,ōmiya,Omija,tomo sewi Omija,False,
Q111024056,Ōmiya Shrine,大宮神社,id,Kuil Ōmiya,tok,Kuil,ōmiya,Omija,tomo sewi Omija,False,
Q111024271,Ōmiya Shrine,大宮神社,id,Kuil Ōmiya,tok,Kuil,ōmiya,Omija,tomo sewi Omija,False,
Q134598739,Ōmiya Daijin Shrine,大宮大神,id,Kuil Ōmiya Daijin,tok,Kuil,ōmiyadaijin,Omijatasin,tomo sewi Omijatasin,False,
Q111025298,Ōmiya Daijinja,大宮大神社,id,Kuil Ōmiya Daijinja,tok,Kuil,ōmiyadaijinja,Omijatasinsija,tomo sewi Omijatasinsija,False,
Q111024195,Ōmiya Daijinja,大宮大神社,id,Kuil Ōmiya Daijinja,tok,Kuil,ōmiyadaijinja,Omijatasinsija,tomo sewi Omijatasinsija,False,
Q3594036,Ōmiya Hachiman Shrine,大宮八幡宮,id,Kuil Ōmiya Hachiman,tok,Kuil,ōmiyahachiman,Omijapasiman,tomo sewi Omijapasiman,False,
Q48759063,Ōmiya Hachiman Shrine,大宮八幡神社,id,Kuil Ōmiya Hachiman,tok,Kuil,ōmiyahachiman,Omijapasiman,tomo sewi Omijapasiman,False,
Q134988909,Ōmiya Hachimangū,大宮八幡宮,id,Kuil Ōmiya Hachimangū,tok,Kuil,ōmiyahachimangū,Omijapasimanku,tomo sewi Omijapasimanku,False,
Q109603446,Ōmiya Sumiyoshi Shrine,大宮住吉神社,id,Kuil Ōmiya Sumiyoshi,tok,Kuil,ōmiyasumiyoshi,Omijasumijosi,tomo sewi Omijasumijosi,False,
Q11434413,Ōmiyame Shrine,大宮売神社,id,Kuil Ōmiyame,tok,Kuil,ōmiyame,Omijame,tomo sewi Omijame,False,
Q134595770,Ōmiyame Shrine,大宮賣神社,id,Kuil Ōmiyame,tok,Kuil,ōmiyame,Omijame,tomo sewi Omijame,False,
Q135017431,Ōmiyanome Shrine,大宮売神社,id,Kuil Ōmiyanome,tok,Kuil,ōmiyanome,Omijanome,tomo sewi Omijanome,False,
Q17223392,Ōmizu Shrine,大水神社,id,Kuil Ōmizu,tok,Kuil,ōmizu,Omisu,tomo sewi Omisu,False,
